leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
58,445,,HOLOCENE,UPPER PLEISTOCENE,0.0,8.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  0.7, 0.35,DSDP INITIAL REPORTS
58,445,,UPPER PLEISTOCENE,,8.5,27.5,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
58,445,,LOWER PLEISTOCENE,,27.5,46.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
58,445,,LOWER PLEISTOCENE,UPPER PLIOCENE,46.5,56.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,DSDP INITIAL REPORTS
58,445,,UPPER PLIOCENE,,56.0,113.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
58,445,,LOWER PLIOCENE,,113.0,141.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
58,445,,LOWER PLIOCENE,UPPER MIOCENE,141.5,151.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
58,445,,UPPER MIOCENE,,151.0,265.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
58,445,,MIDDLE MIOCENE,,265.0,284.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
58,445,,MIDDLE MIOCENE,LOWER MIOCENE,284.0,331.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
58,445,,LOWER MIOCENE,,331.5,379.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
58,445,,LOWER MIOCENE,UPPER OLIGOCENE,379.0,426.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
58,445,,UPPER OLIGOCENE,,426.5,436.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
58,445,,UPPER OLIGOCENE,MIDDLE OLIGOCENE,436.0,445.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5,   32,27.25,DSDP INITIAL REPORTS
58,445,,MIDDLE OLIGOCENE,,445.5,540.5,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
58,445,,MIDDLE OLIGOCENE,LOWER OLIGOCENE,540.5,550.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   29, 37.5,33.25,DSDP INITIAL REPORTS
58,445,,MIDDLE OLIGOCENE,UPPER EOCENE,550.0,559.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   29,   43,   36,DSDP INITIAL REPORTS
58,445,,UPPER EOCENE,,559.5,616.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
58,445,,MIDDLE EOCENE,,616.5,854.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
