Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
162, 985,A,Initial Reports          ,      29.700,    1.070000,Jaramillo bottom
,,,,,,
162, 985,A,Initial Reports          ,      47.250,    1.770000,Olduvai top
,,,,,,
162, 985,A,Initial Reports          ,      53.850,    1.950000,Olduvai bottom
,,,,,,
162, 985,A,Initial Reports          ,      70.900,    2.580000,Matuyama/Gauss
,,,,,,
162, 985,A,Initial Reports          ,      79.400,    3.050000,Kaena top
,,,,,,
162, 985,A,Initial Reports          ,      82.150,    3.130000,Kaena bottom
,,,,,,
162, 985,A,Initial Reports          ,      85.550,    3.230000,Mammoth top
,,,,,,
162, 985,A,Initial Reports          ,      88.700,    3.330000,Mammoth Bottom
,,,,,,
162, 985,A,Initial Reports          ,      93.350,    3.590000,Gauss/Gilbert
,,,,,,
162, 985,A,Initial Reports          ,     133.000,    5.830000,Gilbert/C3An
,,,,,,
162, 985,A,Initial Reports          ,     146.100,    6.450000,C3An/C3Ar
,,,,,,
162, 985,A,Initial Reports          ,     153.850,    6.790000,C3Ar/C3Bn
,,,,,,
162, 985,A,Initial Reports          ,     278.790,   14.400000, 
,,,,,,
