Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
121, 754,B,Post Moratorium          ,     162.500,   69.900002,FO A.mayaroensis
,,,,,,
121, 754,B,Post Moratorium          ,     191.700,   71.650002,C32N-1/C32R-1
,,,,,,
121, 754,B,Post Moratorium          ,     211.100,   71.910004,C32R-1/C32N-2
,,,,,,
121, 754,B,Post Moratorium          ,     214.640,   72.500000,LO T. phacelosus
,,,,,,
121, 754,B,Post Moratorium          ,     302.800,   73.550003,base of C32N-2
,,,,,,
