Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 646,A,Initial Reports          ,      18.550,    0.247000,FO Emiliania huxleyi
,,,,,,
105, 646,A,Initial Reports          ,      28.950,    0.260000,LO Rhizosolenia curvirostris
,,,,,,
105, 646,A,Initial Reports          ,      35.440,    0.475000,LO Pseudoemiliania lacunosa
,,,,,,
105, 646,A,Initial Reports          ,      58.870,    0.730000,Brunhes /Matuyama
,,,,,,
105, 646,A,Initial Reports          ,      72.240,    0.910000,Top Jaramillo
,,,,,,
