leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
80,550,B,25,4,85.0,680.00,685.35,  685.50,"MASSON, D. G.",PLAG MOD PHYRIC BASALT,"PCES NO PCE NUMBERS ASSIGNED,INTERVAL 85-100CM","FINE-GRAINED,MOD PHYRIC",COMMON CALCITE-FILLED FRACTURES,,"DARK GREEN BASALT,LARGE CLEAR WHITE & GREEN UNIDENT.MINS SCATTERED THROUGHOUT",,PLAG,,CALCITE comments :  CALCITE-FILLED FRACTURES,,
80,550,B,25,CC,0.0,680.00,685.59,  685.99,"MASSON, D. G.",PLAG MOD PHYRIC BASALT,"PCES NO PCE NUMBERS ASSIGNED,INTERVAL 85-100CM","FINE-GRAINED,MOD PHYRIC,SAME BASALT AS IN CORE 25-4",COMMON CALCITE-FILLED FRACTURES,,"DARK GREEN BASALT,LARGE CLEAR WHITE & GREEN UNIDENT.MINS SCATTERED THROUGHOUT",,PLAG,,CALCITE comments :  CALCITE-FILLED FRACTURES,,
80,550,B,26,1,0.0,689.00,689.00,  690.50,"DEGRACIANSKY, P. C.",PLAG MOD PHYRIC BASALTPILLOW BASALT,"PCES 1 (0-18), 2 (19-28), 3A (29-43), 3B (36-56), 3C (57-62), 4A (65-74), 4B (70-73), 4C (74-82), 5A (84-106), 5B (108-111), 6 (114-128), 7 (131-140), 8 (142-149)","MOD PHYRIC,WELL DEFINED CHILLED MARGIN 1-2CM THICK ON BASE OF PCE 5A,CHLORITIC GLASS ON TOP OF PCE 3A","CALCITE & CHLORITE VEINS THROUGHOUT,FRACTURED,PILLOW BASALT","comments: LOOKS VERY FRESH,DEVITRIFIED GLASS REPLACED BY SMEC,HYALOCLASTITES BETWEEN PILLOWS COMPRISE MOSTLY CALCITE & SMEC & MIXED LAYERED CLAY.MINS","DARK-GRAY-TO-BLACK BASALT,PCES 3A-4C POSSIBLY MAKE UP ONE PILLOW",           <5          CARB.UNSPEC comments : VESICLES CONCENTRATED TOWARDS THE TOP PART OF PILLOWS & ARE FILLED WITH CARB.UNSPEC,PLAG     7-10   0.5-9.5 comments : EUHEDRAL PLAG,,"CALCITE | CARB | SMEC | CHLOR comments :  ALL ABOVE REPLACEMENT MINERALS ARE FOUND IN VEINS | SMEC                   GLASS | CLAY.MIN comments :  CLAY.MIN FOUND BETWEEN PILLOWS,LAYERED",,
80,550,B,26,2,0.0,689.00,690.50,  691.95,"DEGRACIANSKY, P. C.",PLAG MOD PHYRIC BASALTPILLOW BASALT,"PCES 1 (1-22), 2 (25-33), 3 (35-49), 4 (51-57), 5A (60-79), 5B (74-85), 6 (90-98), 7 (101-104), 8 (106-109), 9 (111-128), 10 (130-140)","MOD PHYRIC,TOP OF PILLOW HAS DISPLACED CHILLED MARGINS WITHIN VOLCANIC GLASS,SIMILAR COMPOSITION & TEXTURE AS CORE 26-1","CALCITE & CARB.UNSPEC VEINS THROUGHOUT,FRACTURED, THREE PILLOWS(0-50+60-110+110-145CM)",comments: LOOKS VERY FRESH,"DARK GRAY TO BLACK BASALT,PCE 4 MADE UP OF FOUR FRAGMENTS-ONE OF WHICH IS CALCAREOUS MUDSTONE",,PLAG,,CALCITE | CARB comments :  CALCITE & CARB.UNSPEC VEINS,,
80,550,B,26,3,0.0,689.00,692.00,  692.33,"DEGRACIANSKY, P. C.",PLAG MOD PHYRIC BASALTPILLOW BASALT,"PCES 1 (1-13), 2 (15-17), 3 (20-32)","MOD PHYRIC,SIMILAR COMPOSITION & TEXTURE TO CORES 26-1 & 26-2",PILLOW BASALT,,DARK-GRAY-TO-BLACK BASALT,,PLAG,,CALCITE comments :  SPARRY CALCITE FOUND IN PCE 3,,
80,550,B,26,3,33.0,689.00,692.33,  692.50,"DEGRACIANSKY, P. C.",SEDIMENT,"PCES 4 (34-44), 5 (47-50)",,,,,,,,,,
80,550,B,26,3,50.0,689.00,692.50,  693.50,"DEGRACIANSKY, P. C.",APHYRIC BASALTMASSIVE BASALTPILLOW BASALT,"PCES 6 (54-68), 7 (70-79), 8 (82-99), 9A (102-132), 9B (132-138), 10 (141-147)","APHYRIC,FINE-GRAINED","SOME PCES HAVE FRACTURES FILLED WITH CALCITE OR SMEC,MASSIVE PILLOW BASALT",,"VERY DARK GRAY BASALT,PCE 6 HAS SOME AREAS WHICH CONTAIN CALCAREOUS BRECCIA(TOP IS BOUNDARY OF FLOW UNIT)",,,,CALCITE | SMEC comments :  CALCITE OR SMEC FILL FRACTURES,,
80,550,B,27,1,0.0,693.50,693.50,  695.00,"MASSON, D. G.",APHYRIC BASALTPILLOW BASALTMASSIVE BASALT,"PCES 1A (0-25), 1B (24-45), 1C (48-50), 1D (50-53), 1E (50-53), 2 (55-58), 3A (60-78), 3B (80-98), 5 (115-146)","APHYRIC,FINE-GRAINED","MASSIVE PILLOW BASALT,FRACTURED,VEINS & FRACTURES FILLED WITH CARB.UNSPEC","comments: PREDOMINANTLY UNALTERED,ALTERATION AREAS ON TOP OF PCE 3A & NEAR BOTTOM OF PCE 3B",DARK GRAY BASALT,            0 comments : PCE 5 HAS A FEW DARK GREEN AMYGDULES WITH VERY FEW WHITE ONES,PLAG     RARE | FE.MINS  RARE comments : PHENOS COMPLETELY REPLACED BY FIBROUS UNIDENT.MIN,,"CALCITE comments :  CALCITE VEINS | UNIDENT                PLAG,FE.MINS comments :  FIBROUS UNIDENT.MINS REPLACE PLAG & FERRIC MINERAL PHENOS",,
80,550,B,27,1,101.0,693.50,694.51,  694.63,"MASSON, D. G.",SEDIMENT,"PCES 4A (101-105), 4B (111-113), 4C (108-113)",,,,,,,,,,
80,550,B,27,2,0.0,693.50,695.00,  696.50,"MASSON, D. G.",APHYRIC BASALTPILLOW BASALTMASSIVE BASALT,"PCES 1 (0-20), 3A (27-51), 3B (51-75), 3C (76-95), 3D (95-106), 4 (108-113), 6 (129-143)","APHYRIC,FINE-GRAINED,SIMILAR TO CORE 27-1,TOP OF PCE 6 APPEARS TO HAVE A CHILLED MARGIN","MASSIVE PILLOW BASALT,HIGHLY FRACTURED WITH FRACTURES FILLED WITH CARB.UNSPEC,BASALT CLASTS IN CALCITE VEIN ON TOP OF PCE 3A",,GRAY-TO-DARK-GRAY BASALT,"    TO 1 TO 5          CARB.UNSPEC comments : IN INTERVAL 50-60CM SMALL VESICLES FILLED WITH WHITE CARB.UNSPEC,REMAINDER OF CORE HAS VERY FEW VESICLES,CALCITE-FILLED AMYGDULES FOUND AT BASE OF PCE 3A & TOP OF PCE 3B & MANY DARK-GREENISH-WHITE AMYGDULES IN PCE 6",PLAG comments : FEW PHENOS EXCEPT FOR PCES 3A-3B WHICH HAVE 5-10%SMALL(1MM) DARK PHENOS,,CALCITE comments :  IN VEINS & AMYGDULES | CARB comments :  CARB.UNSPEC FOUND IN VESICLES & AMYGDULES,,
