leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
40,360,,LOWER PLIOCENE,,79.5,89.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
40,360,,UPPER MIOCENE,,89.0,212.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
40,360,,UPPER MIOCENE,MIDDLE MIOCENE,212.5,231.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
40,360,,MIDDLE MIOCENE,,231.5,326.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
40,360,,LOWER MIOCENE,,336.0,396.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
40,360,,UPPER OLIGOCENE,,396.0,414.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
40,360,,UPPER OLIGOCENE,MIDDLE OLIGOCENE,414.5,421.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5,   32,27.25,DSDP INITIAL REPORTS
40,360,,MIDDLE OLIGOCENE,,431.0,478.5,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
40,360,,MIDDLE OLIGOCENE,LOWER OLIGOCENE,488.0,497.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   29, 37.5,33.25,DSDP INITIAL REPORTS
40,360,,LOWER OLIGOCENE,,507.0,567.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
40,360,,UPPER EOCENE,,567.0,659.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
40,360,,UPPER EOCENE,MIDDLE EOCENE,668.5,678.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 37.5,   49,43.25,DSDP INITIAL REPORTS
40,360,,MIDDLE EOCENE,,678.0,839.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
