Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
144, 873,B,Initial Reports          ,       0.020,    0.470000,LAD Pseudoemiliania lacunosa
,,,,,,
144, 873,B,Initial Reports          ,       3.550,    1.450000,LAD Calcidiscus macintyrei
,,,,,,
144, 873,B,Initial Reports          ,       4.720,    1.900000,LAD Discoaster brouweri
,,,,,,
144, 873,B,Initial Reports          ,       5.980,    2.200000,LAD Discoaster asymmetricus
,,,,,,
144, 873,B,Initial Reports          ,       7.850,    2.400000,LAD Discoaster pentaradiatus
,,,,,,
144, 873,B,Initial Reports          ,      10.630,    2.600000,LAD Discoaster tamalis
,,,,,,
144, 873,B,Initial Reports          ,      18.310,    3.400000,FAD Pseudoemiliania lacunosa
,,,,,,
144, 873,B,Initial Reports          ,      21.310,    5.000000,LAD Triquetrorhabdulus rugosus
,,,,,,
144, 873,B,Initial Reports          ,      25.510,   11.600000,LAD Cyclicargolithus floridanus
,,,,,,
144, 873,B,Initial Reports          ,      52.920,   17.100000,FAD Sphenolithus heteromorphus
,,,,,,
