leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
17,171,,PLEISTOCENE,,6.5,8.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
17,171,,UPPER PLIOCENE,,9.5,11.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
17,171,,LOWER PLIOCENE,,12.5,14.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
17,171,,MIDDLE MIOCENE,,27.0,36.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
17,171,,LOWER MIOCENE,,46.0,55.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
17,171,,UPPER OLIGOCENE,,64.0,92.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
17,171,,LOWER OLIGOCENE,,102.0,129.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
17,171,,MIDDLE EOCENE,,129.0,153.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
17,171,,MAESTRICHTIAN,,153.0,269.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
17,171,,CAMPANIAN,,269.0,287.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
17,171,,SANTONIAN,CONIACIAN,287.5,290.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
17,171,,CONIACIAN,,290.0,306.0,,NO AGE GIVEN,,NO AGE GIVEN,   82,   86,   84,DSDP INITIAL REPORTS
17,171,,TURONIAN,,306.0,334.0,,NO AGE GIVEN,,NO AGE GIVEN,   86,   92,   89,DSDP INITIAL REPORTS
17,171,,CENOMANIAN,,352.0,362.0,,NO AGE GIVEN,,NO AGE GIVEN,   92,  100,   96,DSDP INITIAL REPORTS
