leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
79,545,,UPPER PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
79,545,,PLEISTOCENE,,8.5,75.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
79,545,,LOWER PLEISTOCENE,,75.0,84.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
79,545,,PLEISTOCENE,,84.5,85.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
79,545,,UPPER PLIOCENE,MIDDLE PLIOCENE,85.2,94.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,    4,  2.9,DSDP INITIAL REPORTS
79,545,,MIDDLE PLIOCENE,LOWER PLIOCENE,94.0,113.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    3,    5,    4,DSDP INITIAL REPORTS
79,545,,LOWER PLIOCENE,UPPER MIOCENE,113.0,122.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
79,545,,UPPER MIOCENE,,122.5,179.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
79,545,,UPPER MIOCENE,MIDDLE MIOCENE,179.5,189.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
79,545,,MIDDLE MIOCENE,,189.0,208.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
79,545,,MIDDLE MIOCENE,LOWER MIOCENE,208.0,227.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
79,545,,LOWER MIOCENE,,227.0,255.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
79,545,,UPPER CENOMANIAN,MIDDLE CENOMANIAN,255.5,303.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92, 97.5,94.75,DSDP INITIAL REPORTS
79,545,,MIDDLE CENOMANIAN,,303.0,312.5,,NO AGE GIVEN,,NO AGE GIVEN,   95, 97.5,96.25,DSDP INITIAL REPORTS
79,545,,MIDDLE CENOMANIAN,LOWER CENOMANIAN,312.5,322.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   95,  100, 97.5,DSDP INITIAL REPORTS
79,545,,LOWER CENOMANIAN,,322.0,341.0,,NO AGE GIVEN,,NO AGE GIVEN, 97.5,  100,98.75,DSDP INITIAL REPORTS
79,545,,UPPER ALBIAN,,341.0,379.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
79,545,,MIDDLE ALBIAN,LOWER ALBIAN,379.0,398.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  108,  106,DSDP INITIAL REPORTS
79,545,,LOWER ALBIAN,,398.0,407.5,,NO AGE GIVEN,,NO AGE GIVEN,  106,  108,  107,DSDP INITIAL REPORTS
79,545,,LOWER ALBIAN,UPPER APTIAN,407.5,436.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,,436.0,464.5,,NO AGE GIVEN,,NO AGE GIVEN,  108,  112,  110,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,MIDDLE APTIAN,464.5,483.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,111.5,109.8,DSDP INITIAL REPORTS
79,545,,UPPER APTIAN,,483.5,520.2,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  108,  112,  110,DSDP INITIAL REPORTS
79,545,,MIDDLE APTIAN,LOWER APTIAN,520.2,530.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,101.5,  115,108.3,DSDP INITIAL REPORTS
79,545,,NEOCOMIAN,UPPER JURASSIC,530.6,531.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  149,  135,DSDP INITIAL REPORTS
79,545,,UPPER JURASSIC,,531.0,635.5,,NO AGE GIVEN,,NO AGE GIVEN,  135,  149,  142,DSDP INITIAL REPORTS
79,545,,OXFORDIAN,,635.5,645.0,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
79,545,,OXFORDIAN,MIDDLE JURASSIC,645.0,682.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  143,  171,  157,DSDP INITIAL REPORTS
79,545,,MIDDLE JURASSIC,,682.5,701.0,,NO AGE GIVEN,,NO AGE GIVEN,  149,  171,  160,DSDP INITIAL REPORTS
