Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
144, 871,A,Post Moratorium          ,       1.660,    0.120000,LO Globigerinoides ruber (pink)
,,,,,,
144, 871,A,Post Moratorium          ,      19.420,    1.900000,FO Globorotalia truncatulinoides
,,,,,,
144, 871,A,Post Moratorium          ,      20.160,    2.900000,LO Dendroglobigerina altispira
,,,,,,
144, 871,A,Post Moratorium          ,      21.660,    3.500000,LO Pulleniatina primalis
,,,,,,
144, 871,A,Post Moratorium          ,      21.670,    5.300000,LO Globoquadrina dehiscens
,,,,,,
144, 871,A,Post Moratorium          ,      23.160,    5.800000,FO Pulleniatina primalis
,,,,,,
144, 871,A,Post Moratorium          ,      26.720,    7.100000,FO Globorotalia plesiotumida
,,,,,,
144, 871,A,Post Moratorium          ,      26.730,   11.500000,LO Fohsella
,,,,,,
144, 871,A,Post Moratorium          ,      40.340,   12.600000,FO Fohsella robusta
,,,,,,
144, 871,A,Post Moratorium          ,      54.600,   13.100000,FO Fohsella fohsi
,,,,,,
144, 871,A,Post Moratorium          ,      55.300,   14.400000,LO Fohsella peripheroronda
,,,,,,
144, 871,A,Post Moratorium          ,      60.840,   14.900000,FO Fohsella peripheroacuta
,,,,,,
144, 871,A,Post Moratorium          ,      64.800,   15.200000,FO Orbulina
,,,,,,
144, 871,A,Post Moratorium          ,      65.840,   16.200001,FO Praeorbulina circularis
,,,,,,
144, 871,A,Post Moratorium          ,      68.840,   16.299999,FO Praeorbulina glomerosa
,,,,,,
144, 871,A,Post Moratorium          ,      74.300,   16.500000,FO Praeorbulina curva
,,,,,,
144, 871,A,Post Moratorium          ,      82.650,   16.600000,FO Praeorbulina sicana
,,,,,,
144, 871,A,Post Moratorium          ,     121.800,   19.000000,FO Globigerinatella sp.
,,,,,,
144, 871,A,Post Moratorium          ,     137.840,   23.200001,FO Globoquadrina dehiscens
,,,,,,
