leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
86,578,,UPPER PLEISTOCENE,,0.0,33.3,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
86,578,,LOWER PLEISTOCENE,,33.3,52.3,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
86,578,,LOWER PLEISTOCENE,UPPER PLIOCENE,52.3,61.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,DSDP INITIAL REPORTS
86,578,,UPPER PLIOCENE,,61.8,80.8,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
86,578,,LOWER PLIOCENE,,80.8,99.8,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
86,578,,UPPER MIOCENE,,99.8,128.3,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
86,578,,MIOCENE,,128.3,137.8,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
86,578,,MIDDLE MIOCENE,,137.8,147.3,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
86,578,,LOWER OLIGOCENE,,147.3,155.3,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
86,578,,LOWER EOCENE,,156.8,163.3,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
86,578,,EOCENE,,166.3,171.3,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 37.5, 53.5, 45.5,DSDP INITIAL REPORTS
86,578,,MAESTRICHTIAN,UPPER CAMPANIAN,175.8,176.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   74, 69.5,DSDP INITIAL REPORTS
