leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
40,362,,1,4,0.0,0.0,36.00,40.83, 1,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,RARE,,,MODERATE,NO AGE GIVEN,846,RCYCL0010,Cycladophora davisiana,RARE,  ,1,e2ee6f8ff371f0eea827ba87ec2532a2
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RANTY0020,Anthocyrtidium angulare,RARE,  ,1,0868398a0b215af85833f1280e4666d2
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RAXOP0010,Axoprunum angelinum,RARE,  ,1,5c05b5ee4b888ffbc9978714e1bac13b
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RCYCL0010,Cycladophora davisiana,COMMON,  ,1,d2784b5c4b5fb674e81e756e3b2e5f86
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RDICU0050,Dictyophimus crisiae,FEW,  ,1,7937c2837baf75649fa9a71f16a7f191
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,REUCY0050,Eucyrtidium calvertense,RARE,  ,1,d88297dcaa863d3508697c98d0632894
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RLAMR0030,Lamprocyrtis heteroporos,RARE,  ,1,025583658fbaa079bc0da24aa83fe3cd
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,ROMMA0070,Ommatartus tetrathalamus,FEW,  ,1,a628a19ae6f1e355b32775d41b1bff77
40,362,,2,4,0.0,0.0,45.50,50.00, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RSPOO0020,Spongocore puella,FEW,  ,1,588100d68e7ece489968beca6654d4fe
40,362,,3,1,0.0,0.0,55.00,55.20, 3,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RCYCL0010,Cycladophora davisiana,COMMON,  ,1,6f2e2f025765121aa4ca950ae6330f36
40,362,,3,1,0.0,0.0,55.00,55.20, 3,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RLIPM0030,Lipmanella dictyoceras,FEW,  ,1,08892f54207c5624fbafec8c4063e7e4
40,362,,3,1,0.0,0.0,55.00,55.20, 3,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RSPOO0020,Spongocore puella,FEW,  ,1,dcd38cc469ffcebd83c816a8549de4cd
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RAXOP0010,Axoprunum angelinum,RARE,  ,1,403dca6d535bc88cf91b713435227717
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RCORU0040,Cornutella profunda,FEW,  ,1,c20fcc62252fe105437ffcdad07c890b
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RCYCL0010,Cycladophora davisiana,COMMON,  ,1,822eed5e98c976b9bf3549939ca0ce9e
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RDICU0050,Dictyophimus crisiae,FEW,  ,1,a91c6e06305a932655b2d9cf42325d0e
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,REUCY0050,Eucyrtidium calvertense,COMMON,  ,1,99e41fadbd486da74ed37b18863d61dc
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RLAMR0030,Lamprocyrtis heteroporos,FEW,  ,1,98b84c17e002907a0314ff37888753ee
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RLIPM0030,Lipmanella dictyoceras,FEW,  ,1,fe1ff6ea3e974294108ea89ce1ae34e1
40,362,,3,2,0.0,0.0,55.00,56.70, 8,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,846,RSPOO0020,Spongocore puella,FEW,  ,1,9ec728092a74f1b0fe6eb0f7bb59535d
40,362,,3,4,0.0,0.0,55.00,59.70, 3,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RCYCL0010,Cycladophora davisiana,COMMON,  ,1,3717c03b7f4686f2d5edad6bcaf8216f
40,362,,3,4,0.0,0.0,55.00,59.70, 3,"PISIAS,N.;MOORE,T.",07/1978,40,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,846,RLAMR0030,Lamprocyrtis heteroporos,FEW,  ,1,fb8b8693f3b612371c896ebd64834bb9
