leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
21,208,,UPPER PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
21,208,,PLEISTOCENE,,9.0,37.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
21,208,,MIDDLE PLIOCENE,,37.0,53.0,,NO AGE GIVEN,,NO AGE GIVEN,    3,    4,  3.5,DSDP INITIAL REPORTS
21,208,,LOWER PLIOCENE,,53.0,89.2,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
21,208,,LOWER PLIOCENE,,89.2,106.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
21,208,,UPPER MIOCENE,,106.0,203.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
21,208,,MIDDLE MIOCENE,,222.0,296.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
21,208,,LOWER MIOCENE,,315.0,434.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
21,208,,UPPER OLIGOCENE,,434.0,488.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
21,208,,MIDDLE EOCENE,,488.0,539.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
21,208,,MIDDLE PALEOCENE,,539.5,548.0,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
21,208,,LOWER PALEOCENE,,548.0,576.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
21,208,,MAESTRICHTIAN,,576.5,594.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
