Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
104, 643,A,Initial Reports          ,      26.560,    0.730000,Brunhes /Matuyama
,,,,,,
104, 643,A,Initial Reports          ,      29.940,    0.910000,Top Jaramillo
,,,,,,
104, 643,A,Initial Reports          ,      31.460,    0.980000,Base Jaramillo
,,,,,,
104, 643,A,Initial Reports          ,      49.710,    1.660000,Top Olduvai
,,,,,,
104, 643,A,Initial Reports          ,      54.340,    1.880000,Base Olduvai
,,,,,,
104, 643,A,Initial Reports          ,      63.200,    2.470000,Matuyama/Gauss
,,,,,,
104, 643,A,Initial Reports          ,      77.860,    3.400000,Gauss /Gilbert
,,,,,,
104, 643,A,Initial Reports          ,      87.110,    5.350000,Gilbert /Epoch 5
,,,,,,
