leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
33,316,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
33,316,,UPPER MIOCENE,,153.0,268.3,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
33,316,,MIDDLE MIOCENE,,268.3,276.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
33,316,,LOWER MIOCENE,,390.5,392.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
33,316,,LOWER OLIGOCENE,,392.5,453.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
33,316,,MIDDLE EOCENE,,453.5,457.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
33,316,,MIDDLE EOCENE,LOWER EOCENE,466.5,476.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
33,316,,LOWER EOCENE,,485.5,504.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
33,316,,UPPER PALEOCENE,,514.0,552.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
33,316,,MIDDLE PALEOCENE,,552.0,561.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
33,316,,MIDDLE PALEOCENE,LOWER PALEOCENE,561.5,571.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   58,   65, 61.5,DSDP INITIAL REPORTS
33,316,,LOWER PALEOCENE,,571.0,580.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
33,316,,MAESTRICHTIAN,,590.0,593.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
33,316,,MIDDLE MAESTRICHTIAN,,593.0,651.2,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
33,316,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,651.2,749.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
33,316,,MIDDLE CAMPANIAN,,749.3,830.4,,NO AGE GIVEN,,NO AGE GIVEN,   72,   76,   74,DSDP INITIAL REPORTS
33,316,,LOWER CAMPANIAN,,830.4,837.0,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
