leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
88,581,C,H1,1,0.0,87.10,87.10,   87.46,"NATLAND, J.",SEDIMENT (CLAY),,,,,,,,,,,
88,581,C,H1,1,36.0,87.10,87.46,   87.55,"NATLAND, J.",BASALT,PCE 1 (38-43),"WELL-ROUNDED COBBLE, GLACIAL ERRATIC, VESICULAR",,,CORE 1 CAME UP IN BOTTOM OF THIS BARREL BUT WAS CALLED CORE 1 SO IT WOULD HAVE A PROPER DEPTH FOR THE BASALT, comments : VESICULAR,,,,,
88,581,C,H1,1,45.0,87.10,87.55,   88.60,"NATLAND, J.",SEDIMENT (CHERT),,,,,,,,,,,
88,581,C,1,1,0.0,357.60,357.60,  359.10,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1 (4-11), 2 (13-17), 3 (19-25), 4 (27-35), 5 (37-42), 6 (44-50), 7 (51-58), 8A (60-80), 8B (81-105), 8C (105-109), 8D (109-116), 8E (116-129), 9A (131-140), 9B (142-144), 9C (145-148)",APHYRIC,"PCES 1-7 INTENSELY FRACTURED WITH FE.HYDROXIDE VEINS FOLLOWED BY CALCITE, PCE 7 HAS NUMEROUS PARALLEL AND ONE CROSS-CUTTING BRANCHING FRACTURE LINED WITH CALCITE, PCES 8&9 ARE MASSIVE WITH FEW FRACTURES",MOD HALOS NEXT TO FRACTURES IN PCES 8A&B&E,"PCE 1 HAS FLAT-TOPPED COOLING MARGIN, THIS CORE WAS BROUGHT UP WITH PREVIOUS CORE H2",,,,FE.HYDRX | CALCITE comments :  IN VEINS AND FRACTURES,,
88,581,C,2,1,12.0,359.60,359.72,  359.76,"NATLAND, J.",SEDIMENT (CHERT),PCE 2 (12-16),,,,,,,,,,
88,581,C,2,1,0.0,359.60,359.60,  361.10,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1 (3-10), 3A (18-27), 3B (27-35), 3C (35-52), 4A (55-82), 4B (82-110), 4C (110-122), 4D (115-131), 4E (131-139), 4F (139-143), 5 (146-150)","APHYRIC, BRECCIAS DEVELOPED IN 2-3CM WIDE FRACTURE CONTAIN CHIPS OF GLASS & FE.HYDROXIDES & DARK GREEN SAPONITE & ALTERED PALE GREEN GLASS?, FRAGMENTS IN BRECCIA ARE ROUNDED","MASSIVE, BRECCIA IN PCES 3B&4B IS BEDDED, INTENSELY FRACTURED, VEINS FILLED WITH CALCITE & CARBONATE","MOD CLEAR EVIDENCE OF VEIN MINERAL DISRUPTIONS AND PROBABLE INTRODUCTION OF FRAGMENTS INTO NEW CRACKS, CONTAINS ALTERED PALE GREEN GLASS",SKETCH OF PCES 4C-5 ON SHIPBOARD FORM,,,,FE.HYDRX | SAPONITE | CLAY comments :  DARK GREEN SAPONITE & FE.HYDROXIDE & RED CLAY & ALTERED BASALT CHIPS IN BRECCIA | CARB | CALCITE comments :  CARBONATE & CALCITE IN VEINS,,
88,581,C,2,2,0.0,359.60,361.10,  362.60,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1 (4-7), 2 (8-16), 3 (18-21), 4 (24-31), 5A (34-41), 5B (41-48), 6A (50-56), 6B (56-63), 7 (65-90), 8A (92-102), 8B (102-110), 9A (112-123), 9B (124-134), 10 (136-140)","APHYRIC, BRECCIAS IN SOME VEINS HAVE LAYERING AND ORIENTED CHIPS OF ALTERED BASALT AND FE.HYDROXIDES","MASSIVE, MYRIAD CROSS-CUTTING VEINS AND FRACTURES, VEINS FILLED WITH FE.HYDROXIDE & GREEN CLAY & CALCITE, CALCITE WAS FINAL VEIN MINERAL AND CEMENTED PREVIOUS VEINS AND BRECCIAS",,CONTINUATION OF SAME COOLING UNIT,,,,FE.HYDRX | CLAY comments :  FE.HYDROXIDE & CLAY CHIPS IN BRECCIA AND VEINS | CALCITE comments :  FINAL VEIN MINERAL | CARB,,
88,581,C,2,3,0.0,359.60,362.60,  363.97,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1 (3-10), 2 (12-20), 3A (22-35), 3B (35-64), 4A (66-70), 4B (70-73), 4C (73-77), 4D (77-87), 5 (89-98), 6A (101-112), 6B (112-126), 6C (125-136)","APHYRIC, COARSE-GRAINED AT TOP TO FINER-GRAINED TO 62CM AND THEN COARSENING DOWNWARD AGAIN, TWO CALCITE CEMENTED VEIN BRECCIAS IN PCES 1&5","MASSIVE, FRACTURES LINED WITH RED CLAY & CALCITE & DARK GREEN CLAY IN THAT ORDER",MOD OXIDATIVE STAINING MORE PROMINENT IN FINER-GRAINED ROCKS,PROBABLE COOLING UNIT TRANSITION AT 65CM,,,,CALCITE | CLAY comments :  RED AND DARK GREEN CLAYS AND CALCITE IN VEINS | FE.HYDRX comments :  IN BRECCIA,,
88,581,C,2,4,0.0,359.60,364.10,  365.40,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1A (3-12), 1B (11-24), 1C (23-25), 1D (25-37), 1E (37-60), 1F (60-68), 1G (68-95), 2 (98-128)",APHYRIC,"MASSIVE, COMPLEX CROSS-CUTTING VEINS IN PCES 1E-G, LARGE VEINS WITH FE.HYDROXIDES & GREEN CLAYS & CALCITE, NO VEINS IN PCE 2",MOD TO FRESH SOME ORANGE STAINING OF ROCK | MOD 0-74CM | FRESH 74-130CM,,,,,CALCITE | FE.HYDRX | CLAY,,
88,581,C,2,5,0.0,359.60,365.60,  367.10,"NATLAND, J.",APHYRIC BASALTMASSIVE,"PCE 1A (3-39), 1B (39-57), 2A (60-80), 2B (80-95), 3A (97-110), 3B (110-124), 3C (124-130), 4 (133-136), 5 (137-145)","APHYRIC, BRECCIA-VEIN IN PCE 3B WITH ROUNDED CHIPS OF FE.HYDROXIDE CEMENTED BY CALCITE","MASSIVE, LESS VEINED THAN BEFORE BUT SAME VEIN MATERIALS",MOD,,,,,FE.HYDRX comments :  CHIPS IN BRECCIA | CALCITE comments :  CEMENTS FE.HYDROXIDE CHIPS,,
