Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
135, 835,A,Initial Reports          ,      38.000,    0.600000,LAD G. tosaensis
,,,,,,
135, 835,A,Initial Reports          ,      58.000,    1.900000,LAD G. Q. fistulosus
,,,,,,
135, 835,A,Initial Reports          ,      62.000,    2.200000,LAD G. (G.) multicamerata
,,,,,,
135, 835,A,Initial Reports          ,      65.000,    2.210000,LAD  G. (G.) multicamerata
,,,,,,
135, 835,A,Initial Reports          ,      82.000,    2.400000,LAD D. surculus
,,,,,,
135, 835,A,Initial Reports          ,      86.000,    2.600000,LAD D. tamalis
,,,,,,
135, 835,A,Initial Reports          ,     150.000,    3.100000,FAD G. (T.) tosaensis
,,,,,,
