leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
62,466,,UPPER PLEISTOCENE,,0.0,9.2,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
62,466,,LOWER PLEISTOCENE,,9.2,17.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
62,466,,UPPER PLIOCENE,,17.5,36.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
62,466,,LOWER PLIOCENE,,36.5,65.9,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
62,466,,UPPER EOCENE,,65.9,84.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
62,466,,MIDDLE EOCENE,,84.0,88.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
62,466,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,88.0,93.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
62,466,,UPPER CAMPANIAN,,93.5,131.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
62,466,,UPPER CAMPANIAN,LOWER CAMPANIAN,131.5,134.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
62,466,,LOWER SANTONIAN,,134.9,188.5,,NO AGE GIVEN,,NO AGE GIVEN,   80,   82,   81,DSDP INITIAL REPORTS
62,466,,LOWER SANTONIAN,UPPER TURONIAN,188.5,207.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   80,   88,   84,DSDP INITIAL REPORTS
62,466,,CONIACIAN,TURONIAN,207.5,255.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   82,   92,   87,DSDP INITIAL REPORTS
62,466,,UPPER ALBIAN,,255.0,312.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
