leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
51,417,D,1,1,0.0,150.0,0.00,0.00,1.50,SA, BROWN CLAY, 10YR4/3-BROWN, HOMOGENEOUS 10YR4/3 C LAY, HIGHLY DISTURBED,,,," NONCALCAREOUS TO ACID,SMEAR SLIDE (MAJOR) AT 50 CM", SOUPY TO SOFT, 33211000,5ea8aca8874fc1973ec9f16b2b50d28a
51,417,D,1,2,0.0,150.0,0.00,1.50,3.00,SA, DARK YELLOWISH BROWN CLAY, -DARK YELLOWISH BROWN," HOMOGENEOUS THROUGHOUT,SOME VAGUE STRINGERS OF LIG HTE MATERIAL", HIGHLY DISTURBED, VAGUE STRINGERS OF LIGHTER MATERIAL,,, SMEAR AT 50 CM, SOFT TO FIRM*,,782014f6f5c6a86a3e70109be4de2af7
51,417,D,1,3,0.0,144.0,0.00,3.00,4.44,SA, BROWN CLAY," 10YR4/3-BROWN TO DARK BROWN,10YR5/4-Y ELLOWISH BROWN,10YR4/4-DARK YELLOWISH BROWN"," 0-108 CM IS HOMOGENEOUS 10YR4/3 CLAY,BROWN CHUNKS (<1 MM I N DIA)APPEAR ABOUT 70CM DOWN CORE AND INCREASE IN FR E IN FREQUENCY DOWNWARD,108-125 10YR4/3 GRADING IN C WNWARD TO 10YR5/4 SILTY CLAY,LIGHTLY MOTTLED,125-139 CM COLOR IS INTERMEDIATE BETWEEN 10YR5/4 AND 10YR4/4 ,MOTTLED LIGHTLY,139-144 CM IS 10YR5/4 CALCAREOUS SI LTY CLAY", MODERATELY DISTURBED, BROWN CHUNKS <1 MM DIAMETER 70 CM AND DOWN, CALCAREOUS CLAY 139-144 C CM,," SMEAR SLIDES AT 90,120,130,AND 141CM", FIRM*,,8b1c0d11df9d6291a5ebcee529ae5905
51,417,D,1,4,0.0,106.0,0.00,4.50,5.56,SA, YELLOWISH BROWN CLAY," 10YR6/4-LIGHT YELLOWISH BRO WN,10YR5/4-YELLOWISH BROWN"," 14-22 CM IS HOMOGENEOUS 10YR6/4 CALCAREOUS CLAY,22-33CM IS 10YR5/4 CLAY,33- 42 IS 10YR5/4 FINELY MOTTLED WITH 10YR6/4 CLAY,42-10 6 IS HOMOGENEOUS DARK YELLOWISH BROWN CLAY,ALL CONTA CTS ARE SLIGHTLY MOTTLED"," MODERATELY DISTURBED TO 5 0CM,HIGHLY DISTURBED BELOW", FINE (MOST ARE <1 MM IN DIAMETER) CHUNKS OF LITHIFIED DARK BROWN SOMETHING ARE SCATTERED THROUGHOUT CORE, CALCAREOUS CLAY 14-2 2 CM,," SMEAR SLIDES AT 17,30,37,AND 70 CM,0-14 CM IS VOID", SOFT TO FIRM, 33211000,0c635059f7252e36c1694d4ccba73cdd
51,417,D,1,CC,0.0,14.0,0.00,5.66,5.70,SA, BROWN TO DARK BROWN CLAY, 10YR4/3-BROWN TO DARK B ROWN, HOMOGENEOUS, HIGHLY DISTURBED,,,, NO SMEAR SLI DES, SOFT, 33211000,1a770475afdbdad357bfda4332b0c119
51,417,D,5,1,0.0,89.5,144.50,144.50,145.39,K, YELLOW BROWN CLAY," 10YR5/4-MOD.YELLOW BROWN,10YR4 /2-DARK YELLOW BROWN"," 10YR5/4 IN 10YR4/2 BACKGROUND ,LIGHTER ZONES APPEAR TO HAVE BEEN ORIGINAL BEDDING- FORM MORE FIRM PODS", HIGHLY DISTURBED,,,, POSSIBLY RE PRESENTS THE MULTICOLORED CLAYS, FIRM TO SOFT*,,a5a131e0337d2951bc4f0e9f1c9cdb6b
51,417,D,5,CC,0.0,20.0,144.50,145.50,145.60,K, YELLOW BROWN CLAY," 10YR7/4-GRAYISH ORANGE,5G5/2-G RAYISH GREEN,10YR4/2-BROWN,5YR4/4-BROWN"," 10YR4/2 CL AY LAYER FOLLOWED BY A 10YR7/4 AND 5G5/2 ""ASH"" CLAY AND BOTTOMED WITH 5YR4/4 CLAY"," 4 LITHOLOGIES,2 SAME AS 5-1,2 NOT FOUND THERE",,,,, FIRM TO SOFT, 33211000,c2bb29fd8228cb1129e4a6672d4106fa
51,417,D,7,1,0.0,150.0,201.50,201.50,203.00,K, BROWN CLAY," 5YR6/4-LIGHT BROWN,10YR4/2-DARK YELLO W BROWN,10YR5/4-MODERATE YELLOWISH BROWN"," VARIOUS B ROWN TONES IN A MARBLE FUDGE SWIRL TEXTURE,""WAXY"",""M ULTICOLORED"" CLAY"," HIGHLY DISTURBED,MARBLE FUDGE TE XTURE IMPARTED BY THE DRILL TECHNIQUE", TRACE (92CM) OF DARK FE-MN SMUDGE, FE-MN SMUDGE AT 92 CM,, SMEA R SLIDES AT 16 CM (MINOR) AND 17 CM (MAJOR), FIRM*,,bdf0418f79fd399671a081ae6c713736
51,417,D,7,2,0.0,147.0,201.50,203.00,204.47,K, CLAYSTONE," 10YR4/2-DARK YELLOW BROWN,10YR2/2-DARK YELLOW BROWN,10YR7/4-GREYISH ORANGE"," CYCLES OF LIG HT AND DARK TONES WITH 10YR4/2 (DARK) DOMINANT,DIFFU SE BANDING OF MORE FE-MN RICH ZONE ON CM SCALE (BAND S ARE 10YR2/2 IN COLOR),PROMINENT INTERLAYERS OF LIG HTER 10YR7/4 AT 20-23,66,105-130 CM WITH SHARP CONTA CTS,THESE LIGHT LAYERS COMMONLY HAVE A TRANSITION LA YER WITH SPECKLED OR BURROWED CHARACTER(2 MM TO CM W IDTH)"," HIGHLY DISTURBED TO 18 CM,SLIGHTLY DISTURBED BELOW", FE-MN RICH BANDINGS, FE-MN BANDS,," COLORAT ION MAY RELATE TO OXIDIZING TO MORE REDUCING CONDITI ONS (VARIATION),BASED ON TRANSITION LAYERS THERE ARE 14 CYCLES REPRESENTED", FIRM*,,19cfee93f33c3184206297bab011f7bb
51,417,D,7,CC,0.0,21.0,201.50,204.57,204.68,K, CLAYSTONE, 10YR7/2-DUSKY YELLOW BROWN, FINE GRAI NED 10YR7/2 CLAYSTONE, UNDISTURBED, FE-MN DARK STR EAKS, FE-MN STREAKS,, FRACTURES WHEN PRESSED*,,,603d05eb9629c690db75ebb8db098cc4
