Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
157, 954,B,Initial Reports          ,      90.760,    1.950000,LO D. brouweri
,,,,,,
157, 954,B,Initial Reports          ,     105.200,    2.440000,LO D. pentaradiatus
,,,,,,
157, 954,B,Initial Reports          ,     106.410,    2.370000,LO Gr. miocenica
,,,,,,
157, 954,B,Initial Reports          ,     111.190,    2.610000,LO D. surculus
,,,,,,
157, 954,B,Initial Reports          ,     117.080,    2.760000,LO D. tamalis
,,,,,,
157, 954,B,Initial Reports          ,     147.550,    3.000000,LO Gr. multicamerata
,,,,,,
157, 954,B,Initial Reports          ,     165.650,    3.150000,LO Ss. seminulina
,,,,,,
157, 954,B,Initial Reports          ,     185.230,    3.790000,LO Gr. margaritae
,,,,,,
157, 954,B,Initial Reports          ,     188.990,    3.770000, LO R. pseudoumbilicus
,,,,,,
157, 954,B,Initial Reports          ,     201.710,    4.010000,FO D. tamalis
,,,,,,
157, 954,B,Initial Reports          ,     230.700,    4.630000,LO Gg. nepenthes
,,,,,,
157, 954,B,Initial Reports          ,     240.050,    5.340000,LO Tq. rugosus
,,,,,,
157, 954,B,Initial Reports          ,     250.770,    5.560000,LO D. quinqueramus
,,,,,,
157, 954,B,Initial Reports          ,     260.370,    5.880000,LO A. amplificus
,,,,,,
157, 954,B,Initial Reports          ,     261.240,    5.400000,LO Gr. conomiozea
,,,,,,
157, 954,B,Initial Reports          ,     261.250,    6.640000,FO Gr. margaritae
,,,,,,
157, 954,B,Initial Reports          ,     290.720,    6.500000,FO A. amplificus
,,,,,,
157, 954,B,Initial Reports          ,     301.910,    6.700000,FO Gr. conomiozea
,,,,,,
157, 954,B,Initial Reports          ,     302.160,    6.800000,FO R. pseudoumbilicus
,,,,,,
157, 954,B,Initial Reports          ,     317.180,    7.300000,FO A. primus
,,,,,,
157, 954,B,Initial Reports          ,     358.450,    8.400000,FO D. quinqueramus/berggrenii
,,,,,,
157, 954,B,Initial Reports          ,     373.600,    8.800000,LO R. pseudoumbilicus
,,,,,,
157, 954,B,Initial Reports          ,     382.130,    9.400000,FO M. convallis
,,,,,,
157, 954,B,Initial Reports          ,     398.170,   10.800000,LO C. miopelagicus
,,,,,,
157, 954,B,Initial Reports          ,     407.880,   10.400000,FO D. hamatus
,,,,,,
157, 954,B,Initial Reports          ,     408.100,   10.700000,FO C. coalitus
,,,,,,
