leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
21,206,,UPPER PLEISTOCENE,,0.0,4.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
21,206,,PLEISTOCENE,,4.0,89.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
21,206,,LOWER PLEISTOCENE,UPPER PLIOCENE,89.0,98.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,DSDP INITIAL REPORTS
21,206,,UPPER PLIOCENE,,98.0,134.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
21,206,,UPPER PLIOCENE,MIDDLE PLIOCENE,134.0,143.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,    4,  2.9,DSDP INITIAL REPORTS
21,206,,MIDDLE PLIOCENE,,143.0,152.0,,NO AGE GIVEN,,NO AGE GIVEN,    3,    4,  3.5,DSDP INITIAL REPORTS
21,206,,MIDDLE PLIOCENE,LOWER PLIOCENE,152.0,161.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    3,    5,    4,DSDP INITIAL REPORTS
21,206,,LOWER PLIOCENE,,165.0,191.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
21,206,,UPPER MIOCENE,,191.5,219.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
21,206,,UPPER MIOCENE,MIDDLE MIOCENE,219.0,220.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
21,206,,MIDDLE MIOCENE,,220.5,295.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
21,206,,LOWER MIOCENE,,295.0,416.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
