leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
65,482,B,10,7,0.0,129.50,138.50,  139.35,"ZOLOTAREV, B.",APHYRIC BASALTMASSIVE,"PCES 1 (0-10), 2 (12-18), 3 (21-29), 4 (32-35), 5A (38-44), 5B (44-46), 6A (49-55), 6B (49-56), 7A (59-67), 7B (59-65), 7C (65-67), 8 (70-75), 9 (77-85)","PCES(1,2,3) ARE FINE-GRAINED, PCES 4-9 BECOME LIGHTER AND COARSER GRAINED, GENERALLY APHYRIC","MASSIVE, VEINLETS UP TO 1.5MM FILLED WITH CALCITE AND LATER PYRITE IN PCES(1,2,6), PCES 1 & 2 HAVE 1.5MM FRACTURES BORDERED BY ALTERATION HALOS OF 1CM WITH LOWER PART RICH IN SULFIDES",FRESH SOME ALTERATION HALOS,"TOP OF PCE 1 IS OLIVE GREY SILTY CLAY-BASE OF SED SECTION, SOME SULFIDES DISSEMINATED THROUGHOUT ROCK BUT USUALLY AROUND ALTERATION HALOS, CORE IS PART OF LARGER COOLING UNIT, DARK GREY TO LIGHTER DOWN CORE","   0.5-8   <1          CALCITE,ZEOLITE |                        CLAY,PYRITE comments : ID ZEOLITE UNCERTAIN,PYRITE IN UPPERMOST PCES","PLAG               TO 1 comments : PHENOS VISIBLE IN PCES 1 & 2, ACICULAR PLAG",,CALCITE | ZEOLITE | CLAY | SULFIDES | PYRITE comments :  PYRITE DISSEMBLED THROUGHOUT GROUNDMASS,,
65,482,B,11,1,0.0,137.00,137.00,  138.40,"MORRISON, M. ANN",APHYRIC BASALTMASSIVE,"PCES 1 (0-6), 2A (8-12), 2B (11-26), 2C (16-30), 2D (29-37), 2E (38-46), 2F (46-55), 2G (54-60), 3 (62-69), 4 (70-85), 5 (86-92), 6A (94-101), 6B (100-111), 6C (111-117), 7 (118-125), 8 (127-129) 9 (133-142) | COARSE GRAINED, APHYRIC",,"VEINS OF CALCITE IN PCES(2D-G,4,6) WITH THIN RIMS OF CALCITE ON VEINS, VEIN IN 2F-G ARE 1MM WIDE REST <0.5, MASSIVE",FRESH NO MEASURABLE ALTERATION HALOS,"SAME UNIT AS 10-7, GREY","           <1          SMECTITE,CALCITE comments : SMALL VESTICLES SCATTERED THROUGHOUT MAINLY FILLED WITH SMECTITE AND CENTERS OF CALCITE IN THOSE >0.5MM",PLAG comments : ACICULAR PLAG IN PCE 5,,"CALCITE | SMECTITE | SULFIDE comments :  DISSEMINATED SULFIDES THROUGHOUT BUT MAINLY CONCENTRATED AROUND VEINS IN PCES(1,4,6)",,
65,482,B,11,2,0.0,137.00,138.50,  139.96,"ZOLOTAREV, B.",APHYRIC BASALTMASSIVE,"PCES 1 (0-4), 2 (7-13), 3 (6-19), 4 (20-33), 5A, (35-47), 5B (47-55), 5C (55-59), 6 (60-70), 7 (71-90), 8 (93-100), 9 (101-114), 10 (116-120), 11 (121-135), 12 (137-146)","FINE GRAINED, APHYRIC","CALCITE VEINS CONTAINING SOME PYRITE IN PCES(5C,6, 7,8), MASSIVE",FRESH,"GREY, SIMILAR TO 10-7 & 11-1","   0.5-2  1-2          CALCITE,ZEOLITE |                        CLAY comments : CLAY IS GREEN-BLUE, ID ZEOLITE UNCERTAIN",,,CALCITE | ZEOLITE comments :  ID ZEOLITE UNCERTAIN | CLAY | PYRITE comments :  MINOR PYRITE DISSEMINATED IN GROUNDMASS,,
65,482,B,11,3,0.0,137.00,140.00,  140.34,"MORRISON, M. ANN",APHYRIC BASALT,"PCES 1 (0-8), 2 (12-23), 3 (25-44)","COARSE GRAINED, APHYRIC",CALCITE-SMECTITE VEINS PCE 3 AND AT JUNCTION OF PCES 1 & 2,FRESH,"LIGHT GREY, SAME AS 10-7,11-1, 11-2","  0.-1.5   <1          SMECTITE,CALCITE comments : MECTITE LINED SOME WITH CALCITE CENTRES",,,CALCITE | SMECITIE | SULFIDE,,
65,482,B,12,1,0.0,139.00,139.00,  139.40,"FLOWER, M.",SEDIMEMTSILTY CLAY,PCE 1 (0-4),,,,"OLIVINE GREY, NO SIGNS OF BAKING, NO CHANGE IN GRAIN SIZE OF ADJACENT BASALT",,,,,,
65,482,B,12,1,50.0,139.00,139.50,  140.45,"FLOWER, M.",APHYRIC BASALTMASSIVE,"PCES 2 (5-10), 3A (12-15), 3B (15-22), 4 (24-30), 5 (30-38), 6 (42-44), 7A (46-50), 7B (51-54), 8 (55-69), 9 (70-80), 10 (82-93), 11A (94-103), 11B (103-114), 12 (115-122), 13 (124-130), 14 (131-145)",APHYRIC,"PCES 10-14 CALCITE & SMECTITE VEINS, SMECTITE VEINS PCES 2 & 5-14, MASSIVE",FRESH PCE 8 IS ALTERED WITH PATCHES OF SMECTITE AND SOME DISSEMINATED SULFIDE,"GREY, PCE 1 IS SEDIMENT","   15-20              SMECTITE, SULFIDE comments : PCE 5 HAS 4 VESICLES, PCE 6 HAS SEVERAL SMALL 2-3MM VESICLES, PCE 7 HAS A LARGE 1CM AND SEVERAL SMALL ONES, VESICLE SURROUNDED BY SMECTITE AND DISSEMINATED SULFIDE",PLAG comments : SINGLE PLAG PHENO FOUND IN PCE 14,,SMECTITE | SULFIDE | CALCITE,,
65,482,B,12,2,0.0,139.00,140.50,  142.00,"ZOLOTAREV, B.","APHYRIC BASALTMASSIVEPCES 1A (0-20), 1B (20-38), 2A (40-47), 2B (47-54), 2C (54-59), 3 (61-72), 4 (73-80), 5 (82-91), 6A (95-105), 6B (105-116), 7 (117-121), 8A (123-128), 8B (127-130), 8C (131-138), 9 (140-150)",,"FINE GRAINED, APHYRIC","VERY THIN CARBONATE VEINS IN PCES(1A-B, 2A-B, 4-5, & 6B) WITH PCES 5 & 8A-B CONTAINING TRACE PYRITE, MASSIVE",FRESH,"GREY, SAME UNIT AS 12-1","  TO 0.5               CARB, CLAY comments : CLAY NOT CERTAIN, ONLY TRACE VESICLES",,,CARB | CLAY comments :  CLAY QUESTIONABLE | PYRITE,,
65,482,B,12,3,0.0,139.00,142.00,  142.30,"MORRISON, M. ANN",APHYRIC BASALTMASSIVE,"PCES 1 (0-7), 2 (9-21), 3 (24-29)",APHYRIC,"CALCITE VEINS IN ALL 3 PCES, MASSIVE",FRESH,"GREY, SIMILAR TO 12-2",            0 comments : NO OBVIOUS VESICLES |  0.1-0.3  <<1          SMECTITE         ROUND comments : VERY SMALL SMECTITE ROUND AMYGDULES UNDER BINOCULAR SCOPE,,,CALCITE | SMECTITE,,
65,482,B,13,1,0.0,144.00,144.00,  145.43,"FLOWER, M.",APHYRIC BASALTMASSIVE,"PCES 1 (0-12), 2 (16-22), 3 (23-33), 4 (34-42), 5A (44-55), 5B (54-63), 5C (64-70), 5D (70-76), 5E (77-88), 6A (90-100), 6B (98-109), 6C (109-119), 6D (118-143)","APHYRIC, EQUIGRANULAR","DISSEMINATED SULFIDE AND CALCITE IN FINE VEINS, MASSIVE",FRESH,"CONTINUING FROM CORE 11-3, ORIENTATION UNKNOWN FOR PCE 2","         <0.5          CALCITE,SMECTITE comments : VESICLES ARE EXTREMELY RARE AND VERY SMALL, ID UNCERTAIN FOR SMECTITE",,,CALCITE | SMECTITE | SULFIDE,,
65,482,B,13,2,0.0,144.00,145.50,  146.87,"ZOLOTAREV, B.",APHYRIC BASALTMASSIVE,"PCES 1 (0-20), 2 (24-26), 3 (30-37), 4 (40-46), 5 (52-57), 6 (60-64), 7 (70-77), 8 (80-82), 9 (84-92), 10 (95-96), 11 (100-106), 12 (108-112), 13 (116-118), 14 (122-127)","FINE GRAINED, APHYRIC, PCE 4 IS FINE GRAINED","PCE 1 HAS CARBONATE VEIN WITH TRACE PYRITE, MASSIVE",FRESH,"GREY, PCE 4 IS TOP OF COOLING UNIT AND FINE GRAINED","   0-0.2               CARB,CLAY comments : SMALL VESICLES, CLAY IS BLUE GREY",,,CARB | CLAY comments :  CLAY IS BLUE GREY | PYRITE     TR comments :  ONLY IN CARBONATE VEIN,,
65,482,B,14,1,0.0,148.00,148.00,  148.90,"MORRISON, M. ANN",APHYRIC BASALTMASSIVE,"PCES 1 (0-5), 2 (7-10), 3A (12-20), 3B (20-26), 3C (26-30), 4 (32-35), 5 (36-41), 6 (43-45), 7 (47-52), 8 (54-61), 9 (63-66), 10 (67-70), 11 (73-77), 12 (80-83), 13 (85-90)","APHYRIC, BECOMES FINE GRAINED PCES 8-13 WITH 13 FINE GRAINED, PCES(8,9,13) HAVE SMALL AND SPARSE GLOMEROPHYRIC CLUSTERS OF PLAG AND CPX(2X1.5MM IN PCES 8 & 9, & 3.5X4.5 IN PCE 13)","CALCITE-SMECTITE VEIN IN PCE 13, MASSIVE",FRESH,"INTERPRETED AS TOP OF COOLING UNIT 3(APPEARS TO BE CONTINUATION OF UNIT IN CORE 13), PCE 5 IS FINE- GRAINED-TOP OF COOLING UNIT 4, GREY BUT DARKENS IN COLOR FROM PCES 8-13, SMECTITE AT BASE OF PCE 13",            0 comments : SULFIDE FILLED VUG IN PCE 1,PLAG | CPX,,CALCITE | SMECTITE,,
65,482,B,14,1,91.0,148.00,148.91,  149.50,"MORRISON, M. ANN",APHYLIC BASALT,"PCES 14 (91-99), 15 (101-106), 16 (110-112), 17 (115-122), 18 (124-126), 19 (132-137), 20 (140-146)","APHYLIC, FINE GRAINED, PCE 14 HAS GLASS ON TOP MARGIN",SMECTITE COATING ON ALL JOINTS AND FRACTURES EPECIALLY IN PCES 16 & 20,FRESHcomments: PCES 16 & 20 VERY ALTERED,"RUBBLY, GREY",            0,,PLAG comments : ACICULAR PLAG,SMECTITE,,
