leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
17,167,,QUATERNARY,,0.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
17,167,,UPPER PLIOCENE,,18.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
17,167,,UPPER MIOCENE,,66.0,75.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
17,167,,MIDDLE MIOCENE,,103.0,158.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
17,167,,LOWER MIOCENE,,186.0,232.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
17,167,,UPPER OLIGOCENE,,260.0,463.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
17,167,,LOWER OLIGOCENE,,463.0,528.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
17,167,,UPPER EOCENE,,537.0,574.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
17,167,,MIDDLE EOCENE,,574.0,648.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
17,167,,PALEOCENE,,648.0,676.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
17,167,,MAESTRICHTIAN,,676.0,750.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
17,167,,CAMPANIAN,,750.0,827.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
17,167,,SANTONIAN,CONIACIAN,827.0,841.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
17,167,,TURONIAN,,841.0,851.0,,NO AGE GIVEN,,NO AGE GIVEN,   86,   92,   89,DSDP INITIAL REPORTS
17,167,,CENOMANIAN,,851.0,860.0,,NO AGE GIVEN,,NO AGE GIVEN,   92,  100,   96,DSDP INITIAL REPORTS
17,167,,CENOMANIAN,ALBIAN,860.0,870.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  108,  100,DSDP INITIAL REPORTS
17,167,,ALBIAN,,870.0,925.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
17,167,,ALBIAN,APTIAN,925.0,944.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  110,  105,DSDP INITIAL REPORTS
17,167,,BARREMIAN,,944.0,962.0,,NO AGE GIVEN,,NO AGE GIVEN,  115,  121,  118,DSDP INITIAL REPORTS
17,167,,HAUTERIVIAN,,962.0,989.0,,NO AGE GIVEN,,NO AGE GIVEN,  121,  126,123.5,DSDP INITIAL REPORTS
17,167,,HAUTERIVIAN,VALANGINIAN,989.0,1073.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
17,167,,VALANGINIAN,BERRIASIAN,1082.0,1158.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  126,  135,130.5,DSDP INITIAL REPORTS
17,167,,BERRIASIAN,TITHONIAN,1158.5,1175.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  131,  141,  136,DSDP INITIAL REPORTS
