leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
43,386,,PLEISTOCENE,,52.6,62.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
43,386,,UPPER MIOCENE,,100.1,109.6,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
43,386,,LOWER MIOCENE,,147.2,155.9,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
43,386,,UPPER OLIGOCENE,,155.9,166.3,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
43,386,,MIDDLE OLIGOCENE,,166.3,232.9,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
43,386,,LOWER OLIGOCENE,,251.9,284.9,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
43,386,,UPPER EOCENE,,284.9,290.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
43,386,,UPPER EOCENE,MIDDLE EOCENE,309.0,318.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 37.5,   49,43.25,DSDP INITIAL REPORTS
43,386,,MIDDLE EOCENE,,328.0,480.3,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
43,386,,LOWER EOCENE,,480.3,606.8,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
43,386,,UPPER PALEOCENE,,606.8,612.9,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
43,386,,MIDDLE PALEOCENE,,632.0,632.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
43,386,,UPPER CRETACEOUS,,632.5,821.9,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
43,386,,UPPER CRETACEOUS,LOWER CRETACEOUS,821.9,831.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,  135,  100,DSDP INITIAL REPORTS
43,386,,LOWER CRETACEOUS,,831.4,964.2,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
