leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
72,516,F,126,1,0.0,1252.60,1252.60, 1254.10,COULBOURN W.,PLAG-PYX PHYRIC BASALT,"PCES 1 (0-4), 2A (6-12), 2B (12-20), 2C (20-27), 2D (27-33), 2E (32-40), 2F (40-45), 2G (45-51), 2H (51-65), 2I (66-75), 2J (74-80), 2K (79-85), 2L (85-90), 2M (90-99), 2N (100-106), 2O (108-113), 3A (115-126), 3B (126-140), 3C (140-150)","PHYRIC,FINE-GRAINED,SCARCITY OF QUENCH TEXTURES & LACK OF GLASSY SELVAGES SUGGESTS EMPLACEMENT AS A THICK FLOW",0-105CM VEINS FILLED WITH QTZ & CALCITE & SMECS & FE.OXIDES,"EXT RK BASALT,PCES 2F-2G+2M-2N+3B-3C BRECCIATED,DATA TAINED FROM IR",," comments : PCES 1-2N MOD VESICULAR,PCES 2O-3C SLIGHTLY VESICULAR",PLAG | PYX,,QTZ | CALCITE | SMEC | FE.OXIDE,,
72,516,F,126,2,0.0,1252.60,1254.10, 1255.60,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-11), 1B (11-25), 1C (25-39), 1D (39-48), 1E (48-61), 1F (61-71), 1G (71-76), 1H (76-84), 2A (86-98), 2B (98-110), 2C (110-122), 2D (122-130), 2E (130-139), 2F (138-150)",PHYRIC,VEINED,"MOD PCES 1A-1F+2A-2C+2E-2F | EXT TOP 3CM OF PCE 1A,PCES 1G-1H & TOP 2CM OF PCE 2A, BOTTOM 5CM OF PCE 2D","DATA TAKEN FROM IR,PCES 1G-1H BRECCIATED"," comments : PCES 1A-1F SLIGHTLY VESICULAR(VUGS),PCES 2A-2D VESICULAR",,,,,
72,516,F,126,3,0.0,1252.60,1255.60, 1257.10,COULBOURN W.,PHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-7), 1B (7-10), 1C (10-15), 1D (10-20), 1E (20-31), 2A (32-38), 2B (35-37), 2C (37-42), 2D (42-45), 2E (45-47), 2F (47-52), 3A (54-65), 3B (66-80), 3C (80-84), 4A (87-100), 4B (100-105), 4C (105-112), 4D (111-112), 5A (114-124), 5B (124-135), 5C (135-139), 5D (139-146)",PHYRIC,"MASSIVE BASALT,IN MASSIVE FLOWS OF ABOUT 50CM","MOD PCES 1A-5B | EXT BOTTOM 5CM OF PCE 2F,TOP 3CM OF PCE 4A,BOTTOM 2CM OF PCE 4B & TOP 2CM OF PCE 4C,PCES 5C+5D","DATA OBTAINED FROM IR,PCES 5C-5D BRECCIATED"," comments : PCES 1A-4D BARELY VESICULAR,PCES 5A-5B MOD VESICULAR",,,,,
72,516,F,126,4,0.0,1252.60,1257.10, 1257.50,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-8), 1B (8-10), 2A (12-20), 2B (20-24), 3 (27-38)",PHYRIC,PCES 1A-2B VEINED,EXT TA TAKEN FROM IR,," comments : PCES 1A-2B VESICULAR,PCE 3 HIGHLY VESICULAR",,,,,
72,516,F,127,1,0.0,1257.60,1257.60, 1259.10,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-11), 1B (11-21), 1C (22-26), 1D (27-30), 1E (31-42), 1F (41-46), 1G (47-53), 1H (52-60), 1I (60-70), 1J (70-79), 1K (80-89), 1L (89-95), 1M (96-102), 1N (102-107), 1O (108-110), 1P (110-113), 2A (115-123), 2B (124-130), 2C (130-135), 2D (135-141), 2E (141-147)",PHYRIC,PCES 1B-1J+1M-1P VEINED(PCES 1B-1E+1M-1P VEINED EXTENSIVELY),MOD PCES 1A-1B+1E-1G-1M+2A-2E | EXT PCES 1C-1D+1F-1G+1N-1P & BOTTOM 3CM OF PCE 2E,DATA TAKEN FROM IR,"                                        ROUNDED comments : PCES 1A-1B HAVE SMALL ROUNDED VESICLES,DECREASING IN SIZE & NUMBER OF VESICLES IN PCES 1K-1M,PCES 2A-2E VUGGY",,,,,
72,516,F,127,2,0.0,1257.60,1259.10, 1260.60,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-5), 1B (5-10), 1C (9-15), 1D (15-20), 1E (19-30), 1F (29-34), 1G (34-37), 2A (39-46), 2B (46-55), 2C (56-61), 2D (62-70), 2E (68-77), 2F (77-85), 2G (84-91), 2H (91-98), 2I (97-106), 2J (105-112), 2K (112-117), 2L (117-121), 2M (120-127), 2N (126-136), 2O (136-143), 2P (142-147)",PHYRIC,"VEINED,EXTENSIVE VEIN FILLING PCES 1A-1G(QTZ,CALCITE & FE.OXIDES)","EXT PCES 1A-2A & MIDDLE OF PCE 2E TO MIDDLE OF PCE 2F, PCE 2H",DATA TAKEN FROM IR,,,,QTZ | CALCITE | FE.OXIDE,,
72,516,F,127,3,0.0,1257.60,1260.60, 1262.10,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-15), 1B (14-22), 1C (21-28), 1D (27-35), 1E (34-45), 1F (45-58), 1G (57-74), 1H (74-94), 2A (97-100), 2B (101-103), 3A (105-110), 3B (110-120), 3C (119-123), 3D (123-125), 3E (125-137), 3F (136-141), 3G (141-150)","PHYRIC,PCES 3A-3G FINE-GRAINED & UNIFORM",PCES 1A-1D VEINED,"EXT TOP 5CM OF PCE 1A & BOTTOM 5CM OF PCE 1B | MOD BOTTOM OF PCE 1A TO TOP OF PCE 1B,PCES 1C-3G,PCES 1E-2B FRESHEST PART OF CORE","DATA TAKEN FROM IR,PCES 1E-3G POSSIBLY ONE UNIT",,,,,,
72,516,F,127,4,0.0,1257.60,1262.10, 1263.60,COULBOURN W.,PHYRIC BASALT,"PCES 1A (0-10), 1B (10-20), 1C (20-30), 1D (30-40), 1E (39-49), 2A (51-53), 2B (51-55), 2C (55-62), 2D (63-67), 3 (71-86), 4 (88-96), 5 (99-105), 6A (107-125), 6B (125-133), 6C (133-135), 6D (135-141), 7 (143-148)","PHYRIC,FLOW UNIT BOUNDARY BETWEEN PCES 2A-2D",THIN CROSS-CUTTING VEINS,MOD TA TAKEN FROM IR,, comments : ISOLATED VUGS,,,,,
72,516,F,128,1,0.0,1266.60,1266.60, 1268.10,COULBOURN W.,PHYRIC BASALT,"PCES 1 (0-11), 2 (14-16), 3 (21-30), 4 (31-48), 5A (40-43), 5B (43-47), 6A (50-52), 6B (53-63), 6C (62-70), 6D (71-90), 6E (91-100), 7 (103-108), 8A (111-116), 8B (125-133), 8C (133-140), 9 (143-147)","PHYRIC,PCES 6B-6D COARSE-GRAINED",THIN VEINS,FRESH PCES 1-6A+63-9,DATA OBTAINED FROM IR, comments : ISOLATED VUGS,,,,,
72,516,F,128,2,0.0,1266.60,1268.10, 1269.60,COULBOURN W.,PHYRIC BASALT,"PCES 1 (0-10), 2A (12-21), 2B (20-36), 2C (36-56), 2D (57-69), 2E (70-76), 2F (72-88), 3 (93-102), 4A (103-120), 4B (120-130), 4C (130-150)","PHYRIC,PCES 2E-4C COARSE-GRAINED",,"FRESH PCE 2F(77-81CM),PCES 4A-4B(117-124CM),PCE 4C (140-148CM)","DATA TAKEN FROM IR,SULFIDE MINERALIZATION WITH PYR & CALCITE & QTZ,CUT SURFACE HAS METALLIC LUSTRE", comments : ISOLATED VUGS,,,SULFIDES | CALCITE | QTZ | PYR,,
