leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
113,689,D,001,Hydraulic (Advanced) Piston Core,01,FUT,000,,,150,,,nannofossil-bearing diatom ooze,light gray with pink feldspar in granitic dropstone at 120cm,10yr 7/1,"minor bioturbation(25-65,96-102,115-135cm), chert fragments(12,50,84cm), dropstones(120cm)",highly (0-25cm) to slightly (25-150cm) disturbed,"9mm granitic dropstone w/pink feldspar (120cm,""ice rafted"")","chert fragments (12,50,84cm; probably uphole debris)","diatoms,nannos","dropstone (120 cm, ice rifted debris)",,,H,-64.51682,3.10043,0018.10,1810,1960
113,689,D,001,Hydraulic (Advanced) Piston Core,02,FUT,000,,,150,,,diatom ooze,white to very white,5y 8/1 (0-63cm) grading to 10yr 8/0 (63-150cm),"chert fragments(21,45,62cm), 3cm dropstone(58cm)",slightly disturbed,"3cm dropstone (58cm, ""ice rafted"")","chert fragments (21,45,62cm; probably uphole debris)",diatoms,"3cm dropstone (58cm, ""ice rafted"")",,,H,-64.51682,3.10043,0019.60,1960,2110
113,689,D,001,Hydraulic (Advanced) Piston Core,03,FUT,000,,,150,,,diatom ooze,"grayish brown to light olive brown (95-150cm), no other information","2.5y 5/3 (95-150cm), no other information","minor bioturbation(95-110,115-150cm)",slightly disturbed (0-108cm),,,diatoms,sharp color contact (95 cm),,,H,-64.51682,3.10043,0021.10,2110,2260
113,689,D,001,Hydraulic (Advanced) Piston Core,04,FUT,000,,,150,,,diatom nannofossil ooze,"light gray (0-30,95-150cm) grading to white(30-95cm)","2.5y 7/2 (0-30,95-150cm) grading to 10yr 8/2 (30-95cm)","moderate(0-19cm) to minor(19-150cm) bioturbation,burrows (halo,planolites)",,,,"diatoms, nannos",,,,H,-64.51682,3.10043,0022.60,2260,2410
113,689,D,001,Hydraulic (Advanced) Piston Core,05,FUT,000,,,150,,,diatom ooze,white,2.5y 8/2 (0-85cm) grading to 10yr 8/0 (85-150cm),"minor bioturbation (40-130cm), planolites burrows",slightly disturbed (0-78cm),,,diatoms,gradational color contact (85 cm),,,H,-64.51682,3.10043,0024.10,2410,2560
113,689,D,001,Hydraulic (Advanced) Piston Core,06,FUT,000,,,150,,,diatom ooze,white with pale brown mottles in the upper and lower parts of the section,2.5y 8/2 with 10yr 6/3 mottles in the upper and lower parts of the section,"minor bioturbation (0-30,53-106,125-145cm), planolites, burrows?, mottling in upper and lower parts of section",slightly disturbed (0-76cm),,,diatoms,,,,H,-64.51682,3.10043,0025.60,2560,2710
113,689,D,001,Hydraulic (Advanced) Piston Core,07,FUT,000,,,052,,,diatom ooze,white with pale brown mottles,10yr 8/0 with 10yr 6/3 mottles,"mottling, minor bioturbation, burrows(vertical,halo)",slightly disturbed,,,diatoms,,,,H,-64.51682,3.10043,0027.10,2710,2762
113,689,D,001,Hydraulic (Advanced) Piston Core,CC,FUT,000,,,020,,,diatom ooze,very pale brown,10yr 7/4,chert concretion?(19-20cm),,chert concretion?(19-20cm),chert in concretion(?) at 19-20cm,diatoms,,,,H,-64.51682,3.10043,0027.61,2761,2781
113,689,D,002,Hydraulic (Advanced) Piston Core,01,FUT,000,,,150,,,radiolarian-bearing diatom ooze (0-60cm) grading to diatom ooze(60-150cm),pale brown (23-60cm) grading to white (60-150cm),10yr 6/3 (23-60cm) grading to 2.5y 8/2 (60-150cm),"moderate(20-64cm) to minor(63-75cm) bioturbation, planolites burrows, chert fragments (0-20cm)","soupy(0-21cm),slightly disturbed(21-150cm)",,chert fragments (0-20cm),"diatoms, radiolarians(0-60cm)",,,,H,-64.51682,3.10043,0027.60,2760,2910
113,689,D,002,Hydraulic (Advanced) Piston Core,02,FUT,000,,,150,,,radiolarian-bearing diatom ooze,"white (0-80cm), light gray to pale yellow (80-150cm)","2.5y 8/2 (0-80cm), 2.5y 7/3 (80-150cm)",core-parallel striations attributed to heavy drilling disturbance (80-150 cm),slightly (0-80cm) to highly (80-150cm) disturbed,,,"diatoms, radiolarians",sharp color contact (80cm),,,H,-64.51682,3.10043,0029.10,2910,3060
113,689,D,002,Hydraulic (Advanced) Piston Core,03,FUT,000,,,150,,,diatom nannofossil ooze,"pale yellow (0-30cm), white (30-150cm)","2.5y ? (0-30cm), 10yr 8/0 (30-150cm)","minor bioturbation (30-105cm), burrows (planolites,halo)",highly disturbed (0-35cm),,,"diatoms, nannos",sharp color contact (30cm),,,H,-64.51682,3.10043,0030.60,3060,3210
113,689,D,002,Hydraulic (Advanced) Piston Core,04,FUT,000,,,150,,,diatom nannofossil ooze,white,10yr 8/0,,moderately disturbed (20-150 cm),,,"diatoms, nannos",,,,H,-64.51682,3.10043,0032.10,3209,3359
