leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
71,511,,QUATERNARY,,0.0,1.2,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
71,511,,LOWER PLIOCENE,,1.2,3.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
71,511,,LOWER OLIGOCENE,,3.0,138.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
71,511,,UPPER EOCENE,,138.0,147.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
71,511,,LOWER OLIGOCENE,,147.5,157.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
71,511,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,195.5,209.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
71,511,,LOWER MAESTRICHTIAN ,CAMPANIAN,209.0,219.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   78,72.75,DSDP INITIAL REPORTS
71,511,,CAMPANIAN,,219.0,347.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
71,511,,CAMPANIAN,SANTONIAN,347.0,356.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   82,   76,DSDP INITIAL REPORTS
71,511,,SANTONIAN,,356.5,375.5,,NO AGE GIVEN,,NO AGE GIVEN,   78,   82,   80,DSDP INITIAL REPORTS
71,511,,SANTONIAN,CONIACIAN,375.5,404.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
71,511,,TURONIAN,,404.0,414.2,,NO AGE GIVEN,,NO AGE GIVEN,   86,   92,   89,DSDP INITIAL REPORTS
71,511,,CENOMANIAN,,414.2,430.0,,NO AGE GIVEN,,NO AGE GIVEN,   92,  100,   96,DSDP INITIAL REPORTS
71,511,,ALBIAN,,430.0,442.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
71,511,,MIDDLE ALBIAN,LOWER ALBIAN,442.0,508.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  108,  106,DSDP INITIAL REPORTS
71,511,,APTIAN,BARREMIAN,508.5,537.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  121,114.5,DSDP INITIAL REPORTS
71,511,,APTIAN,JURASSIC,537.0,556.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  192,  150,DSDP INITIAL REPORTS
71,511,,LOWER TITHONIAN,,556.0,575.0,,NO AGE GIVEN,,NO AGE GIVEN,  138,  141,139.5,DSDP INITIAL REPORTS
71,511,,LOWER TITHONIAN,MIDDLE OXFORDIAN,575.0,622.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  147,142.5,DSDP INITIAL REPORTS
71,511,,OXFORDIAN,CALLOVIAN,622.5,632.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  143,  156,149.5,DSDP INITIAL REPORTS
