leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
86,577,,QUATERNARY,UPPER PLEISTOCENE,0.0,6.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  0.7, 0.35,DSDP INITIAL REPORTS
86,577,,LOWER PLEISTOCENE,UPPER PLIOCENE,6.8,25.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.2,  3.4,  2.3,DSDP INITIAL REPORTS
86,577,,UPPER PLIOCENE,,25.8,35.3,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
86,577,,LOWER PLIOCENE,UPPER MIOCENE,35.3,54.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
86,577,,UPPER MIOCENE,MIDDLE EOCENE,54.3,63.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   49,   27,DSDP INITIAL REPORTS
86,577,,MIDDLE EOCENE,LOWER EOCENE,63.8,73.3,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
86,577,,LOWER EOCENE,UPPER PALEOCENE,73.3,82.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   49,   60, 54.5,DSDP INITIAL REPORTS
86,577,,UPPER PALEOCENE,,82.8,92.3,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
86,577,,UPPER PALEOCENE,MIDDLE PALEOCENE,92.3,101.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
86,577,,LOWER PALEOCENE,,101.8,109.1,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
86,577,,MAESTRICHTIAN,,109.1,111.3,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
86,577,,UPPER MAESTRICHTIAN ,,111.3,118.8,,NO AGE GIVEN,,NO AGE GIVEN,   65, 67.5,66.25,DSDP INITIAL REPORTS
