leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
29,278,,UPPER PLEISTOCENE,,0.0,107.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
29,278,,MIDDLE PLEISTOCENE,LOWER PLEISTOCENE,107.0,157.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  0.8,  1.8,  1.3,DSDP INITIAL REPORTS
29,278,,PLIOCENE,,157.5,167.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
29,278,,UPPER PLIOCENE,,167.5,186.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
29,278,,UPPER MIOCENE,,186.5,196.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
29,278,,UPPER MIOCENE,MIDDLE MIOCENE,196.0,234.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
29,278,,MIDDLE MIOCENE,,234.0,319.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
29,278,,LOWER MIOCENE,,319.5,386.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
29,278,,UPPER OLIGOCENE,MIDDLE OLIGOCENE,395.5,405.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5,   32,27.25,DSDP INITIAL REPORTS
29,278,,UPPER OLIGOCENE,,405.0,424.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
29,278,,MIDDLE OLIGOCENE,,424.0,429.0,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
