leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
124E,772,A,001,Hydraulic (Advanced) Piston Core,01,WDR,000,,,140,,,siliciclastic silty clay,olive brown w/ dark streak @ 3cm(0-7cm);olive gray(7-102cm);dark olive gray(102-140cm),2.5y 4/4(0-7cm);5y 4/2(7-102cm);5y 3/2(102-140cm),minor bioturbation;burrows(7?-87cm),,,,shell fragments(7-102?cm);forams(7?-87cm),gradational contact(7cm),,,H,16.65234,119.70215,0000.00,0,140
124E,772,A,001,Hydraulic (Advanced) Piston Core,01,WDR,140,,,150,,,interstitial water sample,,,,,,,,,,,H,16.65234,119.70215,0000.00,140,150
124E,772,A,001,Hydraulic (Advanced) Piston Core,02,KOS,000,,,130,,,siliciclastic silty clay,dark olive gray,5y 3/2,"minor bioturbation;burrows;wood fragments(114,129cm)",,,,"wood fragments(114,129cm); scattered shell fragments",,,,H,16.65234,119.70215,0001.50,150,280
124E,772,A,001,Hydraulic (Advanced) Piston Core,02,KOS,130,,,150,,,organic geochemistry sample(130-140cm);interstitial water sample(140-150cm),,,,,,,,,,,H,16.65234,119.70215,0001.50,280,300
124E,772,A,001,Hydraulic (Advanced) Piston Core,03,DRB,000,,,150,,,siliciclastic silty clay(0-120cm);void(120-150cm),"dark olive gray w/ light gray to dark gray lenses,dark lithics @ 0.5-2.5cm(0-96cm);greenish gray(96-120cm);dark brown to black streaks @ 0-120cm",5y 3/2 w/ 2.5y 7/0 to 2.5y 4/0 lenses @ 0.5-2.5cm(0-96cm);5gy 5/1(96-120cm),"minor bioturbation;burrows;sand lenses/burrows?(0.5-2.5cm);lenses?(15-16cm);shell fragments(45,66cm);wood fragments(115cm)",,,"feldspar,quartz,hornblende/biotite(0.5-2.5cm);carbonaceous material(0-120cm)",shell fragments(esp.0-96cm);forams;rootlets(96-120cm);wood fragments(115cm);carbonaceous material(0-120cm),medium to fine grained sand(0.5-2.5cm);sharp contact(96cm),soft but firm(0-120cm),,H,16.65234,119.70215,0003.00,300,450
124E,772,A,001,Hydraulic (Advanced) Piston Core,04,WDR,000,,,118,,,siliciclastic silty clay,greenish gray,5gy 5/1,minor bioturbation(esp.0-102cm);wood/organic fragments,,,,shell fragments;wood/organic fragments,,,,H,16.65234,119.70215,0004.50,450,568
124E,772,A,001,Hydraulic (Advanced) Piston Core,04,WDR,118,,,128,,,interstitial water sample,,,,,,,,,,,H,16.65234,119.70215,0004.50,568,578
124E,772,A,001,Hydraulic (Advanced) Piston Core,CC,WDR,000,,,016,,,siliciclastic silty clay,greenish gray w/ scattered black organic fragments,5gy 5/1,minor bioturbation,,,,shell fragments(in upper part);organic fragments,,,,H,16.65234,119.70215,0005.78,578,594
124E,772,A,002,Hydraulic (Advanced) Piston Core,01,KOS,000,,,140,,,siliciclastic silty clay,greenish gray,5gy 5/1,"minor bioturbation;thin organic layers?(66,77,104cm)",slightly disturbed,,,"forams;shell fragments;organic material(thin organic layers? @ 66,77,104cm)","angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0005.90,590,730
124E,772,A,002,Hydraulic (Advanced) Piston Core,01,KOS,140,,,150,,,interstitial water sample,,,,,,,,,,,H,16.65234,119.70215,0005.90,730,740
124E,772,A,002,Hydraulic (Advanced) Piston Core,02,DRB,000,,,140,,,siliciclastic silty clay,"greenish gray w/ mainly greenish brown gray to light chocolate brown burrow fillings,rare blue green gray burrow filling,dark brown to black carbonaceous streaks",5gy 5/1,minor bioturbation;mottling;burrows,,,"ash?,glauconite? (infilling burrows);carbonaceous streaks","forams;shell fragments;carbonaceous streaks;rootlets(61,72cm)","broken(51.5-52cm);angular to subrounded,poorly sorted",soft but firm,,H,16.65234,119.70215,0007.40,740,880
124E,772,A,002,Hydraulic (Advanced) Piston Core,02,DRB,140,,,150,,,interstitial water sample,,,,,,,,,,,H,16.65234,119.70215,0007.40,880,890
124E,772,A,002,Hydraulic (Advanced) Piston Core,03,KOS,000,,,150,,,siliciclastic silty clay(0-120cm);void(120-150cm),greenish gray w/ small pieces of black organic material,5gy 5/1,minor bioturbation,,,,forams;shell fragments;small pieces of organic material,"angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0008.90,889,1039
124E,772,A,002,Hydraulic (Advanced) Piston Core,04,DRB,000,,,140,,,siliciclastic silty clay,"greenish gray  w/ olive gray burrows,dark brown carbonaceous streaks,dark volcanic ash streak? @ 66.5cm","5gy 5/1 w/ 5y 5/2 burrows,2.5y 7/1 volcanic ash pockets @ 10,135cm",minor bioturbation;mottling;burrows,,"volcanic ash pockets(10,135cm);volcanic ash streak?/weathered scoria?(66.5cm)","carbonaceous streaks;volcanic ash pockets(10,135cm);volcanic ash streak?/weathered scoria?(66.5cm)","forams(half filled in burrows? @ 22,79,110.5cm);shell fragments;carbonaceous streaks;rootlet(121.5cm)","angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0010.40,1039,1179
124E,772,A,002,Hydraulic (Advanced) Piston Core,04,DRB,140,,,150,,,interstitial water sample,,,,,,,,,,,H,16.65234,119.70215,0010.40,1179,1189
124E,772,A,002,Hydraulic (Advanced) Piston Core,05,KOS,000,,,140,,,siliciclastic silty clay,greenish gray w/ scattered small black fragments,5gy 5/1,minor bioturbation;ash layer(49-50cm);1cm volcanic fragment/pebble?/dropstone?(pumice;52cm),,ash layer(49-50cm);1cm volcanic fragment/pebble?/dropstone?(pumice;52cm),ash layer(49-50cm);1cm volcanic fragment(pumice;52cm),forams;shell fragments,"1cm volcanic fragment/dropstone?(pumice;52cm);angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0011.90,1189,1329
124E,772,A,002,Hydraulic (Advanced) Piston Core,05,KOS,140,,,150,,,organic geochemistry sample,,,,,,,,,,,H,16.65234,119.70215,0011.90,1329,1339
124E,772,A,002,Hydraulic (Advanced) Piston Core,06,DRB,000,,,150,,,siliciclastic silty clay,"dark greenish gray w/ ~2-4mm light gray ash @ 10cm,dark brown carbonaceous streaks,dark brown to black woody material @ 88cm,bluish gray? burrow @ 124-127cm",5gy 4/1,minor bioturbation;mottling;elongated vertically burrows(~7mm @ 28cm?;124-127cm);woody/amorphous material(88cm),,ash(~2-4mm @ 10cm;~7mm @ 28cm);carbonaceous streaks,ash(~2-4mm @ 10cm;~7mm @ 28cm);carbonaceous streaks,forams;shell fragments;woody/amorphous material(88cm),"angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0013.40,1339,1489
124E,772,A,002,Hydraulic (Advanced) Piston Core,07,KOS,000,,,075,,,siliciclastic silty clay,greenish gray or dark greenish gray?,5gy 5/1 or 5gy 4/1?,minor bioturbation,,,,forams;shell fragments;small pieces of organic material,"angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0014.90,1489,1564
124E,772,A,002,Hydraulic (Advanced) Piston Core,CC,WDR,000,,,027,,,siliciclastic silty clay,greenish gray or dark greenish gray? w/ black carbonaceous streaks,5gy 5/1 or 5gy 4/1?,minor bioturbation,,,carbonaceous streaks,forams;shell fragments;carbonaceous streaks,"angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0015.63,1563,1590
124E,772,A,003,Hydraulic (Advanced) Piston Core,01,DRB,000,,,150,,,siliciclastic silty clay,greenish gray(0-30cm);dark greenish gray w/ slightly brownish(30-150cm);dark brown to black streaks,5gy 5/1(0-30cm);5gy 4/1(30-150cm),minor bioturbation;mottling,,,carbonaceous material?/weathered volcanic or pyroclastic rock?,forams;nannos;very rare shell fragments;carbonaceous material?/weathered volcanic or pyroclastic rock?,gradational contact(30cm),,,H,16.65234,119.70215,0015.40,1539,1689
124E,772,A,003,Hydraulic (Advanced) Piston Core,02,DRB,000,,,150,,,siliciclastic silty clay,"greenish gray w/ dark black volcanic rock @ 50cm,black/dark brown to very light gray contact @ 50cm,gray to dark gray & black to dark brown burrow @ 114.5-118cm,black ash nodule @ 77cm",5gy 5/1 w/ 5y 5/1 to 5y 4/1 burrow @ 114.5-118cm,minor bioturbation?; burrow dips at 18 degrees(50cm);3.5cm burrow(114.5-118cm);0.5cm woody/amorphous(114.5-118cm),,sandy volcanic ash & weathered volcanic rock/scoria?(50cm);ash?(114.5-118cm);ash nodule(77cm);~1-2mm scattered cavities filled w/ volcanic granules?,"sandy volcanic ash & weathered volcanic rock/scoria?(50cm);ash?(114.5-118cm);ash nodule,quartz,feldspar,hornblende(77cm);~1-2mm scattered cavities filled w/ volcanic granules?,feldspar,quartz,or hornblende(volcanic ash)",forams;nannos;rare shell fragments;0.5cm woody/amorphous(114.5-118cm),angular to subangular(77cm);irregular contact(50cm),,,H,16.65234,119.70215,0016.90,1689,1839
124E,772,A,003,Hydraulic (Advanced) Piston Core,03,WDR,000,,,118,,,siliciclastic silty clay,"greenish gray w/ pale olive mottling, scattered black carbonaceous streaks and fragments,gray to black fine sand @ 101cm",5g 5/1 w/ 5y 6/3 mottling,minor bioturbation;mottling;microfossils,,,carbonaceous streaks and fragments;hornblende crystals(101cm),carbonaceous streaks and fragments;forams(tests @ 101cm);shell fragments and microfossils,"angular to subrounded,poorly sorted; fine sand(101cm)",,,H,16.65234,119.70215,0018.40,1839,1957
124E,772,A,003,Hydraulic (Advanced) Piston Core,03,WDR,120,,,150,,,organic geochemistry sample(120-145cm);interstitial water sample(145-150cm),,,,,,,,,,,H,16.65234,119.70215,0018.40,1959,1989
124E,772,A,003,Hydraulic (Advanced) Piston Core,04,WDR,000,,,150,,,siliciclastic silty clay,"greenish gray w/ pale olive mottling,black carbonaceous streaks and fragments,gray/light gray layer @ 37cm","5g 5/1 w/ 5y 6/3 mottling,7.5yr 6/0 layer @ 37cm",minor bioturbation;mottling;irregular volcanic material layer(37cm);microfossils,,irregular volcanic material layer(37cm),carbonaceous streaks and fragments(esp.37-150cm);irregular volcanic material layer(37cm),carbonaceous streaks and fragments(esp.37-150cm);shell fragments;microfossils;forams,"angular to subrounded,poorly sorted",,,H,16.65234,119.70215,0019.90,1989,2139
124E,772,A,003,Hydraulic (Advanced) Piston Core,05,KOS,000,,,150,,,siliciclastic silty clay(0-137cm);void(137-150cm),dark greenish gray w/ slightly brownish burrow infills,5gy 4/1,minor bioturbation;burrows,,,,forams;small organic pieces,,,,H,16.65234,119.70215,0021.40,2139,2289
124E,772,A,003,Hydraulic (Advanced) Piston Core,06,KOS,000,,,150,,,siliciclastic silty clay,dark greenish gray w/ slightly brownish burrow infills,5gy 4/1,minor bioturbation;burrows;faint layers of coarser material(45cm;forams accumulation),,,,forams(45cm),,,,H,16.65234,119.70215,0022.90,2289,2439
124E,772,A,003,Hydraulic (Advanced) Piston Core,07,KOS,000,,,076,,,siliciclastic silty clay,dark greenish gray w/ black organic material,5gy 4/1,minor bioturbation;wood fragment(50cm);volcanic fragments/cobble?/dropstone?(21cm),,volcanic fragments/cobble?/dropstone?(pumice;21cm),volcanic fragments(pumice;21cm),forams;organic material;wood fragment(50cm),volcanic fragments/cobbles?/dropstone?(pumice;21cm),,,H,16.65234,119.70215,0024.40,2439,2515
124E,772,A,003,Hydraulic (Advanced) Piston Core,CC,WDR,000,,,028,,,siliciclastic silty clay,"dark greenish gray w/ dark gray material @ 0-3cm,black carbonaceous streaks",10y 5/1(0-3cm);5gy 4/1(3-28cm),minor bioturbation;silty to very fine sand layer(0-3cm);microfossils,,,carbonaceous streaks,organic material?(0-3cm);carbonaceous streaks;shell fragments;microfossils;forams,silty to very fine sand layer(0-3cm),,,H,16.65234,119.70215,0025.16,2515,2543
124E,772,A,004,Hydraulic (Advanced) Piston Core,01,KOS,000,,,150,,,siliciclastic silty clay,greenish gray,5gy 5/1,"minor bioturbation;faint laminae?(35-45,120-130cm)",sligthly disturbed,,,forams;organic fragments,,,,H,16.65234,119.70215,0024.90,2489,2639
124E,772,A,004,Hydraulic (Advanced) Piston Core,02,KOS,000,,,150,,,siliciclastic silty clay,"greenish gray w/ small black organic fragments,light gray volcanic material @ 20cm,dark gray volcanic material @ 71-72cm",5gy 5/1,"minor bioturbation;faint bedding(6,12cm);volcanic concretions/cobbles?/dropstones?(1-2cm @ 20cm;71-72cm)",,volcanic concretions/cobbles?/dropstones?(1-2cm @ 20cm;71-72cm);volcanic material(43-46cm),volcanic concretions/cobbles?/dropstones?(1-2cm @ 20cm;71-72cm);volcanic material(43-46cm),forams;small organic fragments,volcanic concretions/cobbles?/dropstones?(1-2cm @ 20cm;71-72cm); crs volcanic material(43-46cm),,,H,16.65234,119.70215,0026.40,2639,2789
124E,772,A,004,Hydraulic (Advanced) Piston Core,03,KOS,000,,,150,,,siliciclastic silty clay,greenish gray(0-2cm);dark greenish gray(2-150cm);black organic material,5gy 5/1(0-2cm);5gy 4/1(2-150cm),minor bioturbation,,,,forams;shell fragments;organic material,,,,H,16.65234,119.70215,0027.90,2789,2939
124E,772,A,004,Hydraulic (Advanced) Piston Core,04,RBM,000,,,150,,,siliciclastic silty clay,gray green? w/ black organic inclusion @ 71cm,10y 6/1,minor bioturbation?;rad-rich/foram-rich? layer(105-107cm),,,,forams;0.5cm diameter organic inclusion(71cm);rads?(105-107cm),,,,H,16.65234,119.70215,0029.40,2939,3089
124E,772,A,004,Hydraulic (Advanced) Piston Core,05,RBM,000,,,150,,,siliciclastic silty clay,gray green?,10y 4/1,minor bioturbation?,,ash pocket?(74-77cm),ash pocket?(74-77cm),,,,,H,16.65234,119.70215,0030.90,3089,3239
124E,772,A,004,Hydraulic (Advanced) Piston Core,06,DRB,000,,,150,,,siliciclastic silty clay,"greenish gray w/ black streaks,light gray burrow filling @ 35cm,dark gray to gray to light brown gray bed @ 46cm;olive gray to grayish green clay",5gy 5/1;5y 5/2 to 5g 5/2 clay,"minor bioturbation?;mottling;burrow(35cm);very thin sand bed,fining upward sequence?(46cm);load cast?(46cm)",,fine sand sized crystalline volcanic ash?(35cm);2-3cm volcaniclast/vesicular basalt?/ash?(46cm),"fine sand sized crystalline volcanic ash?(35cm);2-3cm volcaniclast/vesicular basalt?/ash? covered by quartz,feldspar,hornblende,pyrite(46cm)",forams;rads?;organic streaks?,,soft but firm,,H,16.65234,119.70215,0032.40,3240,3390
124E,772,A,004,Hydraulic (Advanced) Piston Core,07,DRB,000,,,072,,,siliciclastic silty clay,greenish gray w/ black streaks,5gy 5/1 w/ 10y 4/2 @ 5-8cm,minor bioturbation;mottling,,,carbonaceous material?,carbonaceous material?;forams,,,,H,16.65234,119.70215,0033.90,3390,3462
124E,772,A,004,Hydraulic (Advanced) Piston Core,CC,DRB,000,,,025,,,siliciclastic silty clay,"greenish gray w/ black streaks,grayish green vertical burrow? @ 17-25cm",5gy 5/1 w/ 5g 5/2 vertical burrow? @ 17-25cm,~6.5 high by 2cm width vertical burrow?(17-25cm),,,,forams,,,,H,16.65234,119.70215,0034.66,3465,3490
124E,772,A,005,Pressure Core Barrel,01,RBM,000,,,086,,,"siliciclastic silty clay(0-48,81-86cm);voids(48-81cm)","grayish green?(0-48,81-86cm)","10y 4/2(0-48,81-86cm)",,"drilling breccia(0-3,81-86cm) to moderately fragmented(3-48cm)",,,"forams(0-48,81-86cm)",,,,P,16.65234,119.70215,0034.40,3440,3526
124E,772,A,007,Extended Core Barrel,01,KOS,000,,,150,,,"siliciclastic silty clay(0-10,23-150cm);void(10-23cm)","greenish gray w/ faint black organic material(0-10,23-150cm)","5gy 5/1(0-10,23-150cm)",minor bioturbation(23-150cm);0.5cm pebble(90cm),highly disturbed(0-10cm),0.5cm pebble(90cm),,"forams,organic material,spicules?,nannos?,discoasters?(0-10,23-150cm)","angular to subrounded,poorly sorted",firm?,,X,16.65234,119.70215,0044.90,4490,4640
124E,772,A,007,Extended Core Barrel,02,DRB,000,,,150,,,siliciclastic silty clay,greenish gray w/ black streaks,5gy 5/1,"minor bioturbation;massive;mottling;max. width ~2cm burrow?(23,25.5cm)",,~2.5cm isolated volcaniclast?(140cm),"sand sized crystals of quartz,feldspar,biotite,pyrite(23,25.5cm);~2.5cm isolated volcaniclast?(140cm)","forams;spicules?,nannos?,discoasters?","angular to subrounded,poorly sorted;~2.5cm isolated volcaniclast? coated by clay(140cm)",firm?;very hard volcaniclast?(140cm),,X,16.65234,119.70215,0046.40,4640,4790
