Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
126, 788,D,Initial Reports          ,     257.820,    3.970000,Gilbert N to R
,,,,,,
126, 788,D,Initial Reports          ,     262.250,    4.100000,Gilbert R to N
,,,,,,
126, 788,D,Initial Reports          ,     301.750,    4.240000,Gilbert N to R
,,,,,,
126, 788,D,Initial Reports          ,     315.850,    4.400000,Gilbert R to N
,,,,,,
126, 788,D,Initial Reports          ,     320.960,    4.470000,Gilbert N to R
,,,,,,
126, 788,D,Initial Reports          ,     325.820,    4.570000,Gilbert R to N
,,,,,,
126, 788,D,Initial Reports          ,     364.280,    4.770000,Gilbert N to R
,,,,,,
