Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
150, 902,D,Initial Reports          ,     107.500,    1.900000,FO G.truncatulinoides
,,,,,,
150, 902,D,Initial Reports          ,     180.900,    7.500000,Base N17-N18
,,,,,,
150, 902,D,Initial Reports          ,     184.150,   10.200000,Base N16-N17
,,,,,,
150, 902,D,Initial Reports          ,     597.020,   21.799999,Base N5
,,,,,,
150, 902,D,Initial Reports          ,     612.900,   27.600000,Base NP25-NN1
,,,,,,
150, 902,D,Initial Reports          ,     632.020,   29.400000,Base NP24-NP25
,,,,,,
150, 902,D,Initial Reports          ,     678.830,   37.099998,Base NP19-NP23
,,,,,,
