Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
126, 792,E,Initial Reports          ,     183.300,    3.400000,base of magnetic Anomaly 2A
,,,,,,
126, 792,E,Initial Reports          ,     183.700,    3.560000,LO R. pseudoumbilica
,,,,,,
126, 792,E,Initial Reports          ,     189.250,    3.700000,FO P. lacunosa
,,,,,,
126, 792,E,Initial Reports          ,     189.260,    5.300000,LO D. quinqueramus
,,,,,,
126, 792,E,Initial Reports          ,     207.900,    6.370000,top of normal between magnetic anomalies 3A & 4
,,,,,,
126, 792,E,Initial Reports          ,     217.900,    6.700000,top or magnetic Anomaly 4
,,,,,,
126, 792,E,Initial Reports          ,     218.600,    6.780000,base of 1st normal in magnetic Anomaly 4
,,,,,,
126, 792,E,Initial Reports          ,     252.400,    7.280000,base of 2nd normal in magnetic anomaly 4
,,,,,,
126, 792,E,Initial Reports          ,     274.100,    8.200000,FO D. berggrenii
,,,,,,
126, 792,E,Initial Reports          ,     274.200,    8.900000,LO D. hamatus
,,,,,,
126, 792,E,Initial Reports          ,     274.300,    8.920000,top of magnetic Anomaly 5
,,,,,,
126, 792,E,Initial Reports          ,     280.820,   10.000000,FO C/ calyculus
,,,,,,
126, 792,E,Initial Reports          ,     294.700,   10.800000,FO C. coalitus
,,,,,,
126, 792,E,Initial Reports          ,     329.280,   11.500000,FO D. kugleri
,,,,,,
126, 792,E,Initial Reports          ,     336.710,   11.890000,top of 2nd normal in magnetic Anomaly 5A
,,,,,,
126, 792,E,Initial Reports          ,     357.800,   13.200000,LO S. heteromorphus
,,,,,,
126, 792,E,Initial Reports          ,     357.900,   18.600000,LO S. belemnos
,,,,,,
126, 792,E,Initial Reports          ,     366.940,   20.500000,FO S. belemnos
,,,,,,
126, 792,E,Initial Reports          ,     406.100,   23.200001,FO D. druggii
,,,,,,
126, 792,E,Initial Reports          ,     406.200,   23.700001,LO R. bisecta
,,,,,,
126, 792,E,Initial Reports          ,     419.150,   26.860001,top of 1st normal in magnetic Anomaly 8
,,,,,,
126, 792,E,Initial Reports          ,     471.000,   28.150000,top of 1st normal in magnetic Anomaly 9
,,,,,,
126, 792,E,Initial Reports          ,     486.320,   28.200001,LO S. distentus
,,,,,,
126, 792,E,Initial Reports          ,     626.150,   28.740000,base of 1st normal in magnetic Anomaly 9
,,,,,,
126, 792,E,Initial Reports          ,     661.000,   28.799999,top of 2nd normal in magnetic Anomaly 9
,,,,,,
