leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
27,261,,QUATERNARY,,0.0,19.0,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
27,261,,LOWER PLIOCENE,,47.5,57.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
27,261,,UPPER MIOCENE,,95.0,104.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
27,261,,UPPER CRETACEOUS,,161.5,199.5,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
27,261,,CONIACIAN,ALBIAN,199.5,237.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   82,  108,   95,DSDP INITIAL REPORTS
27,261,,ALBIAN,APTIAN,247.0,275.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  110,  105,DSDP INITIAL REPORTS
27,261,,LOWER CRETACEOUS,,285.0,332.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
27,261,,APTIAN,,332.5,427.5,,NO AGE GIVEN,,NO AGE GIVEN,  108,  110,  109,DSDP INITIAL REPORTS
27,261,,LOWER CRETACEOUS,,437.0,446.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
27,261,,HAUTERIVIAN,VALANGINIAN,446.5,456.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
27,261,,VALANGINIAN,,465.5,509.7,,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
27,261,,TITHONIAN,,509.7,525.5,,NO AGE GIVEN,,NO AGE GIVEN,  135,  141,  138,DSDP INITIAL REPORTS
27,261,,KIMMERIDGIAN,,525.5,532.0,,NO AGE GIVEN,,NO AGE GIVEN,  138,  143,140.5,DSDP INITIAL REPORTS
27,261,,OXFORDIAN,,532.0,534.0,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
