leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
15,153,,MIDDLE PLIOCENE,,102.0,111.0,,NO AGE GIVEN,,NO AGE GIVEN,    3,    4,  3.5,DSDP INITIAL REPORTS
15,153,,UPPER MIOCENE,,198.0,216.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
15,153,,MIDDLE MIOCENE,,300.0,404.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
15,153,,LOWER MIOCENE,,404.5,412.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
15,153,,LOWER MIOCENE,UPPER OLIGOCENE,412.0,421.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
15,153,,MIDDLE OLIGOCENE,,499.0,508.0,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
15,153,,LOWER EOCENE,,563.0,572.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
15,153,,PALEOCENE,,586.0,587.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
15,153,,MIDDLE PALEOCENE,,587.5,609.0,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
15,153,,MIDDLE PALEOCENE,LOWER PALEOCENE,609.0,610.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   58,   65, 61.5,DSDP INITIAL REPORTS
15,153,,MAESTRICHTIAN,,610.0,656.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
15,153,,CRETACEOUS,,656.0,667.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,  135,  100,DSDP INITIAL REPORTS
15,153,,CONIACIAN,,667.0,740.0,,NO AGE GIVEN,,NO AGE GIVEN,   82,   86,   84,DSDP INITIAL REPORTS
15,153,,CRETACEOUS,,740.0,749.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,  135,  100,DSDP INITIAL REPORTS
15,153,,CONIACIAN,TURONIAN,749.0,758.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   82,   92,   87,DSDP INITIAL REPORTS
15,153,,TURONIAN,,758.0,767.0,,NO AGE GIVEN,,NO AGE GIVEN,   86,   92,   89,DSDP INITIAL REPORTS
