Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,comments
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_forams,Globorotalia plesiotumida,
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_forams,Globorotalia tosaensis,
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_forams,Globorotalia truncatulinoides,
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_forams,Globorotalia tumida,
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_forams,Globorotalia ungulata,
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_forams,Globoturborotalita apertura,
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_forams,Globoturborotalita woodi,
,,Neogloboquadrina,,,,acostaensis,,,,Neogloboquadrina acostaensis,planktic_forams,Neogloboquadrina acostaensis,
,,Neogloboquadrina,,,,dutertrei,,,,Neogloboquadrina dutertrei,planktic_forams,Neogloboquadrina dutertrei,
,,Neogloboquadrina,,,,incompta,,,,Neogloboquadrina incompta,planktic_forams,Neogloboquadrina incompta,
,,Neogloboquadrina,,,,pachyderma,,,,Neogloboquadrina pachyderma,planktic_forams,Neogloboquadrina pachyderma,
,,Orbulina,,,,bilobata,,,,Orbulina bilobata,planktic_forams,Orbulina bilobata,
,,Orbulina,,,,universa,,,,Orbulina universa,planktic_forams,Orbulina universa,
,,Pulleniatina,,,,obliquiloculata,,,,Pulleniatina obliquiloculata,planktic_forams,Pulleniatina obliquiloculata,
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams,Pulleniatina primalis,
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams,Sphaeroidinellopsis kochi,
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams,Sphaeroidinellopsis seminulina,
,,Turborotalita,,,,quinqueloba,,,,Turborotalita quinqueloba,planktic_forams,Turborotalita quinqueloba,
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_forams,Elphidid taxa,
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_forams,Astrorhizids,
Trochamminidae indet.,,,,,,,,,,Trochamminidae indet.,benthic_forams,Trochamminids,
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_forams,Discorbids,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolid taxa,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolids,
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_forams,Nodosariidae indet.,
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_forams,Nonionidae indet.,
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_forams,Abyssamina poagi,
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_forams,Abyssamina quadrata,
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_forams,Abyssammina spp.,
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_forams,Acervulina mabahethi,
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_forams,Adelosina dubia?,
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_forams,Alabamina cf. dissonata,
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_forams,Alabamina creta,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabamina dissonata,
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_forams,Alabamina sp.,
,,Alabamina,,,,tenuimarginata,,,,Alabamina tenuimarginata,benthic_forams,Alabamina tenuimarginata,
,,Alabaminella,,,,sp.,,,,Alabaminella sp.,benthic_forams,Alabaminella sp.,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabaminella weddellensis,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabammina dissonata,
,,Alabamina,,,,spp.,,,,Alabamina spp.,benthic_forams,Alabammina spp.,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabamminella weddellensis,
,,Allomorphina,,,,conica,,,,Allomorphina conica,benthic_forams,Allomorphina conica,
,,Allomorphina,,,,pacifica,,,,Allomorphina pacifica,benthic_forams,Allomorphina pacifica,
,,Allomorphina,,,,polonica,,,,Allomorphina polonica,benthic_forams,Allomorphina polonica,
,,Allomorphina,,,,velascoensis,,,,Allomorphina velascoensis,benthic_forams,Allomorphina velascoensis,
,,Allomorphina,,,,whangaia,,,,Allomorphina whangaia,benthic_forams,Allomorphina whangaia,
,,Ammobaculites,,,,agglutinans,,,,Ammobaculites agglutinans,benthic_forams,Ammobaculites agglutinans,
,,Ammobaculites,,,,filiformis,,,,Ammobaculites filiformis,benthic_forams,Ammobaculites filiformis,
,,Ammobaculites,,,,sp.,,,,Ammobaculites sp.,benthic_forams,Ammobaculites sp.,
,,Ammobaculites,,,,wallalensis,,,,Ammobaculites wallalensis,benthic_forams,Ammobaculites wallalensis,
,,Ammodiscus,,,,cretaceus,,,,Ammodiscus cretaceus,benthic_forams,Ammodiscus cretaceus,
,,Ammodiscus,,,,sp.,,,,Ammodiscus sp.,benthic_forams,Ammodiscus sp.,
,,Ammodiscus,,,,spp.,,,,Ammodiscus spp.,benthic_forams,Ammodiscus spp.,
,,Ammoelphidiella,,,,pustulosa,,,,Ammoelphidiella pustulosa,benthic_forams,Ammoelphidiella pustulosa,
,,Ammoelphidiella,,,,sp.,,,,Ammoelphidiella sp.,benthic_forams,Ammoelphidiella sp.,
,,Ammoelphidiella,,,,uniforamina,,,,Ammoelphidiella uniforamina,benthic_forams,Ammoelphidiella uniforamina,
,,Ammoglobigerina,,,,sp.,,,,Ammoglobigerina sp.,benthic_forams,Ammoglobigerina sp.,
,,Ammonia,,,,beccarii,,,,Ammonia beccarii,benthic_forams,Ammonia beccarii,
,,Ammonia,,,,sp.,,,,Ammonia sp.,benthic_forams,Ammonia sp.,
,,Ammonia,,,,spp.,,,,Ammonia spp.,benthic_forams,Ammonia spp.,
,,Ammonia,,,,tepida,,,,Ammonia tepida,benthic_forams,Ammonia tepida,
,,Ammosphaeroidina,,,,sp.,,,,Ammosphaeroidina sp.,benthic_forams,Ammoshpaeroidina,
,,Ammosphaeroidina,,,,pseudopauciloculata,,,,Ammosphaeroidina pseudopauciloculata,benthic_forams,Ammosphaeroidina pseudopauciloculata,
,,Amphicoryna,,,,scalaris,,,,Amphicoryna scalaris,benthic_forams,Amphicoryna scalaris,
,,Amphicoryna,,,,separans,,,,Amphicoryna separans,benthic_forams,Amphicoryna separans,
,,Amphicoryna,,,,sp.,,,,Amphicoryna sp.,benthic_forams,Amphicoryna sp.,
,,Amphicoryna,,,,spp.,,,,Amphicoryna spp.,benthic_forams,Amphicoryna spp.,
,,Amphisorus,,,,hemprichii,,,,Amphisorus hemprichii,benthic_forams,Amphisorus hemprichii,
,,Amphistegina,,,,bicirculata,,,,Amphistegina bicirculata,benthic_forams,Amphistegina bicirculata,
,,Amphistegina,,,,hauerina,,,,Amphistegina hauerina,benthic_forams,Amphistegina hauerina,
,,Amphistegina,,,,lessonii,,,,Amphistegina lessonii,benthic_forams,Amphistegina lessonii,
,,Amphistegina,,,,lobifera,,,,Amphistegina lobifera,benthic_forams,Amphistegina lobifera,
,,Amphistegina,,,,papillosa,,,,Amphistegina papillosa,benthic_forams,Amphistegina papillosa,
,,Amphistegina,,,,radiata,,,,Amphistegina radiata,benthic_forams,Amphistegina radiata,
,,Amphistegina,,,,sp.,,,,Amphistegina sp.,benthic_forams,Amphistegina sp.,
,,Amphistegina,,,,spp.,,,,Amphistegina spp.,benthic_forams,Amphistegina spp.,
,,Angulogerina,,,aff.,fueguina,,,,Angulogerina aff. fueguina,benthic_forams,Angulogerina aff. fueguina,
,,Angulogerina,,,,angulosa,,,,Angulogerina angulosa,benthic_forams,Angulogerina angulosa,
,,Angulogerina,,,,earlandi,,,,Angulogerina earlandi,benthic_forams,Angulogerina earlandi,
,,Angulogerina,,,,fluens,,,,Angulogerina fluens,benthic_forams,Angulogerina fluens,
,,Angulogerina,,,,pauperata,,,,Angulogerina pauperata,benthic_forams,Angulogerina pauperata,
,,Annectina,,,,sp.,,,,Annectina sp.,benthic_forams,Annectina sp.,
,,Anomalina,,,,aotea,,,,Anomalina aotea,benthic_forams,Anomalina aotea,
,,Anomalina,,,,indica,,,,Anomalina indica,benthic_forams,Anomalina indica,
,,Anomalina,,,,praeacuta,,,,Anomalina praeacuta,benthic_forams,Anomalina praeacuta,
,,Anomalina,,,,sp.,,,,Anomalina sp.,benthic_forams,Anomalina sp.,
,,Anomalina,,,,spp.,,,,Anomalina spp.,benthic_forams,Anomalina spp.,
,,Anomalina,,,,visenda,,,,Anomalina visenda,benthic_forams,Anomalina visenda,
,,Anomalinoides,,,,acutus,,,,Anomalinoides acutus,benthic_forams,Anomalinoides acutus,
,,Anomalinoides,,,,affinis,,,,Anomalinoides affinis,benthic_forams,Anomalinoides affinis,
,,Anomalinoides,,,,ammonoides,,,,Anomalinoides ammonoides,benthic_forams,Anomalinoides ammonoides,
,,Anomalinoides,,,,capitatus,,,,Anomalinoides capitatus,benthic_forams,Anomalinoides capitatus,
,,Anomalinoides,,,,fasciatus,,,,Anomalinoides fasciatus,benthic_forams,Anomalinoides fasciatus,
,,Anomalinoides,,,,globosus,,,,Anomalinoides globosus,benthic_forams,Anomalinoides globosus,
,,Anomalinoides,,,,globulosus,,,,Anomalinoides globulosus,benthic_forams,Anomalinoides globulosus,
,,Anomalinoides,,,,orbiculus,,,,Anomalinoides orbiculus,benthic_forams,Anomalinoides orbiculus,
,,Anomalinoides,,,,piripaua,,,,Anomalinoides piripaua,benthic_forams,Anomalinoides piripaua,
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_forams,Anomalinoides rubiginosus,
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_forams,Anomalinoides rubignosus,
,,Anomalinoides,,,,semicribratus,,,,Anomalinoides semicribratus,benthic_forams,Anomalinoides semicribratus,
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_forams,Anomalinoides sp.,
,,Anomalinoides,,,,sp. 1,,,,Anomalinoides sp. 1,benthic_forams,Anomalinoides sp. 1,
,,Anomalinoides,,,,spissiformis,,,,Anomalinoides spissiformis,benthic_forams,Anomalinoides spissiformis,
,,Anomalinoides,,,,spp.,,,,Anomalinoides spp.,benthic_forams,Anomalinoides spp.,
,,Antarcticella,,,,antarctica,,,,Antarcticella antarctica,benthic_forams,Antarcticella antarctica,
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams,Aragonia,
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_forams,Aragonia aragonensis,
,,Aragonia,,,,materna,,kugleri,,Aragonia materna kugleri,benthic_forams,Aragonia materna kugleri,
,,Aragonia,,,,ouezzanensis,,,,Aragonia ouezzanensis,benthic_forams,Aragonia ouezzanensis,
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams,Aragonia sp.,
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_forams,Aragonia sp. 1,
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_forams,Aragonia tenera,
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_forams,Aragonia zelandica,
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_forams,Arenobulimina ?,
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_forams,Arenobulimina sp.,
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_forams,Arenobulimina truncata,
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_forams,Arenodosaria antipoda,
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_forams,Articulina alticostata,
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_forams,Articulina cf. tubulosa,
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_forams,Articulina pacifica,
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_forams,Aschemonella spp.,
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_forams,Astacolus crepidulus,
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_forams,Astacolus parallelus,
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_forams,Astacolus sp.,
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_forams,Astacolus spp.,
,,Astacolus,,,,bradyi,,,,Astacolus bradyi,benthic_forams,Astalocus bradyi,
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_forams,Asterigerina planorbis,
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_forams,Asterigerina sp.,
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_forams,Asterigerina spp.,
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_forams,Asterigerinata sp.,
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_forams,Asterorotalia gaimardii,
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_forams,Astrononion antarcticus,
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams,Astrononion echolsi,
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_forams,Astrononion parki,
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,Astrononion sp.,
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_forams,Astrononion spp.,
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_forams,Awhea spp.,
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_forams,Baculogypsina sphaerulata,
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_forams,Bathysiphon sp.,
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_forams,Berthelina  intermedia,
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_forams,Berthelina sp. 2,
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_forams,Bigenerina nodosaria,
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigenerina sp.,
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_forams,Bigenerina spp.,
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigerenina sp.,
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_forams,Biloculina sp.,
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams,Biloculinella sp.,
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_forams,Bolivina alata,
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_forams,Bolivina aliformis,
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_forams,Bolivina argentea,
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_forams,Bolivina byramensis,
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_forams,Bolivina cf. robusta,
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_forams,Bolivina decussata,
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_forams,Bolivina glutinata,
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_forams,Bolivina huneri,
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_forams,Bolivina incrassata,
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_forams,Bolivina interjuncta var. bicostata,
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_forams,Bolivina lapsus,
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_forams,Bolivina minuta,
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_forams,Bolivina ordinaria,
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_forams,Bolivina pacifica,
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_forams,Bolivina pusilla,
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_forams,Bolivina reticulata,
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_forams,Bolivina robusta,
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_forams,Bolivina seminuda,
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_forams,Bolivina semitruncata,
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_forams,Bolivina sp.,
,,Bolivina,,,cf. ,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_forams,Bolivina sp. (crenulate),
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_forams,Bolivina sp. (smooth flat),
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_forams,Bolivina spathulata,
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_forams,Bolivina spissa,
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_forams,Bolivina spp.,
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_forams,Bolivina striatula,
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolivina subaenariensis,
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_forams,Bolivina translucens,
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_forams,Bolivinella elegans,
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_forams,Bolivinellina translucens,
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_forams,Bolivinita elegantissima,
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_forams,Bolivinita pliozea,
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_forams,Bolivinita pohana,
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_forams,Bolivinita quadrilatera,
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_forams,Bolivinopsis compta,
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_forams,Bolvina pseudoplicata,
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolvina subaenariensis,
,,Borelis,,,,melo,,,,Borelis melo,benthic_forams,Borelis melo,
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_forams,Borelis spp.,
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_forams,Brizalina alata,
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_forams,Brizalina cf. difformis,
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_forams,Brizalina cf. dilatata,
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_forams,Brizalina dilatata,
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_forams,Brizalina earlandi,
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_forams,Brizalina pacifica,
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_forams,Brizalina pusilla,
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_forams,Brizalina semilineata,
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_forams,Brizalina sp.,
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_forams,Brizalina spathulata,
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams,Brizalina spp.,
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_forams,Brizalina striatula,
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_forams,Buccella frigida,
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_forams,Buccella inusitata,
,,Buccella ,,,,sp.,,,,Buccella sp.,benthic_forams,Buccella sp.,
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_forams,Bulbobaculites ?,
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_forams,Bulbobaculites problematicus,
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_forams,Bulbobaculites sp.,
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_forams,Bulimina acanthia,
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_forams,Bulimina aculeata,
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_forams,Bulimina alazanensis,
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_forams,Bulimina barbata,
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_forams,Bulimina bortonica,
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_forams,Bulimina cf. alazanensis,
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_forams,Bulimina costata,
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_forams,Bulimina elongata,
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_forams,Bulimina forticosta,
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_forams,Bulimina gibba,
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_forams,Bulimina glomarchallengeri,
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_forams,Bulimina impendens,
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_forams,Bulimina inflata,
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_forams,Bulimina jarvisi,
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_forams,Bulimina macilenta,
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_forams,Bulimina marginata,
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_forams,Bulimina mexicana,
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_forams,Bulimina midwayensis,
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_forams,Bulimina miolaevis,
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_forams,Bulimina pupoides,
