Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
,,Reticulofenestra,,,,circus,,,,Reticulofenestra circus,nannofossils,Reticulofenestra circus,,
,,Amaurolithus,,,,delicatus,,,,Amaurolithus delicatus,nannofossils,Amaurolithus delicatus,,
,,Amaurolithus,,,,primus,,,,Amaurolithus primus,nannofossils,Amaurolithus primus,,
,,Amaurolithus,,,,tricorniculatus,,,,Amaurolithus tricorniculatus,nannofossils,Amaurolithus tricorniculatus,,
,,Braarudosphaera,,,,bigelowii,,,,Braarudosphaera bigelowii,nannofossils,Braarudosphaera bigelowii,,
,,Calcidiscus,,,,leptoporus,,,,Calcidiscus leptoporus,nannofossils,Calcidiscus leptoporus,,
,,Calcidiscus,,,,macintyrei,,,,Calcidiscus macintyrei,nannofossils,Calcidiscus macintyrei,,
,,Calcidiscus,,,,premacintyrei,,,,Calcidiscus premacintyrei,nannofossils,Calcidiscus premacintyrei,,
,,Calcidiscus,,,,tropicus,,,,Calcidiscus tropicus,nannofossils,Calcidiscus tropicus,,
,,Catinaster,,,,calyculus,,,,Catinaster calyculus,nannofossils,Catinaster calyculus,,
,,Catinaster,,,,coalitus,,,,Catinaster coalitus,nannofossils,Catinaster coalitus,,
,,Ceratolithus,,,,acutus,,,,Ceratolithus acutus,nannofossils,Ceratolithus acutus,,
,,Ceratolithus,,,,cristatus,,,,Ceratolithus cristatus,nannofossils,Ceratolithus cristatus,,
,,Clausicoccus,,,,subdistichus,,,,Clausicoccus subdistichus,nannofossils,Clausicoccus subdistichus,,
,,Coccolithus,,,,miopelagicus,,,,Coccolithus miopelagicus,nannofossils,Coccolithus miopelagicus,,
,,Coccolithus,,,,pelagicus,,,,Coccolithus pelagicus,nannofossils,Coccolithus pelagicus,,
,,Coronocyclus,,,,nitescens,,,,Coronocyclus nitescens,nannofossils,Coronocyclus nitescens,,
,,Cyclicargolithus,,,,abisectus,,,,Cyclicargolithus abisectus,nannofossils,Cyclicargolithus abisectus,,
,,Discoaster,,,,asymmetricus,,,,Discoaster asymmetricus,nannofossils,Discoaster asymmetricus,,
,,Discoaster,,,,berggrenii,,,,Discoaster berggrenii,nannofossils,Discoaster berggrenii,,
,,Discoaster,,,,bollii,,,,Discoaster bollii,nannofossils,Discoaster bollii,,
,,Discoaster,,,,brouweri,,,,Discoaster brouweri,nannofossils,Discoaster brouweri,,
,,Discoaster,,,,deflandrei,,,,Discoaster deflandrei,nannofossils,Discoaster deflandrei,,
,,Discoaster,,,,druggii,,,,Discoaster druggii,nannofossils,Discoaster druggii,,
,,Discoaster,,,,hamatus,,,,Discoaster hamatus,nannofossils,Discoaster hamatus,,
,,Discoaster,,,,kugleri,,,,Discoaster kugleri,nannofossils,Discoaster kugleri,,
,,Discoaster,,,,moorei,,,,Discoaster moorei,nannofossils,Discoaster moorei,,
,,Discoaster,,,,neohamatus,,,,Discoaster neohamatus,nannofossils,Discoaster neohamatus,,
