leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
22,216,,PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
22,216,,PLIOCENE,,44.5,54.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
22,216,,UPPER MIOCENE,,82.5,92.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
22,216,,MIDDLE MIOCENE,,120.5,160.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
22,216,,LOWER MIOCENE,,160.0,177.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
22,216,,UPPER OLIGOCENE,,177.5,215.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
22,216,,OLIGOCENE,,215.5,257.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
22,216,,UPPER EOCENE,,257.5,272.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
22,216,,UPPER EOCENE,,272.5,273.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
22,216,,MIDDLE EOCENE,,273.5,286.2,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
22,216,,LOWER EOCENE,,286.2,290.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
22,216,,PALEOCENE,,291.5,320.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
22,216,,MIDDLE PALEOCENE,,320.0,329.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
22,216,,PALEOCENE,,329.5,331.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,DSDP INITIAL REPORTS
22,216,,CRETACEOUS,MAESTRICHTIAN,331.0,339.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
22,216,,MAESTRICHTIAN,,339.0,453.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
