leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
29,277,,UPPER PLEISTOCENE,,0.0,3.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
29,277,,LOWER PLEISTOCENE,,3.0,4.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
29,277,,UPPER OLIGOCENE,MIDDLE OLIGOCENE,4.5,83.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5,   32,27.25,DSDP INITIAL REPORTS
29,277,,MIDDLE OLIGOCENE,,83.0,136.5,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
29,277,,LOWER OLIGOCENE,,136.5,187.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
29,277,,UPPER EOCENE,,187.5,254.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
29,277,,MIDDLE EOCENE,,254.0,387.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
29,277,,MIDDLE EOCENE,LOWER EOCENE,387.0,415.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
29,277,,LOWER EOCENE,,415.5,444.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
29,277,,UPPER PALEOCENE,,444.0,463.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
29,277,,MIDDLE PALEOCENE,,463.0,472.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
