Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1425D-1H-3-A,109,126,4.09,4.26,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,3,A,19
346-U1425D-1H-3-A,126,134,4.26,4.34,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,3,A,20
346-U1425D-1H-3-A,134,150,4.34,4.5,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,3,A,21
346-U1425D-1H-4-A,0,28,4.5,4.78,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,4,A,22
346-U1425D-1H-4-A,28,54,4.78,5.04,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,4,A,23
346-U1425D-1H-4-A,54,58,5.04,5.08,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,4,A,24
346-U1425D-1H-4-A,58,60,5.08,5.1,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,4,A,25
346-U1425D-1H-4-A,60,65,5.1,5.15,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,4,A,26
346-U1425D-1H-CC-A,0,13,5.15,5.28,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,1,H,CC,A,27
346-U1425D-2H-1-A,0,19,5.3,5.49,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,28
346-U1425D-2H-1-A,19,88,5.49,6.18,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,29
346-U1425D-2H-1-A,88,102,6.18,6.32,,silty clay ,,silty clay ,,,,mottling ,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,30
346-U1425D-2H-1-A,102,103,6.32,6.33,,tephra ,,tephra ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,31
346-U1425D-2H-1-A,103,104,6.33,6.34,,silty clay ,,silty clay ,,,,mottling ,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,32
346-U1425D-2H-1-A,104,142,6.34,6.72,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,33
346-U1425D-2H-1-A,142,150,6.72,6.8,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,1,A,34
346-U1425D-2H-2-A,0,21,6.8,7.01,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,2,A,35
346-U1425D-2H-2-A,21,53,7.01,7.33,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,2,A,36
346-U1425D-2H-2-A,53,150,7.33,8.3,,clay ,,clay ,,,,color banding,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,2,A,37
346-U1425D-2H-3-A,0,33,8.3,8.63,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,38
346-U1425D-2H-3-A,33,46,8.63,8.76,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,39
346-U1425D-2H-3-A,46,69,8.76,8.99,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,40
346-U1425D-2H-3-A,69,74,8.99,9.04,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,41
346-U1425D-2H-3-A,74,109,9.04,9.39,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,42
346-U1425D-2H-3-A,109,119,9.39,9.49,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,43
346-U1425D-2H-3-A,119,150,9.49,9.8,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,3,A,44
346-U1425D-2H-4-A,0,19,9.8,9.99,,clay ,,clay ,,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,45
346-U1425D-2H-4-A,19,27,9.99,10.07,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,46
346-U1425D-2H-4-A,27,38,10.07,10.18,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,47
346-U1425D-2H-4-A,38,50,10.18,10.3,,clay ,,clay ,,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,48
346-U1425D-2H-4-A,50,64,10.3,10.44,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,49
346-U1425D-2H-4-A,64,65,10.44,10.45,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,50
346-U1425D-2H-4-A,65,67,10.45,10.47,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,51
346-U1425D-2H-4-A,67,87,10.47,10.67,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,52
346-U1425D-2H-4-A,87,93,10.67,10.73,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,53
346-U1425D-2H-4-A,93,107,10.73,10.87,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,54
346-U1425D-2H-4-A,107,114,10.87,10.94,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,55
346-U1425D-2H-4-A,114,150,10.94,11.3,,clay [Leg210],,clay ,,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,4,A,56
346-U1425D-2H-5-A,0,41,11.3,11.71,,clay ,,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,57
346-U1425D-2H-5-A,32,40,11.62,11.7,,,,,,,,mottling [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,D,2,H,5,A,58
346-U1425D-2H-5-A,41,42,11.71,11.72,,tephra [FS84],,tephra ,vitric,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,59
346-U1425D-2H-5-A,42,46,11.72,11.76,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,60
346-U1425D-2H-5-A,46,61,11.76,11.91,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,61
346-U1425D-2H-5-A,61,62,11.91,11.92,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,62
346-U1425D-2H-5-A,62,140,11.92,12.7,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,63
346-U1425D-2H-5-A,140,142,12.7,12.72,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,64
346-U1425D-2H-5-A,142,150,12.72,12.8,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,5,A,65
346-U1425D-2H-6-A,0,28,12.8,13.08,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,66
346-U1425D-2H-6-A,28,48,13.08,13.28,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,67
346-U1425D-2H-6-A,48,51,13.28,13.31,,sand [Leg210],,sand ,,,,normal grading,N 5 (gray),,,,,,,,,,,,,,,,,sand ,sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,68
346-U1425D-2H-6-A,51,58,13.31,13.38,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,69
346-U1425D-2H-6-A,58,62,13.38,13.42,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,70
346-U1425D-2H-6-A,62,76,13.42,13.56,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,71
346-U1425D-2H-6-A,76,81,13.56,13.61,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,72
346-U1425D-2H-6-A,81,94,13.61,13.74,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,73
346-U1425D-2H-6-A,94,96.5,13.74,13.765,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,74
346-U1425D-2H-6-A,96.5,97,13.765,13.77,,tephra [FS84],,tephra ,vitric,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,75
346-U1425D-2H-6-A,97,98,13.77,13.78,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,76
346-U1425D-2H-6-A,98,120,13.78,14,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,77
346-U1425D-2H-6-A,120,131,14,14.11,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,6,A,78
346-U1425D-2H-7-A,0,53,14.11,14.64,,clay [Leg210],,clay ,,,,color banding,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,7,A,79
346-U1425D-2H-CC-A,0,13,14.64,14.77,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,2,H,CC,A,80
346-U1425D-3H-1-A,0,70,14.8,15.5,,clay [Leg210],,clay ,,,,,10G 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,1,A,81
346-U1425D-3H-1-A,70,150,15.5,16.3,,clay [Leg210],,clay ,,,,lamination,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,1,A,82
346-U1425D-3H-2-A,0,6,16.3,16.36,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,83
346-U1425D-3H-2-A,6,24,16.36,16.54,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,84
346-U1425D-3H-2-A,24,34,16.54,16.64,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,85
346-U1425D-3H-2-A,34,46,16.64,16.76,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,86
346-U1425D-3H-2-A,46,66,16.76,16.96,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,87
346-U1425D-3H-2-A,66,70,16.96,17,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,88
346-U1425D-3H-2-A,70,150,17,17.8,,clay [Leg210],,clay ,,,,,10GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,2,A,89
346-U1425D-3H-2-A,76,77,17.06,17.07,,,,,scoria,trace amount,1,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,D,3,H,2,A,90
346-U1425D-3H-2-A,130,132,17.6,17.62,,,,,pumice,volcaniclastic-bearing,2,,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,D,3,H,2,A,91
346-U1425D-3H-3-A,0,44,17.8,18.24,,clay [Leg210],,clay ,,,,mottling [BJ80],10GY 6/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1425,D,3,H,3,A,92
