Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
346-U1424A-1H-2-A,102,150,2.52,3,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,2,A,10
346-U1424A-1H-3-A,0,24,3,3.24,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,11
346-U1424A-1H-3-A,24,28,3.24,3.28,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,12
346-U1424A-1H-3-A,28,41,3.28,3.41,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,13
346-U1424A-1H-3-A,41,44,3.41,3.44,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,14
346-U1424A-1H-3-A,44,88,3.44,3.88,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,15
346-U1424A-1H-3-A,88,98,3.88,3.98,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,16
346-U1424A-1H-3-A,98,104,3.98,4.04,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,17
346-U1424A-1H-3-A,104,106,4.04,4.06,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,18
346-U1424A-1H-3-A,106,110,4.06,4.1,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,19
346-U1424A-1H-3-A,110,111,4.1,4.11,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,20
346-U1424A-1H-3-A,111,150,4.11,4.5,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,21
346-U1424A-1H-4-A,0,15,4.5,4.65,,clay ,,clay ,,,,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,22
346-U1424A-1H-4-A,15,24.5,4.65,4.745,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,23
346-U1424A-1H-4-A,24.5,25.5,4.745,4.755,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,24
346-U1424A-1H-4-A,25.5,36,4.755,4.86,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,25
346-U1424A-1H-4-A,36,45,4.86,4.95,foraminifer rich,silty clay ,with nannofossils ,foraminifer rich silty clay  with nannofossils ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,26
346-U1424A-1H-4-A,45,150,4.95,6,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,27
346-U1424A-1H-5-A,0,5,6,6.05,,clay ,,clay ,,,,lamination,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,28
346-U1424A-1H-5-A,5,6,6.05,6.06,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,29
346-U1424A-1H-5-A,6,25,6.06,6.25,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,30
346-U1424A-1H-5-A,25,51,6.25,6.51,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,31
346-U1424A-1H-5-A,51,65,6.51,6.65,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,32
346-U1424A-1H-CC-A,0,15,6.65,6.8,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,CC,A,33
346-U1424A-2H-1-A,0,9,6.8,6.89,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,34
346-U1424A-2H-1-A,9,16,6.89,6.96,,silty clay ,,silty clay ,,,,,10R 3/1 (dark reddish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,35
346-U1424A-2H-1-A,16,59,6.96,7.39,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,36
346-U1424A-2H-1-A,59,64,7.39,7.44,,silty clay ,,silty clay ,,,,layering,10YR 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,37
346-U1424A-2H-1-A,64,96,7.44,7.76,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,38
346-U1424A-2H-1-A,96,98,7.76,7.78,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,39
346-U1424A-2H-1-A,98,114,7.78,7.94,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,40
346-U1424A-2H-1-A,114,119,7.94,7.99,,silty clay ,,silty clay ,,,,,10YR 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,41
346-U1424A-2H-1-A,119,137,7.99,8.17,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,42
346-U1424A-2H-1-A,137,150,8.17,8.3,,clay ,,clay ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,43
346-U1424A-2H-2-A,0,8,8.3,8.38,,silty clay ,,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,44
346-U1424A-2H-2-A,8,10,8.38,8.4,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,45
346-U1424A-2H-2-A,10,12,8.4,8.42,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,46
346-U1424A-2H-2-A,12,32,8.42,8.62,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,47
346-U1424A-2H-2-A,32,36,8.62,8.66,,silty clay ,,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,48
346-U1424A-2H-2-A,35,36,8.65,8.66,,,,,pumice,trace amount,1,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,49
346-U1424A-2H-2-A,36,141,8.66,9.71,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,50
346-U1424A-2H-2-A,141,146,9.71,9.76,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,51
346-U1424A-2H-2-A,146,150,9.76,9.8,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,52
346-U1424A-2H-3-A,0,12,9.8,9.92,,clay [Leg210],,clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,53
346-U1424A-2H-3-A,12,94,9.92,10.74,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,54
346-U1424A-2H-3-A,94,96,10.74,10.76,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,55
346-U1424A-2H-3-A,96,129,10.76,11.09,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,56
346-U1424A-2H-3-A,129,131,11.09,11.11,,silty clay ,,silty clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,57
346-U1424A-2H-3-A,131,150,11.11,11.3,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,58
346-U1424A-2H-4-A,0,4,11.3,11.34,,tephra [FS84],,tephra ,vitric,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,59
346-U1424A-2H-4-A,4,11,11.34,11.41,,clay [Leg210],,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,60
346-U1424A-2H-4-A,11,15,11.41,11.45,,silty clay [MMK88],,silty clay ,,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,61
346-U1424A-2H-4-A,15,29,11.45,11.59,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,62
346-U1424A-2H-4-A,29,35,11.59,11.65,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,63
346-U1424A-2H-4-A,35,48,11.65,11.78,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,64
346-U1424A-2H-4-A,48,52,11.78,11.82,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,65
346-U1424A-2H-4-A,52,75,11.82,12.05,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,66
346-U1424A-2H-4-A,75,79,12.05,12.09,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,67
346-U1424A-2H-4-A,79,150,12.09,12.8,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,68
346-U1424A-2H-5-A,0,30,12.8,13.1,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,69
346-U1424A-2H-5-A,30,38,13.1,13.18,,clay [Leg210],,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,70
346-U1424A-2H-5-A,36,37,13.16,13.17,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,71
346-U1424A-2H-5-A,38,42,13.18,13.22,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,72
346-U1424A-2H-5-A,42,44,13.22,13.24,,silty clay [MMK88],,silty clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,73
346-U1424A-2H-5-A,44,114,13.24,13.94,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,74
346-U1424A-2H-5-A,114,117,13.94,13.97,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,75
346-U1424A-2H-5-A,117,139,13.97,14.19,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,76
346-U1424A-2H-5-A,139,144,14.19,14.24,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,77
346-U1424A-2H-5-A,144,150,14.24,14.3,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,78
346-U1424A-2H-6-A,0,6,14.3,14.36,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,79
346-U1424A-2H-6-A,6,7,14.36,14.37,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,80
346-U1424A-2H-6-A,7,9,14.37,14.39,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,81
346-U1424A-2H-6-A,9,116,14.39,15.46,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,82
346-U1424A-2H-6-A,116,117,15.46,15.47,clayey [Leg339],tephra [FS84],,clayey  tephra ,,,,,N 6 (gray),,,,,,,,,,,,,,,,,clayey   tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,83
346-U1424A-2H-6-A,117,122,15.47,15.52,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,84
346-U1424A-2H-7-A,0,4,15.52,15.56,,clay [Leg210],,clay ,,,,,5Y 4/4 (olive),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,85
346-U1424A-2H-7-A,4,14,15.56,15.66,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,86
346-U1424A-2H-7-A,14,15,15.66,15.67,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,87
346-U1424A-2H-7-A,15,24,15.67,15.76,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,88
346-U1424A-2H-7-A,24,33,15.76,15.85,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,89
346-U1424A-2H-7-A,33,36,15.85,15.88,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,90
346-U1424A-2H-7-A,36,39,15.88,15.91,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,91
346-U1424A-2H-7-A,39,59,15.91,16.11,,clay [Leg210],with foraminifers [Leg339],clay  with foraminifers ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,92
346-U1424A-2H-7-A,59,66,16.11,16.18,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,93
346-U1424A-2H-7-A,66,71,16.18,16.23,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,94
346-U1424A-2H-CC-A,0,22,16.23,16.45,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,CC,A,95
