Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-26R-2-A,0.0,150.0,221.68,223.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,2,A,,,
371-U1509A-26R-3-A,0.0,150.0,223.18,224.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,3,A,,,
371-U1509A-26R-4-A,0.0,150.0,224.68,226.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,4,A,,,
371-U1509A-26R-5-A,0.0,150.0,226.18,227.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,5,A,,,
371-U1509A-26R-6-A,0.0,150.0,227.68,229.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,6,A,,,
371-U1509A-26R-7-A,0.0,107.0,229.18,230.25,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Few cm to decimeter scale color banding of greenish gray to gray are observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,7,A,,,
371-U1509A-26R-8-A,0.0,53.0,230.25,230.78,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Few cm to decimeter scale color banding of greenish gray to gray are observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,8,A,,,
371-U1509A-27R-1-A,0.0,150.0,230.9,232.4,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,27,R,1,A,,,
371-U1509A-27R-2-A,0.0,140.0,232.4,233.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,27,R,2,A,,,
371-U1509A-27R-3-A,0.0,98.0,233.9,234.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,27,R,3,A,,,
371-U1509A-28R-1-A,0.0,150.0,240.5,242.0,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae dip ~20 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,1,A,,,
371-U1509A-28R-2-A,0.0,150.0,242.0,243.5,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae dip ~5-10 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,2,A,,,
371-U1509A-28R-3-A,0.0,140.0,243.5,244.9,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Large pyrite bleb at 148 cm. Common green laminae dip ~5-10 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,3,A,,,
371-U1509A-28R-4-A,0.0,150.0,244.9,246.4,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~5 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,4,A,,,
371-U1509A-28R-5-A,0.0,150.0,246.4,247.9,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,5,A,,,
371-U1509A-28R-6-A,0.0,68.0,247.9,248.58,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,28,R,6,A,,,
371-U1509A-29R-1-A,0.0,154.0,250.1,251.64,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,1,A,,,
371-U1509A-29R-2-A,0.0,150.0,251.64,253.14,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green and black laminae. dip = 20deg,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,2,A,,,
371-U1509A-29R-3-A,0.0,150.0,253.14,254.64,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green and black laminae. dip = 20deg,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,3,A,,,
371-U1509A-29R-4-A,0.0,150.0,254.64,256.14,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green and black laminae. dip = 20deg,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,4,A,,,
371-U1509A-29R-5-A,0.0,89.5,256.14,257.035,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green and black laminae. dip = 20deg. bottom is inclined (20deg dip),color boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,5,A,,,
371-U1509A-29R-5-A,89.5,150.0,257.035,257.64,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,clay,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green and black laminae. dip = 20deg,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,5,A,,,
371-U1509A-29R-6-A,0.0,140.0,257.64,259.04,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,clay,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,6,A,,,
371-U1509A-29R-7-A,0.0,67.0,259.14,259.81,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,clay,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,7,A,,,
371-U1509A-29R-CC-A,0.0,12.0,259.81,259.93,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,clay,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,,371,U1509,A,29,R,CC,A,,,
371-U1509A-30R-1-A,0.0,150.0,259.7,261.2,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,1,A,,,
371-U1509A-30R-2-A,0.0,125.0,261.2,262.45,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,2,A,,,
371-U1509A-30R-3-A,0.0,150.0,262.45,263.95,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,3,A,,,
371-U1509A-30R-4-A,0.0,150.0,263.95,265.45,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,4,A,,,
371-U1509A-30R-5-A,0.0,105.0,265.45,266.5,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,5,A,,,
371-U1509A-30R-6-A,0.0,61.0,266.5,267.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,6,A,,,
371-U1509A-30R-CC-A,0.0,24.0,267.11,267.35,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,foraminifers,radiolarians,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Darker laminae dip ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,30,R,CC,A,,,
371-U1509A-31R-1-A,0.0,150.0,269.3,270.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Darker laminae dip ~20 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,1,A,,,
371-U1509A-31R-2-A,0.0,138.0,270.8,272.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,vey thin cracks dip ~30 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,2,A,,,
371-U1509A-31R-3-A,0.0,148.0,272.18,273.66,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Darker laminae dip ~40 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,3,A,,,
371-U1509A-31R-4-A,0.0,150.0,273.66,275.16,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,tilted bioturbations dip ~40 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,4,A,,,
371-U1509A-31R-5-A,0.0,150.0,275.16,276.66,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,tilted bioturbations dip ~40 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,5,A,,,
371-U1509A-31R-6-A,0.0,118.0,276.66,277.84,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,6,A,,,
371-U1509A-31R-7-A,0.0,81.0,277.99,278.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,31,R,7,A,,,
371-U1509A-32R-1-A,0.0,145.0,278.9,280.35,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,1,A,,,
371-U1509A-32R-2-A,0.0,153.0,280.35,281.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,2,A,,,
371-U1509A-32R-3-A,0.0,150.0,281.88,283.38,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,3,A,,,
371-U1509A-32R-4-A,0.0,111.0,283.38,284.49,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,4,A,,,
371-U1509A-32R-4-A,111.0,150.0,284.49,284.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,4,A,,,
371-U1509A-32R-5-A,0.0,66.0,284.88,285.54,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,5,A,,,
371-U1509A-32R-5-A,66.0,150.0,285.54,286.38,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,5,A,,,
371-U1509A-32R-6-A,0.0,63.0,286.38,287.01,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,6,A,,,
371-U1509A-32R-6-A,63.0,120.0,287.01,287.58,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,6,A,,,
371-U1509A-32R-6-A,120.0,150.0,287.58,287.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,6,A,,,
371-U1509A-32R-7-A,0.0,73.0,287.88,288.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,7,A,,,
371-U1509A-32R-CC-A,0.0,10.0,288.61,288.71,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,32,R,CC,A,,,
371-U1509A-33R-1-A,0.0,150.0,288.5,290.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,33,R,1,A,,,
371-U1509A-33R-2-A,0.0,135.0,290.0,291.35,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae.,sharp inclined boundary or contact,planar,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,33,R,2,A,,,
371-U1509A-33R-2-A,135.0,150.0,291.35,291.5,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,2,A,,,
371-U1509A-33R-3-A,0.0,150.0,291.5,293.0,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,3,A,,,
371-U1509A-33R-4-A,0.0,150.0,293.0,294.5,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,4,A,,,
371-U1509A-33R-5-A,0.0,150.0,294.5,296.0,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,5,A,,,
371-U1509A-33R-6-A,0.0,127.0,296.0,297.27,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,6,A,,,
371-U1509A-33R-7-A,0.0,81.0,297.42,298.23,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,7,A,,,
371-U1509A-33R-CC-A,0.0,12.0,298.23,298.35,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,33,R,CC,A,,,
371-U1509A-34R-1-A,0.0,132.0,298.1,299.42,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,34,R,1,A,,,
371-U1509A-34R-2-A,0.0,150.0,299.42,300.92,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,34,R,2,A,,,
371-U1509A-34R-3-A,0.0,150.0,300.92,302.42,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,34,R,3,A,,,
371-U1509A-34R-4-A,0.0,149.0,302.42,303.91,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,34,R,4,A,,,
371-U1509A-34R-5-A,0.0,98.0,303.91,304.89,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~20 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,34,R,5,A,,,
371-U1509A-35R-1-A,0.0,150.0,307.7,309.2,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~35 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,1,A,,,
371-U1509A-35R-2-A,0.0,150.0,309.2,310.7,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~5 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,2,A,,,
