leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
83,504,B,71,1,0.0,836.00,836.00,  837.48,"ALT, J. C.",OL-PLAG MOD PHYRIC BASALT,"PCES 1 (1-13), 2 (15-23), 3 (26-42), 4 (44-48), 5 (50-56), 6 (58-64), 7 (67-74), 8 (77-86), 9 (88-94), 10 (96-101), 11 (103-106), 12 (109-115), 13 (117-122), 14 (124-133), 15 (136-147)","MOD PHYRIC, FINE GRAINED, PCE 15 IS VERY FINE GRAINED AND CLOSE TO PILLOW RIM","ABUNDANT VEINS OF DARK GREEN CLAY MINERAL, SULFIDES IN FRACTURED SURFACE ON PCE 8, PCE 1 HAS WHITE FIBROUS MINERAL IN VEIN WITH GREEN CLAY, CRACKS FILLED WITH DARK GREEN CLAY HAVE AN AVG WIDTH OF 1 MM SPAN 40 CM IN TOTAL LENGTH WITH VERTICAL (11) OBLIQUE (1) AND HORIZONTAL (9), PILLOWS, PCE 15 IS CLOSE TO PILLOW RIM",MOD PCE 15 CLOSE TO PILLOW RIM ALTERED TO LIGHT GREY COLOR,DARK GREYISH GREEN,,OL                 TO 2 comments : OL ALTERED TO DARK GREEN CLAY MINERAL | PLAG               TO 3 | CPX comments : POSSIBLY PRESENT,,CLAY                   OL comments :  OL ALTERED TO DARK GREEN CLAY MINERAL | CLAY MIN comments :  IN VEINS | SULFIDES comments :  ON FRACTURED SURFACE OF PCE 8,,
83,504,B,72,1,0.0,843.50,843.50,  844.94,"KEMPTON, P. D.",OL-PLAG MOD PHYRIC BASALT,"PCES 1 (2-10), 2 (11-23), 3 (25-39), 4 (40-46), 5 (47-63), 6 (64-79), 7 (80-84), 8 (86-91), 9 (92-113), 10 (114-120), 11 (121-136), 12 (137-144)","MOD PHYRIC, VERY FINE GRAINED, PCE 2 ON LOWER LEFT HAS FINE GLASSY PILLOW RIND","VEINS OF ALTERATION COMMON, OFTEN VEINS EXHIBIT COLOR ZONATION, DARK GREEN IN THE VEIN, LIGHT GREY TO DARK GREY AWAY FROM VEINS, GREEN CLAY MINERAL OFTEN WITH A RADIATE HABIT, CRACKS HAVE AVG WIDTH LESS THAN 2 MM WITH VERTICAL (9) OBLIQUE (4) AND HORIZONTAL (11)","MOD VEINS OF ALTERATION COMMON OFTEN EXHIBITING COLOR ZONATION, IRON SULFIDE COMMON IN ALTERED AREAS","DARK GREYISH GREEN, PCE 2 CONSISTS OF A BRECCIA WITH MATRIX REPLACED BY BLUISH GREEN CLAY MINERAL, IN PCE 6 VERTICAL CONTACT WITH GLASS, PCE 6A-6B IS ONE UNIT",,OL          5      TO 3 comments : OL ALTERED TO DARK GREEN CLAY MINERAL | PLAG      3-4      TO 3 comments : PLAG FRESH | CPX comments : POSSIBLY PRESENT,,"CLAY                   OL comments :  OL ALTERED TO DARK GREEN CLAY MINERAL | SULFIDES comments :  IRON SULFIDE IN ALTERED AREAS | CLAY.MIN comments :  PCE 2 CONSISTS OF BRECCIA WITH MATRIX REPLACED BY BLUISH GREEN CLAY MINERAL, GREEN CLAY IN CRACKS AND VEINS",,
83,504,B,72,2,0.0,843.50,845.00,  846.43,"ADAMSON, A. C.",OL-PLAG MOD PHYRIC BASALT,"PCES 1A (2-11), 1B (11-20), 2 (21-27), 3 (28-43), 4 (45-56), 5 (57-70), 6 (72-83), 7A (84-87), 7B (87-97), 7C (97-105), 7D (105-112), 7E (112-122), 7F (122-130), 7G (130-143)","MOD PHYRIC, FINE GRAINED, PCE 5 HAS LARGE EUHEDRAL CRYSTAL 1.5 CM LONG","ABUNDANT VEINS CONTAIN DARK GREEN AND WHITE CLAYS, MANY SURFACES HAVE RADIATING FIBROUS PALE GREEN CLAYS TO 1 CM ACROSS PARTICULARLY IN PCE 7C + 7F AND PCE 5, PYRITE IN BROKEN VEINS AND ON SOME SURFACES, PILLOW UNITS, CRACKS RANGE FROM 1 MM TO 2 MM ALL FILLED WITH CLAYS WITH VERTICAL (7) OBLIQUE (3) AND HORIZONTAL (3)",MOD ON PCE 5 LARGE EUHEDRAL CRYSTAL PARTIALLY ALTERED TO DARK GREEN MATERIAL,"DARK GREYISH GREEN, PCE 5 HAS LARGE EUHEDRAL CRYSTAL",,OL          3      TO 2 comments : OL REPLACED BY DARK GEEN CLAYS | PLAG        5       3-4,,CLAY                   OL comments :  OL REPLACED BY DARK GREEN CLAYS | CLAY.MIN | PYRITE                 OL comments :  ON SOME SURFACES AND IN BROKEN VEINS,,
83,504,B,72,3,0.0,843.50,846.50,  848.00,"KEMPTON, P. D.",OL-PLAG MOD PHYRIC BASALT,"PCES 1 (0-10), 2 (10-19), 3 (20-29), 4 (30-35), 5 (36-108), 6 (109-119), 7 (120-129), 8 (130-150)","MOD PHYRIC, FINE GRAINED, PCE 5G AND 5H CONSIST OF ALTERED PILLOW RIND OF GLASSY MATERIAL, PCE 5H SHOWS HYALOCLASTITE ORIGIN","VEINS FILLED WITH DARK GREEN CLAY MINERAL SOMETIMES SHOWING A ZONATION WITH WIDTH OF 4 MM, LIGHT GREY ZONE OCCURS NEXT TO GREEN CLAY MINERAL AND DARK GREY RIM INWARD FROM VEIN, IRON SULFIDE COMMON IN VEIN, CRACKS OF AVG WIDTH < 2 MM FILLED WITH GREEN CLAY MINERAL WITH VERTICAL (10) OBLIQUE (14) HORIZONTAL (17)","MOD IRON SULFIDE COMMON IN ALTERED AREAS OR VEINS, PLAG FRESH AND SLIGHTLY ALTERED",DARK GREYISH GREEN,,OL          5      TO 4 comments : OL ALTERED TO DARK GREEN CLAY MINERAL | PLAG      3-4      TO 3 comments : PLAG FRESH AND SLIGHTLY ALTERED,,CLAY                   OL comments :  OL ALTERED TO DARK GREEN CLAY MINERAL | SULFIDE comments :  IN ALTERED AREAS OR VEINS | CLAY.MIN,,
83,504,B,72,4,0.0,843.50,848.00,  848.68,"ADAMSON, A. C.",OL-PLAG MOD PHYRIC BASALT,"PCES 1 (2-10), 2 (11-19), 3 (21-29), 4A (30-37), 4B (37-44), 5 (45-58), 6 (60-68)","MOD PHYRIC, FINE GRAINED, PCE 6 HAS A PILLOW RIM","ALL FRACTURES FILLED BY DARK GREEN CLAYS, IN PCE 4A ONE VEIN IS ZONED, DARK GREEN CLAYS FILL THE VEIN WITH SURROUNDING BASALT OF PALE GREY AND WIDTH OF 5 MM, ALL OTHER VEINS HAVE NO ZONATION, PYRITE ON VEIN SURFACES AND ON CUT SURFACES, CRACKS RANGE FROM 1 TO 2 MM WITH VERTICAL (5) OBLIQUE (3) AND HORIZONTAL (4)",MOD PLAG FRESH,DARK GREYISH GREEN,,OL          3      TO 2 comments : OL REPLACED TO DARK GREEN CLAYS | PLAG        5       3-4 comments : PLAG FRESH,,CLAY                   OL comments :  OL REPLACED BY DARK GREEN CLAYS | PYRITE comments :  ON VEIN SURFACES AND ON CUT SURFACES | CLAY.MIN,,
83,504,B,73,1,0.0,852.50,852.50,  854.00,"KEMPTON, P. D.",OL-PLAG SPARSELY PHYRIC BASALT,"PCES 1 (1-11), 2 (12-21), 3 (22-30), 4 (31-39), 5A (40-45), 5B (45-52), 5C (52-58), 5D (59-73), 5E (73-81), 6A (82-89), 6B (90-97), 6C (98-102), 6D (102-107), 6E (108-114), 7 (115-121), 8 (122-134), 9 (135-142), 10 (143-150)","SPARSELY PHYRIC, FINE GRAINED, SOME PARTS ARE MOD PHYRIC BUT DO NOT APPEAR TO BE INDEPENDENT UNITS AS SEEN IN PCES 1 + 2 + 8 + 9, PCE 8 HAS AN AMBIGUOUS TEXTURE MORE COARSELY CRYSTALLINE IN LOWER HALF MAY BE DUE TO AN ALTERATION EFFECT, PCES (1-10) ARE MASSIVE FLOW COARSE GRAINED COMPARED TO OTHER PILLOW UNITS","VEINS OF DARK TO LIGHT GREEN ALTERATION CLAY.MINS ARE < 2 MM IN SIZE GENERALLY BUT MAY BE AS MUCH AS 4 MM, IRON SULFIDES OCCUR IN VEINS, VEIN CLAY.MINS ARE ACICULAR OR RADIATE HABIT, CRACKS ARE FILLED WITH PALE TO DARK GREEN CLAY.MINS WITH VERTICAL (7) OBLIQUE (13) HORIZONTAL (5), PCES (1-10) ARE MASSIVE FLOW COARSE-GRAINED COMPARED TO OTHER PILLOW UNITS","MOD VEINS OF DARK TO LIGHT GREEN ALTERATION CLAY.MINS, OL ALTERED TO DARK GREEN CLAY MINERAL, TEXTURE IN PCE 8 MAY BE DUE TO ALTERATION",DARK GREY GREEN,,OL         <3      TO 2 comments : OL ALTERED TO DARK GREEN CLAY MINERAL | CPX comments : CPX PHENOS MAY BE PRESENT,,CLAY                   OL comments :  OL ALTERED TO DARK GREEN CLAY MINERAL | SULFIDE comments :  IN VEINS | CLAY.MIN comments :  IN VEINS,,
83,504,B,73,2,0.0,852.50,854.00,  855.37,"ADAMSON, A. C.",OL-PLAG MOD PHYRIC BASALT,"PCES 1A (2-17), 1B (17-21), 1C (21-31), 2 (32-44), 3 (45-55), 4 (55-65), 5 (66-72), 6 (73-80), 7 (81-91), 8 (92-101), 9 (102-125), 10 (126-136)","MOD PHYRIC, FINE GRAINED","FRACTURES FILLED BY DARK GREEN CLAYS WITH NO ZONING ARE WELL DEVELOPED IN PCE 1C WHERE MULTI-STAGE FILLING CAN BE SEEN WITH WHITE AND PALE GREEN CLAYS TOGETHER WITH DARK CLAYS, PYRITE ON SOME VEIN SURFACES, PILLOWS QUESTIONABLE, CRACKS RANGE FROM 1 TO 5 MM WITH VERTICAL (7) HORIZONTAL (6) OBLIQUE (10)",MOD OL PSEUDOMORPHED BY DARK CLAY MINERALS,GREYISH GREEN,,"OL          3       2-3 comments : OL PSEUDOMORPHED BY DARK CLAY MINERALS | PLAG        5 comments : PLAG IN PCES (1-3) HAS SINGLE PHENOS OF 2-3 MM INGLOMEROCRYSTIC CLUMPS OF 5 MM ACROSS, PCES (4-10)HAVE SINGLE PHENOS BUT NO GLOMEROCRYSTS, CPX ONPCE 5 OTHERWISE UNCERTAIN",,CLAY                   OL comments :  OL PSEUDOMORPHED BY DARK CLAY MINERALS | PYRITE comments :  ON VEIN SURFACES | CLAY.MIN comments :  SEE PCE 1C FOR FRACTURES WHERE MULTISTAGE FILLING CAN BE SEEN WITH WHITE AND PALE GREEN CLAYS TOGETHER WITH DARK CLAYS,,
83,504,B,74,1,0.0,861.50,861.50,  862.80,"LAVERNE, C.",OL-PLAG SPARSELY TO MOD PHYRIC BASALT,"PCES 1 (2-41), 2 (43-49), 3 (51-58), 4 (60-76), 5 (77-86), 6 (87-99), 7 (100-121), 8 (123-129)","SPARSELY TO MOD PHYRIC, FINE GRAINED, PCE 2 IS VERY FINE GRAINED AND APHYRIC, PCES NUMBERED 1 COULD BE PILLOW MARGINS, PCE 2 HAS DARK GREEN CLAY AT THE RIMS","FRACTURES UP TO 3 MM IN RANGE ARE FILLED WITH DARK GREEN CLAY.MINS, SULFIDES OCCUR ASSOCIATED WITH CLAY IN SOME VEINS, CRACKS RANGE FROM 1 TO 8 MM WITH VERTICAL (4) HORIZONTAL (3) OBLIQUE (1), PCE 2 CONTAINS SEVERAL VEINS UP TO 8 MM WIDE FILLED BY A WHITE FIBRO-RADIATED MATERIAL IN THE CENTER POSSIBLY ZEOLITE AND DARK GREEN CLAY AT THE RIMS","MOD OL PHENOS ALTERED IN DARK GREEN CLAY, PARTS OF PCE 1 ARE ALTERED IN DARK GREEN CLAY + SULFIDES AND MORE RARELY IN WHITE MATERIAL",GREYISH GREEN,,OL                 .5-3 comments : OL ALTERED IN DARK GREEN CLAY | PLAG               .5-2,,CLAY                   OL comments :  OL ALTERED IN DARK GREEN CLAY | SULFIDES comments :  OCCUR ASSOCIATED WITH CLAY IN SOME VEINS | CLAY.MIN comments :  IN FRACTURES AND VEINS | ZEOLITE comments :  IDENTITY UNCERTAIN,,
83,504,B,75,1,0.0,870.50,870.50,  872.00,"EMMERMANN, R.",APHYRIC TO PLAG-OL SPARSELY PHYRIC BASALT,"PCES 1A (0-11), 1B (11-16), 1C (17-22), 2 (25-70), 3A (72-77), 3B (78-89), 3C (90-92), 4 (94-99) | 5 (102-110), 6 (111-119), 7 (121-131), 8 (133-145)","APHYRIC TO SPARSELY PHYRIC, FINE GRAINED, PCE 8 IS VERY FINE GRAINED","VEINS AND VEINLETS FILLED BY GREEN CLAY AND OCCASIONALLY SOME WHITE MATERIAL IS OBSERVED, VEINS RANGE UP TO 1 MM, VEIN ORIENTATION IS OBLIQUE (8) VERTICAL (95 CM) HORIZONTAL (7) WITH AVG WIDTH 1 MM",MOD,"ENTIRE SECTION RELATIVELY UNIFORM IN COMPOSITION AND APPEARANCE, NO CONTACTS HAVE BEEN FOUND, SAME AS LOWER PART OF CORE 74 SECTION 1 OR BELOW 50 CM",,OL               TO 1.5 comments : OL REPLACED BY GREEN CLAY | PLAG               TO 2,,CLAY                   OL comments :  OL REPLACED BY GREEN CLAY | SULFIDES comments :  ON PARTS OF PCE 2 | CLAY.MIN,,
83,504,B,75,2,0.0,870.50,872.00,  872.70,"EMMERMANN, R.",APHYRIC TO PLAG-OL SPARSELY PHYRIC BASALT,"PCES 1 (0-32), 2 (33-44), 3 (46-55), 4 (56-70)","APHYRIC TO SPARSELY PHYRIC, FINE GRAINED, CHILLED CONTACTS ARE OBSERVED ON PCE 1 PARTS","VEINS AND VEINLETS ARE FILLED BY DARK GREEN CLAY WITH SOME WHITE MATERIAL IN THE CENTER, VEIN STATISTICS ARE OBLIQUE (8) VERTICAL (3) 25 CM AND HORIZONTAL (1) WITH AVG THICKNESS OF 1 MM",MOD PLAG APPEARS FRESH,"SIMILAR TO CORE 75 SECTION 1, CHILLED CONTACTS ARE OBSERVED ON PCE 1",,OL                 <1.5 comments : OL REPLACED BY GREEN CLAY | PLAG               <1.5 comments : PLAG APPEARS FRESH,,CLAY                   OL comments :  OL REPLACED BY GREEN CLAY | CLAY.MIN comments :  IN VEINS AND VEINLETS,,
