leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
30,289,,PLEISTOCENE,,0.0,25.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
30,289,,UPPER PLIOCENE,,25.0,85.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
30,289,,LOWER PLIOCENE,,85.5,160.6,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
30,289,,UPPER MIOCENE,,160.6,310.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
30,289,,MIDDLE MIOCENE,,310.0,484.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
30,289,,LOWER MIOCENE,,484.5,646.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
30,289,,LOWER MIOCENE,UPPER OLIGOCENE,646.0,655.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
30,289,,UPPER OLIGOCENE,,655.5,883.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
30,289,,LOWER OLIGOCENE,,883.5,959.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
30,289,,UPPER EOCENE,,959.5,1016.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
30,289,,MIDDLE EOCENE,,1016.5,1073.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
30,289,,LOWER EOCENE,,1073.5,1092.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
30,289,,UPPER PALEOCENE,,1092.5,1136.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
30,289,,LOWER PALEOCENE,,1136.0,1145.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
30,289,,LOWER PALEOCENE,UPPER MAESTRICHTIAN ,1145.5,1155.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   60, 67.5,63.75,DSDP INITIAL REPORTS
30,289,,MIDDLE MAESTRICHTIAN,,1155.0,1193.0,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
30,289,,LOWER MAESTRICHTIAN ,,1193.0,1212.0,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
30,289,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,1212.0,1221.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
30,289,,UPPER CAMPANIAN,,1221.5,1231.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
30,289,,CAMPANIAN,APTIAN,1231.0,1259.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,  110,   90,DSDP INITIAL REPORTS
30,289,,APTIAN,,1259.5,1269.0,,NO AGE GIVEN,,NO AGE GIVEN,  108,  110,  109,DSDP INITIAL REPORTS
