leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
39,357,,UPPER PLEISTOCENE,,0.0,0.3,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
39,357,,LOWER PLEISTOCENE,,0.3,5.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
39,357,,UPPER PLIOCENE,,5.5,13.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
39,357,,LOWER PLIOCENE,,13.0,18.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
39,357,,LOWER PLIOCENE,UPPER MIOCENE,18.0,27.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
39,357,,UPPER MIOCENE,,27.5,37.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
39,357,,MIOCENE,,37.0,46.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
39,357,,MIDDLE MIOCENE,LOWER MIOCENE,46.5,56.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
39,357,,LOWER MIOCENE,,56.0,160.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
39,357,,LOWER MIOCENE,UPPER OLIGOCENE,170.0,179.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
39,357,,UPPER OLIGOCENE,,179.5,237.7,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
39,357,,LOWER OLIGOCENE,,237.7,246.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
39,357,,UPPER EOCENE,,255.5,265.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
39,357,,MIDDLE EOCENE,,284.0,445.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
39,357,,UPPER PALEOCENE,,445.0,474.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
39,357,,LOWER PALEOCENE,,474.0,483.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
39,357,,UPPER MAESTRICHTIAN ,,493.0,512.0,,NO AGE GIVEN,,NO AGE GIVEN,   65, 67.5,66.25,DSDP INITIAL REPORTS
39,357,,MIDDLE MAESTRICHTIAN,,521.5,531.0,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
39,357,,LOWER MAESTRICHTIAN ,,550.0,588.0,,NO AGE GIVEN,,NO AGE GIVEN, 67.5,   70,68.75,DSDP INITIAL REPORTS
39,357,,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,607.0,616.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
39,357,,UPPER CAMPANIAN,,645.0,654.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   74,   72,DSDP INITIAL REPORTS
39,357,,CAMPANIAN,,664.0,673.5,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
39,357,,LOWER CAMPANIAN,,673.5,702.0,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
39,357,,UPPER SANTONIAN,,703.0,729.7,,NO AGE GIVEN,,NO AGE GIVEN,   78,   80,   79,DSDP INITIAL REPORTS
39,357,,LOWER SANTONIAN,,729.7,731.5,,NO AGE GIVEN,,NO AGE GIVEN,   80,   82,   81,DSDP INITIAL REPORTS
39,357,,UPPER SANTONIAN,,731.5,740.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   78,   80,   79,DSDP INITIAL REPORTS
39,357,,LOWER SANTONIAN,,740.0,797.0,,NO AGE GIVEN,,NO AGE GIVEN,   80,   82,   81,DSDP INITIAL REPORTS
