dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Abyssamina poagi,Abyssamina quadrata,Alabamina cf. dissonata,Alabamina creta,Alabamina decorata ?,Alabamina dissonata,Alabamina sp.,Ammodiscus cretaceus,Ammodiscus tenuissima,Ammonia beccarii,Ammonia tepida,Anastomosa nuttalli,Angulogerina angulosa,Anomalina praeacuta,Anomalina sp.,Anomalina spissiformis,Anomalinoides semicribratus,Anomalinoides sp.,Aragonia aragonensis,Aragonia ouezzanensis ,Aragonia velascoensis ,Arenobulimina ?,Aschemonella ramuliformis,Astacolus parallelus,Astacolus sp.,Bathysiphon sp.,Bigenerina ?,Bolivina acuminata,Bolivina advena,Bolivina anambra,Bolivina argentea,Bolivina decussata,Bolivina incrassata,Bolivina interjuncta,Bolivina interjuncta var. bicostata,Bolivina ordinaria,Bolivina pacifica,Bolivina seminuda,Bolivina seminuda var. humilis,Bolivina semiperforata,Bolivina sp.,Bolivina sp. 1,Bolivina sp. 2,Bolivina sp. 3,Bolivina spinescens,Bolivina spissa,Bolivina striatula,Bolivina subadvena,Bolivina translucens,Bolivina vaughani,Bolivina wissleri,Bolivinellina translucens,Bolvina pseudoplicata,Bolvina subaenariensis,Brizalina alata,Brizalina cf. dilatata,Brizalina sp.,Brizalina spathulata,Brizalina spp.,Buccella sp.,Bulbobaculites ?,Bulimina aculeata,Bulimina alazanensis ,Bulimina bleeckeri ,Bulimina bradburyi,Bulimina callahani ,Bulimina costata,Bulimina denudata,Bulimina glomarchallengeri,Bulimina impendens,Bulimina inflata,Bulimina jarvisi ,Bulimina macilenta,Bulimina marginata,Bulimina mexicana,Bulimina microcostata,Bulimina midwayensis,Bulimina navarroensis,Bulimina semicostata,Bulimina sp.,Bulimina thanetensis,Bulimina trinitatensis,Bulimina tuxpamensis,Buliminella beaumonti,Buliminella cf. beaumonti ,Buliminella curta,Buliminella elegantissima,Buliminella sp.,Cancris ?,Cancris auricula,Cancris inflatus,Cancris oblonga,Cassidulina californica,Cassidulina carinata,Cassidulina delicata,Cassidulina limbata,Cassidulina minuta,Cassidulina reniforme,Cassidulina subglobosa,Cassidulina tumida,Chilostomella oolina,Chilostomella ovoidea,Chrysalogonium intertenuatum,Chrysalogonium longicostatum ,Chrysalogonium sp.,Chrysalogonium spp.,Cibicides burlingtonensis,Cibicides lobatulus,Cibicides refulgens,Cibicides sp.,Cibicides sp. 1,Cibicidoides aff. laurisae,Cibicidoides barnetti,Cibicidoides bradyi,Cibicidoides cf. eocaenus,Cibicidoides cf. havanensis,Cibicidoides eocaenus,Cibicidoides globulosus,Cibicidoides grimsdalei,Cibicidoides haitensis,Cibicidoides havanensis ,Cibicidoides hyphalus?,Cibicidoides incrassatus,Cibicidoides kullenbergi,Cibicidoides laurisae,Cibicidoides mckannai,Cibicidoides mexicanus,Cibicidoides mundulus,Cibicidoides pachyderma,Cibicidoides pachyderma var. bathyalis,Cibicidoides praemundulus,Cibicidoides pseudoperlucidus,Cibicidoides sp.,Cibicidoides subspiratus,Cibicidoides tuxpamensis,Cibicidoides ungerianus ,Cibicidoides wuellerstorfi,Citharina sp.,Citharinella sp.,Clinapertina complanata,Clinapertina sp.,Clinapertina subplanispira,Conorotalites aptiensis,Coryphostoma midwayensis ,Cribostomoides sp.,Cribronodosaria sp.,Cushmanina striatopunctata,Cyclammina sp.,Dentalina communis ,Dentalina flintii,Dentalina gracilis,Dentalina leguminiformis,Dentalina sp.,Discorbinella bertheloti,Discorbinella sp.,Discorbis?,Dorothia trochoides,Eggerella bradyi,Eggerella sp.,Ehrenbergina trigona,Ellipsodimorphina macrocephala,Ellipsodimorphina spp.,Ellipsoidella  sp.,Ellipsoidella gracillima,Ellipsoidella pleurostomelloides,Ellipsoglandulina labiata,Ellipsoglandulina sp.,Elphidium crispum,Epistominella pacifica,Epistominella smithi,Epistominella sp.,Epistominella umbonifera ?,Eponides plummerae,Eponides regularis,Eponides sp.,Evolvocassidulina spp.,Fissurina sp.,Frondicularia sp.,Fursenkoina fusiformis,Fursenkoina pontoni,Furserkoina sp.,Gaudryina laevigata,Gaudryina pyramidata,Gavelinella beccariiformis,Gavelinella capitata,Gavelinella cenomanica,Gavelinella cf. intermedia,Gavelinella danica,Gavelinella hyphalus,Gavelinella intermedia,Gavelinella micra?,Gavelinella sp.,Gavelinopsis praegeri,Glbobulimina spp.,Globobulimina affinis,Globobulimina auriculata,Globobulimina pacifica,Globobulimina sp.,Globocassidulina crassa,Globocassidulina globosa,Globocassidulina obtusa,Globocassidulina sp.,Globocassidulina subglobosa,Globulina spp. ,Glomospira sp. ,Griselis pyrula,Guttulina sp.,Gyroidina neosoldanii,Gyroidina rothwelli,Gyroidina sp. ,Gyroidinoides (or: Hansenisca) altiformis,Gyroidinoides girardanus,Gyroidinoides globosus,Gyroidinoides spp.,Hanzawaia bertheloti,Hanzawaia cushmani,Hanzawaia sp.,Haplophragmoides sp. ,Heterolepa sp. ,Hoeglundina elegans,Hormonisella sp.,Islandiella australis,Kalamopsis (?) ,Karreriella bradyi,Karreriella sp. ,Karreriella subglabra,Laevidentalina aphelis,Laevidentalina catenula,Laevidentalina nana,Laevidentalina oligostegia,Laevidentalina sp.,Lagena caudata,Lagena hispidula,Lagena sp.,Lagena striata,Lagenammina difflugiformis?,Laticarinina pauperata,Lenticulina calcar,Lenticulina cf. adenalensis,Lenticulina gibba,Lenticulina rotulata,Lenticulina sp.,Lenticulina whitei ,Liebusella?,Lingulogavelinella sp.,Loxostomum pseudobeyrichi,Loxostomum sp.,Marssonella oxycona,Martinottiella sp. N/A,Melonis affinis,Melonis pompilioides,Melonis sp.,Miliolid taxa,Mucronina acuta,Myllostomella fijiensis,Myllostomella spp.?,Neoconorbina spp.,Neoeponides campester ?,Neoeponides hillebrandti,Neoeponides procerus,Neoeponides sp.,Neoflabellina semireticulata,Neoflabellina sp.,Nodosarella sp. ,Nodosarella tuberosa ,Nodosaria aspera,Nodosaria sp.,Nonion ?,Nonion havanensis,Nonion spp.,Nonionella atlantica,Nonionella basispinata,Nonionella miocenica,Nonionella sp.,Nonionella stella,Nonionella turgida,Nonionellina labradorica,Nuttallides decorata?,Nuttallides sp.,Nuttallides truempyi,Nuttallides umbonifera,Nuttallinella florealis,Oolina globosa,Oolina spp.,Oridorsalis sp.,Oridorsalis sp. ,Oridorsalis umbonatus,Orthomorphina havanensis,Orthomorphina sp.,Ortomorphina spp.,Osangularia mexicana,Osangularia plummerae,Osangularia schloenbachi,Osangularia sp. ,Osangularia velascoensis,Others,Ovammina sp.,Palliolatella sp.,Parafissurina ventricosa,Parafrondicularia sp.,Paralabamina ?,Paralabamina hillebrandti,Planulina exorna,Planulina ornata,Planulina renzi,Planulina sp.,Plectofrondicularia cf. kerni,Plectofrondicularia lirata,Plectofrondicularia sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella clavata,Pleurostomella obtusa,Pleurostomella paleocenica,Pleurostomella reussi,Pleurostomella sp. ,Pleurostomella spp.,Pleurostomella tenuis,Polymorphina sp.,Praeglobobulimina cf. spinescens,Praeglobobulimina ovata,Procerolagena gracilis,Proxifrons inaequalis,Proxifrons spp.,Pseudoparrella naraensis,Pseudoparrella sp.,Pullenia bulloides,Pullenia cf. jarvisis,Pullenia coryelli,Pullenia eocaenica,Pullenia jarvisi,Pullenia quinqueloba,Pullenia sp.,Pullenia subcarinata,Pyramidina rudita,Pyramidina sp. ,Pyramidulina sp.,Pyramidulina tetragona,Pyrgo depressa,Pyrgo murrhina,Pyrgo serrata,Pyrgo sp.,Pyrulina sp.,Quadratobuliminella pyramidalis,Quadrimorphina profunda,Quadrimorphina sp.,Quinqueloculina seminula,Quinqueloculina sp.,Ramulina sp.,Rectuvigerina sp.,Recurvoides?,Reophax sp.,Reusella spinulosa,Reussella sp.,Reussella szajnochae,Rhabdammina sp.,Rhizammina sp.,Rosalina vilardeboana,Rutherfordoides mexicanus,Rzehakina epigona,Rzehakina epigona lata,Rzehakina epigona minima,Saccammina sp. ,Saccorhiza ramosa,Saracenaria sp.,Scallopostoma ovicula,Sigmoilina obesa,Sigmoilopsis schlumbergeri,Sigmopyrgo vespertilio,Siphonina sp.,Siphonodosaria gracillima,Siphonodosaria hispidula,Siphonodosaria ketienziensis,Siphonodosaria lepidula ,Siphonodosaria sp.,Siphonodosaria spp.,Siphotextularia sp.,Siphouvigerina ampullacea,Siphouvigerina sp.,Sphaeroidina bulloides,Spirillina sp.,Spiroloculina depressa,Spiroplectammina gandolfii,Spiroplectammina sp.,Spiroplectammina spectabilis,Spiroplectinata annectens,Spirosigmoilina distorta,Spirosigmoilina pusilla,Spirosigmoilina tenuis,Stainforthia complanata,Stainforthia sandiegoensis,Stainforthia exilis,Stainforthia fusiformis,Stainforthia sp.,Stilostomella aculeata,Stilostomella gracillima,Stilostomella holoserica,Stilostomella lepidula,Stilostomella midwayensis,Stilostomella paleocenica,Stilostomella sp. ,Stilostomella subspinosa,Stilostomella subtertenuata,Strictocostella scharbergana,Strictocostella sp.,Suggrunda eckisi,Tappanina laciniosa,Textularia spp.,Toddostomella hochstetteri,Trifarina carinata,Trifarina sp.,Triloculina sp.,Tritaxia globulifera,Tritaxia havanensis,Tritaxia sp.,Trochammina sp.,Turrilina robertsi ,Turrilina sp.,Usbekistania charoides,Uvigerina auberiana,Uvigerina cf. mexicana,Uvigerina dirupta,Uvigerina elongata,Uvigerina excellens,Uvigerina garzaensis,Uvigerina hispidocostata,Uvigerina juncea,Uvigerina mantaensis,Uvigerina mexicana,Uvigerina peregrina,Uvigerina rippensis ,Uvigerina senticosa,Uvigerina sp.,Vaginulinopsis sp.,Valvulina spinosa?,Valvulineria araucana,Valvulineria glabra,Valvulineria oblonga,Valvulineria sp. ,Valvulineria sp. 1,Valvulineria sp. 2,Virgulina schreiberriana,Comments,constituent,fossil_group,preservation,abundance_name,fossil,comment,count_type,count,File Data,Ship File Links,Shore File Links,Zone name,Zone name (short)
,344-U1414A-11H-CC-PAL-FORAM,344,U1414,A,11,11-CC,H,CC,PAL,FORAM,0,5,97.1,97.15,M,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,1,,,,,,,,,,,,,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,33,,,,,,,,,,14,,19,,,,,2,,,,,,,,,,,,,,,,,,,
,344-U1414A-12H-CC-PAL-FORAM,344,U1414,A,12,12-CC,H,CC,PAL,FORAM,0,5,106.73,106.78,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,1,,,1,,2,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,,,,,,5,,1,,,,,13,,,,,,,,1,,,3,,,,,,3,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,5,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,14,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,
,344-U1414A-13H-7-PAL-FORAM,344,U1414,A,13,13-7,H,7,PAL,FORAM,0,5,115.95,116.0,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18,,,2,,,,,,13,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,23,,12,,,,,1,,,,3,,,,,,,,,,,,,,,
,344-U1414A-14H-CC-PAL-FORAM,344,U1414,A,14,14-CC,H,CC,PAL,FORAM,0,5,125.75,125.8,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,4,,2,1,,,5,,,,,,,,,,,,,10,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,26,,,,,,,,,1,,,,,,,,,,,,,,,
,344-U1414A-15H-CC-PAL-FORAM,344,U1414,A,15,15-CC,H,CC,PAL,FORAM,0,5,135.09,135.14,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,16,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,1,1,,,5,,,,,1,,,,,,,2,15,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,7,,2,,,,,,,,,2,,,,,,,3,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,,,,10,,22,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-16H-CC-PAL-FORAM,344,U1414,A,16,16-CC,H,CC,PAL,FORAM,0,5,144.59,144.64,M,F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,9,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,2,,,,3,,1,,3,,2,,,,,,,,,,,,1,9,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,10,1,,3,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,30,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-17H-CC-PAL-FORAM,344,U1414,A,17,17-CC,H,CC,PAL,FORAM,0,5,153.95,154.0,M,P,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,13,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,2,,,,,,,,,,,,,2,,,,,,1,,,,9,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,
,344-U1414A-18H-CC-PAL-FORAM,344,U1414,A,18,18-CC,H,CC,PAL,FORAM,0,5,162.08,162.13,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,1,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,14,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,2,17,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,127,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-19H-CC-PAL-FORAM,344,U1414,A,19,19-CC,H,CC,PAL,FORAM,0,5,171.68,171.73,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,6,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,10,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,2,2,,3,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,1,3,,,2,,,,,,,,,1,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,10,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-20H-CC-PAL-FORAM,344,U1414,A,20,20-CC,H,CC,PAL,FORAM,0,5,181.05,181.1,M,C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,15,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,3,,,3,,,,,,,,,,,,,2,,,,,,,,,,7,,,,,,,,,,,,1,1,,2,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-21H-CC-PAL-FORAM,344,U1414,A,21,21-CC,H,CC,PAL,FORAM,0,5,191.4,191.45,M,F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,11,1,,,1,,,,,,,,,,,,,,,8,,,,2,,,,2,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,2,,,,,,,,,,,,,5,,,,1,,,,,,7,,,,,,,,,,,,,7,1,1,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,2,,,2,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,2,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-22H-CC-PAL-FORAM,344,U1414,A,22,22-CC,H,CC,PAL,FORAM,0,5,199.65,199.7,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,8,,,,4,,,,8,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,10,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,9,,,,,,,,,,,6,,,,,,,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,2,5,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,24,,,,,,,,,,,,42,,,,,,,,,2,,,,,,,,,,,,,,,
,344-U1414A-23X-CC-PAL-FORAM,344,U1414,A,23,23-CC,X,CC,PAL,FORAM,0,5,209.48,209.53,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,7,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,4,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,5,,,5,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,9,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-24X-CC-PAL-FORAM,344,U1414,A,24,24-CC,X,CC,PAL,FORAM,0,5,219.34,219.39,M,C,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,8,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,1,,,,5,,,,,2,,,,,,,1,7,4,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,2,,37,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-25X-CC-PAL-FORAM,344,U1414,A,25,25-CC,X,CC,PAL,FORAM,0,5,228.92,228.97,M,C,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,14,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,11,,,1,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,3,1,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,11,,1,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-26X-CC-PAL-FORAM,344,U1414,A,26,26-CC,X,CC,PAL,FORAM,0,5,238.46,238.51,M,C,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,14,,,,,,,,,,,,,1,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,3,1,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,3,,1,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,
