Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Calcidiscus leptoporus,Calcidiscus leptoporus (small 3-5 um),Calcidiscus macintyrei (>11 um),Calcidiscus premacintyrei (> 9 microns),Catinaster calyculus,Catinaster coalitus,Catinaster spp.,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus braarudii,Coronocyclus nitescens,Cyclicargolithus floridanus,Dictyococcites spp. (small),Dictyococcites spp. (medium),Discoaster berggrenii,Discoaster brouweri,Discoaster deflandrei,Discoaster hamatus,Discoaster kugleri,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster sp.,Emiliania huxleyi,Gephyrocapsa sp. (large),Gephyrocapsa sp. medium,Gephyrocapsa spp. (small),Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera sellii,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra minuta,Reticulofenestra minutula (3-5 microns),Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra pseudoumbilica (>7microns),Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus sp.,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,comments
323-U1341A-12H-CC-PAL-NANNO64   ,323,U1341,A,12,12-CC,H,CC,PAL,NANNO64   ,0,0,108.06,108.06,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-13H-CC-PAL-NANNO69   ,323,U1341,A,13,13-CC,H,CC,PAL,NANNO69   ,0,0,117.6,117.6,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-14H-CC-PAL-NANNO74   ,323,U1341,A,14,14-CC,H,CC,PAL,NANNO74   ,0,0,127.0,127.0,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-15H-CC-PAL-NANNO27   ,323,U1341,A,15,15-CC,H,CC,PAL,NANNO27   ,0,0,136.16,136.16,M [323_Na],R [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,
323-U1341A-16H-CC-PAL-NANNO67   ,323,U1341,A,16,16-CC,H,CC,PAL,NANNO67   ,0,0,145.97,145.97,M-P [323_Na],R [323_Na],,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-17H-CC-PAL-NANNO72   ,323,U1341,A,17,17-CC,H,CC,PAL,NANNO72   ,0,0,155.53,155.53,M-P [323_Na],F [323_Na],,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,
323-U1341A-18H-CC-PAL-NANNO77   ,323,U1341,A,18,18-CC,H,CC,PAL,NANNO77   ,0,0,164.92,164.92,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-19H-CC-PAL-NANNO82   ,323,U1341,A,19,19-CC,H,CC,PAL,NANNO82   ,0,0,174.39,174.39,M-P [323_Na],R [323_Na],,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-20H-CC-PAL-NANNO87   ,323,U1341,A,20,20-CC,H,CC,PAL,NANNO87   ,0,0,183.82,183.82,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-21H-CC-PAL-NANNO66   ,323,U1341,A,21,21-CC,H,CC,PAL,NANNO66   ,0,0,193.25,193.25,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-22H-CC-PAL-NANNO71   ,323,U1341,A,22,22-CC,H,CC,PAL,NANNO71   ,0,0,203.03,203.03,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-23H-CC-PAL-NANNO76   ,323,U1341,A,23,23-CC,H,CC,PAL,NANNO76   ,0,0,212.53,212.53,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-24H-CC-PAL-NANNO81   ,323,U1341,A,24,24-CC,H,CC,PAL,NANNO81   ,0,0,221.24,221.24,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-25H-CC-PAL-NANNO9    ,323,U1341,A,25,25-CC,H,CC,PAL,NANNO9    ,0,0,231.33,231.33,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-26H-CC-PAL-NANNO14   ,323,U1341,A,26,26-CC,H,CC,PAL,NANNO14   ,0,0,233.11,233.11,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-27H-CC-PAL-NANNO19   ,323,U1341,A,27,27-CC,H,CC,PAL,NANNO19   ,0,0,241.4,241.4,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-28H-CC-PAL-NANNO55   ,323,U1341,A,28,28-CC,H,CC,PAL,NANNO55   ,0,0,252.44,252.44,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-29H-CC-PAL-NANNO60   ,323,U1341,A,29,29-CC,H,CC,PAL,NANNO60   ,0,0,262.14,262.14,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-30H-CC-PAL-NANNO65   ,323,U1341,A,30,30-CC,H,CC,PAL,NANNO65   ,0,0,271.72,271.72,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-31H-CC-PAL-NANNO70   ,323,U1341,A,31,31-CC,H,CC,PAL,NANNO70   ,0,0,281.2,281.2,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-32H-CC-PAL-NANNO36   ,323,U1341,A,32,32-CC,H,CC,PAL,NANNO36   ,0,0,290.51,290.51,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-33H-CC-PAL-NANNO41   ,323,U1341,A,33,33-CC,H,CC,PAL,NANNO41   ,0,0,300.09,300.09,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-34H-CC-PAL25-NANNO26   ,323,U1341,A,34,34-CC,H,CC,PAL25,NANNO26   ,0,0,309.42,309.42,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-35H-CC-PAL-NANNO91   ,323,U1341,A,35,35-CC,H,CC,PAL,NANNO91   ,0,0,318.92,318.92,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-36H-CC-PAL-NANNO96   ,323,U1341,A,36,36-CC,H,CC,PAL,NANNO96   ,0,0,328.09,328.09,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-37H-CC-PAL-NANNO1    ,323,U1341,A,37,37-CC,H,CC,PAL,NANNO1    ,0,0,332.71,332.71,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-38H-CC-PAL-NANNO48   ,323,U1341,A,38,38-CC,H,CC,PAL,NANNO48   ,0,0,342.16,342.16,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-39H-CC-PAL,323,U1341,A,39,39-CC,H,CC,PAL,,0,0,351.93,351.93,M [323_Na],R [323_Na],,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-40H-CC-PAL-NANNO55   ,323,U1341,A,40,40-CC,H,CC,PAL,NANNO55   ,0,0,356.68,356.68,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-41H-CC-PAL-NANNO60   ,323,U1341,A,41,41-CC,H,CC,PAL,NANNO60   ,0,0,359.02,359.02,,B [323_Na],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
