Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Calcareous spp. (indeterminate),Calcarina calcar,Cancris auricula,Cancris sp.,Cassidulina spp.,Cassidulinoides spp.,Cassidulina teretis,Ceratobulimina spp.,Ceratobulimina jonesiana,Chilostomella oolina,Chilostomella ovoidea,Chrysalogonium calomorphum,Chrysalogonium spp.,Cibicides cf. lobatulus,Cibicides lobatulus,Cibicides refulgens,Cibicides spp.,Cibicides/Cibicidoides spp.,Cibicidoides cf. pachyderma,Cibicidoides cf. refulgens,Cibicidoides cf. ungerianus,Cibicidoides cicatricosus,Cibicidoides incrassatus,Cibicidoides kullenbergi,Cibicidoides mollis,Cibicidoides pachyderma,Cibicidoides pseudoungerianus,Cibicidoides robertsonianus,Cibicidoides spp.,Cibicidoides subhaidingerii,Cibicidoides wuellerstorfi,Cibicorbis? sp.,Clavulina mexicana,Conorbina spp.,Cribroloculina sp.,Cribronodosaria sp.,Cribromiliolinella sp.,Cribrostomoides scitulum,Cribrostomoides spp.,Cribrostomoides subglobosus,Crithionina hispida,Crithionina mamilla,Crithionina pisum,Cyclammina cancellata,Cyclammina spp.,Cylindroclavulina spp.?,Dendrophyra spp.,Dentalina advena,Dentalina ariena,Dentalina bradyensis,Dentalina cf. filiformis,Dentalina spp.,Dentalina communis,Deuterammina ochracea,Discammina spp.,Discanomalina coronata,Discanomalina semipunctata,Discanomalina spp.,Discorbis spp.,Dorothia bradyana,Dorothia spp.,Eggerella bradyi,Eggerella spp.,Ehrenbergina pupa?,Ehrenbergina spp.,Elphidid taxa,Elphidiella spp.,Elphidium aculeatum,Elphidium cf. jenseni,Elphidium crispum,Elphidium spp.,Epistomina spp.,Epistominella exigua,Epistominella rugosa,Epistominella spp.,Eponides spp.,Eubuliminella exilis,Cibicidoides cf. wuellerstorfi,Comment,File Data
339-U1386B-38X-CC-PAL-FORAM,339,U1386,B,38,38-CC,X,CC,PAL,FORAM,0,5,350.3,350.35,,,,,,,F ,,,,,,,,P ,,,P ,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,
339-U1386B-39X-CC-PAL-FORAM,339,U1386,B,39,39-CC,X,CC,PAL,FORAM,0,5,359.75,359.8,,,,,,,R ,,,,,,,,P ,,,F ,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-40X-CC-PAL-FORAM,339,U1386,B,40,40-CC,X,CC,PAL,FORAM,0,5,369.26,369.31,,,,,,,R ,,,,,,,,,,,,,,,,,,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-41X-CC-PAL-FORAM,339,U1386,B,41,41-CC,X,CC,PAL,FORAM,0,5,379.29,379.34,,,,,,,A ,,,,,,,,P ,,,,,,,,,,,P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-42X-CC-PAL-FORAM,339,U1386,B,42,42-CC,X,CC,PAL,FORAM,0,5,388.52,388.57,,,,,,,D ,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-43X-CC-PAL-FORAM,339,U1386,B,43,43-CC,X,CC,PAL,FORAM,0,5,398.03,398.08,,,,,,,A ,,,,,,,,P ,,,R ,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-44X-CC-PAL-FORAM,339,U1386,B,44,44-CC,X,CC,PAL,FORAM,0,5,405.61,405.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,,,,
339-U1386B-46X-CC-PAL-FORAM,339,U1386,B,46,46-CC,X,CC,PAL,FORAM,0,5,423.61,423.66,,,,,,,F ,,,,,,,,P ,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-48X-CC-PAL-FORAM,339,U1386,B,48,48-CC,X,CC,PAL,FORAM,0,5,446.62,446.67,,,,,,,R ,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-49X-CC-PAL-FORAM,339,U1386,B,49,49-CC,X,CC,PAL,FORAM,0,5,451.11,451.16,,,,,,,R ,,,,,,,,P ,,,P ,,,,,,,,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386B-50X-CC-PAL-FORAM,339,U1386,B,50,50-CC,X,CC,PAL,FORAM,0,5,455.73,455.78,,,,,,,R ,,,,,,R ,,P ,,,P ,,,,,,P ,,A ,,,,,,,,,,,,,,,,,,,,,,,,,,R ,,,,,,,,,,,,,,,,,,,,,P ,,,,,,,
