Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data
339-U1391C-2R-CC-PAL-FORAM,339,U1391,C,2,2-CC,R,CC,PAL,FORAM,0,5,345.0,345.05,,,G ,D ,A ,R ,,,,P ,,,P ,P ,R ,P ,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,,,,D ,,F ,,,,,,,,,
339-U1391C-3R-CC-PAL-FORAM,339,U1391,C,3,3-CC,R,CC,PAL,FORAM,0,5,354.48,354.53,,,G ,D ,A ,B ,,,,R ,,,,P ,,,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,,,,A ,P ,P ,,,,,,,A ,,
339-U1391C-4R-CC-PAL-FORAM,339,U1391,C,4,4-CC,R,CC,PAL,FORAM,0,7,357.91,357.98,,,G ,F ,A ,F ,,,,R ,,,,,R ,P ,,,,,,,,,P ,,,,,,,,,,,P ,,,,,,,A ,,F ,,,,,,,P ,,
339-U1391C-5R-CC-PAL-FORAM,339,U1391,C,5,5-CC,R,CC,PAL,FORAM,0,5,374.48,374.53,,,G ,D ,A ,R ,,,,F ,,,P ,P ,P ,P ,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,P ,,,A ,P ,F ,,,,,,,P ,"G truncatulinoides 10% sin, G. crassaformis 10% sin",
339-U1391C-6R-CC-PAL-FORAM,339,U1391,C,6,6-CC,R,CC,PAL,FORAM,0,5,377.32,377.37,,,G ,D ,A ,R ,,,,A ,,,,,R ,,,,,,,,,,R ,P ,,,,,,,,,,P ,,,,R ,,,A ,P ,F ,,,,,,,P ,,
339-U1391C-7R-CC-PAL-FORAM,339,U1391,C,7,7-CC,R,CC,PAL,FORAM,0,5,391.44,391.49,,,G ,D ,A ,F ,,,,F ,,,P ,,P ,,,,,,,,,P ,R ,P ,,,,,,,,,,,,,,R ,,,A ,,F ,,F ,,,,,,,
339-U1391C-8R-CC-PAL-FORAM,339,U1391,C,8,8-CC,R,CC,PAL,FORAM,0,5,399.87,399.92,,,G ,D ,F ,F ,,P ,P ,F ,,,,,,,,,,,,R ,,R ,R ,,,,,,,,,,,P ,,,,R ,,,F ,,A ,,,,,,,,,
339-U1391C-9R-CC-PAL-FORAM,339,U1391,C,9,9-CC,R,CC,PAL,FORAM,0,5,412.09,412.14,,,G ,D ,F ,R ,,,,F ,,,R ,,,,,,,,,,,P ,P ,,,,,,,,,,,,,,,R ,,P ,A ,R ,F ,,,,,,,,,
339-U1391C-10R-CC-PAL-FORAM,339,U1391,C,10,10-CC,R,CC,PAL,FORAM,0,5,419.55,419.6,,,G ,D ,A ,R ,,,,A ,P ,,R ,,,,,,,,,,,P ,P ,P ,,,,,,,,,,,,,,R ,,P ,F ,P ,F ,,,,,,,,,
339-U1391C-11R-CC-PAL-FORAM,339,U1391,C,11,11-CC,R,CC,PAL,FORAM,0,5,431.1,431.15,,,G ,D ,A ,P ,,,,F ,,,,,,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,,,,R ,A ,R ,,,,,,,R ,,
339-U1391C-12R-CC-PAL-FORAM,339,U1391,C,12,12-CC,R,CC,PAL,FORAM,0,5,441.6,441.65,,,G ,D ,A ,R ,,,,A ,,,,R ,,,,,,,,,,,P ,,,,,,,,,,,,,P ,,R ,,,A ,F ,R ,,,,,,,F ,,
339-U1391C-13R-CC-PAL-FORAM,339,U1391,C,13,13-CC,R,CC,PAL,FORAM,0,5,451.12,451.17,,,G ,D ,A ,R ,,,,A ,,,,P ,P ,,,,,,,,,,,,,,,,,,,,,P ,,,,P ,,,F ,F ,R ,,,,,,,,,
339-U1391C-14R-CC-PAL-FORAM,339,U1391,C,14,14-CC,R,CC,PAL,FORAM,0,5,460.79,460.84,,,G ,D ,F ,F ,,R ,R ,F ,,,,P ,,,,,,,,,,P ,P ,,,,,,,,,,,P ,,,,P ,,,,F ,P ,,,,,,,,,
339-U1391C-15R-CC-PAL-FORAM,339,U1391,C,15,15-CC,R,CC,PAL,FORAM,0,5,470.31,470.36,,,G ,D ,F ,R ,,,,F ,,,R ,P ,,,,,,,,,,,R ,,,,,,,,,,,P ,,,,R ,,,A ,P ,R ,,,,,,,P ,,
339-U1391C-16R-CC-PAL-FORAM,339,U1391,C,16,16-CC,R,CC,PAL,FORAM,0,5,478.47,478.52,,,M ,D ,D ,R ,,,,P ,,,,F ,,,,,R ,,,,,P ,R ,,,,,,,,,,,P ,,,,,,,A ,,R ,,P ,,,,,,,
