Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
154, 929,E,Initial Reports          ,     503.820,   33.750000,T Hantkenina alabamensis
,,,,,,
154, 929,E,Initial Reports          ,     503.830,   33.849998,T Turborotalia cerroazulensis s.l.
,,,,,,
154, 929,E,Initial Reports          ,     536.850,   35.400002,T Calcidiscus protoannulus
,,,,,,
154, 929,E,Initial Reports          ,     561.550,   37.099998,T Chiasmolithus grandis
,,,,,,
154, 929,E,Initial Reports          ,     566.810,   38.099998,T Morozovella spinulosa
,,,,,,
154, 929,E,Initial Reports          ,     577.900,   40.200001,T Orbulinoides beckmanni
,,,,,,
154, 929,E,Initial Reports          ,     579.800,   40.400002,B Dicytococcites bisectus
,,,,,,
154, 929,E,Initial Reports          ,     581.210,   40.599998,B Orbulinoides beckmanni
,,,,,,
154, 929,E,Initial Reports          ,     604.850,   41.900002,T Nannotetrina
,,,,,,
154, 929,E,Initial Reports          ,     609.550,   42.200001,B Reticulofenestra umbilicus 
,,,,,,
