leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
52,417,D,48,5,0.0,532.00,538.00,  539.49,"SWANSON, D.",PLAG-OL-CPX PHYRIC BASALTMASSIVE,"PCE 1A (1-2), 1B (2-3), 2 (6-14), 3A (16-34), 3A1 (35-45), 3B (47-52), 3C (54-62), 3D (63-70), 4 (72-81), 5 (84-88), 6 (91-95), 7 (97-100), 8 (103-113), 9 (115-119), 10A (122-129), 10B (130-140), 10C (141-149)","PLAG-OL-CPX PHYRIC, SUBOPHITIC TEXTURE, GIVES ROCK MOTTLED APPEARANCE, GROUNDMASS MEDIUM TO COARSE- GRAINED","NARROW VEINS OF CARB + SMEC, FRACTURED BASALT AND NETWORK VEINING OF CARB IN PCE 3B, VEINLETS FILLED WITH SMEC IN PCES 10A-C",MODERATELY LARGE COATING OF SLICKENSIDED SMEC IN PCE 3D,SEE THIN SECTION DESCRIPTION FOR MODES,"     1-3    1          CARB,SMEC comments : MOSTLY FILLED WITH CARB IN PCES 8-10C",PLAG       24        <7 | OL          2   0.2-0.6 comments : ALTERED TO SMEC AND IN CLOTS WITH PLAG+CPX | CPX        24   0.3-0.8 comments : SUBOPHITIC TO OPHITIC CLOTS,OL          2  0.05-0.1 comments : EUHEDRAL | PLAG       15  0.01-0.4 comments : EUHEDRAL TO SUBHEDRAL | CPX        15 0.005-0.3 comments : EUHEDRAL TO SUBHEDRAL | MAGN        50.005-0.01 comments : IRREGULAR RODS | GLASS    5-10 comments : TACHYLITIC,"SMEC                   OL,GLASS | CARB",,
52,417,D,48,6,0.0,532.00,539.50,  540.68,"RICOU, L.",PLAG-CPX-OL PHYRIC BASALTMASSIVE,"PCE 1A (1-11), 1B (11-22), 2A (23-44), 2B (44-51), 3A (53-65), 3B (67-77), 4A (79-90), 4B (90-107), 4C (107-111), 4D (112-118)","PLAG-CPX-OL PHYRIC, GROUNDMASS MEDIUM-GRAINED, SUBOPHITIC","FINE VEINLETS OR CRACKS FILLED WITH SMEC OR CARB, VEINS IN PCE 2A CONTAIN CARB+RADIATING ZEOLITE XTLS, SLICKENSIDES IN PCES 4B-C AND CARB VEINS SHOWING VERTICAL EXTENSION SUGGEST REVERSE FAULTING",SLIGHTLY,SEE THIN SECTION DESCRIPTION FOR MODES,"      <2 5-10          SMEC,CARB comments : SOME SHOW GEOPETAL STRUCTURE WITH CONCAVE UPWARD CONTACT OF CARB AND SMEC BELOW","PLAG       25       1-3 comments : ZONED | OL          5     0.5-2 comments : ALTERED, EUHEDRAL | CPX        20     0.5-1 comments : HETEROMORPHIC",PLAG       20 comments : LATHS | CPX        20 comments : HETEROMORPHIC | MAGN     5-10 comments : EUHEDRAL | GLASS       5 | PYRITE,SMEC | CARB | ZEOLITE | PYRITE,,
52,417,D,48,7,0.0,532.00,541.00,  541.98,"SWANSON, D.",PLAG-CPX-OL PHYRIC BASALTMASSIVE,"PCE 1 (2-37), 2 (41-43), 3 (45-49), 4 (51-55), 5 (59-63), 6A (65-75), 6B (76-98)","PLAG-CPX-OL PHYRIC, INTERGRANULAR TO SUBOPHITIC, GROUNDMASS COARSE-GRAINED",VEINS FILLED BY CARB WITH SMEC LINING,SLIGHTLY,,   0.5-1  1-2          CARB,PLAG       <5        <6 | OL        1-2        <4 comments : ALTERED TO SMEC | CPX       1-2        <4 comments : OCCUR IN GLOMEROCRYSTS <10MM,PLAG | CPX | MAGN,SMEC                   OL | CARB,,
52,417,D,49,1,0.0,539.00,539.00,  540.49,"RICOU, L.",APHYRIC TO PLAG-OL-CPX MODERATELY PHYRIC BASALTMASSIVE,"PCE 1 (4-6), 2 (9-25), 3 (27-42), 4 (45-53), 5 (55-66), 6A (68-73), 6B (72-82), 6C (82-83), 7 (87-89), 8A (92-102), 8B (101-113), 8C (114-122), 8D (123-146), 8D1 (143-149)","APHYRIC TO PLAG-OL-CPX MODERATELY PHYRIC, GROUNDMASS MEDIUM-GRAINED","VEINS FILLED WITH BROWN TO GREEN SMEC UP TO 1CM, SUBHORIZONTAL VEIN OF CARB IN PCE 5, POSSIBLE COOLING BREAK BETWEEN CORES 48 AND 49",MODERATELY,,"           <5          CARB, SMEC",PLAG       <5        <5 | OL         <5       1-2 comments : ALTERED TO SMEC+IDDINGS | CPX        <3        <5,,SMEC                   OL | IDDINGS                OL | CARB,,
52,417,D,49,2,0.0,539.00,540.50,  541.96,"BYERLY, G.",PLAG-CPX-OL MODERATELY PHYRIC BASALT AND BRECCIAMASSIVE,"PCE 1 (2-27), 2A (29-36), 2B (37-49), 3A (52-70), 3B (66-77), 4 (80-97), 5A (99-101), 5B (101-105), 5C (105-106), 6 (109-122), 7 (125-146)","PLAG-CPX-OL MODERATELY PHYRIC, BRECCIA OCCURS IN PCE 4-7, GROUNDMASS COARSE-GRAINED, OPHITIC","VEINS FILLED WITH GREEN AND BROWN SMEC, PCES 2A AND 3A SHOW SIGNS OF SLICKENSIDES ALONG VEINS","MODERATELY VEINS OXIDIZED IN PCES (5,17,54,115CM) TO BROWNER COLOR, ROCK STAINED TO 10MM ON EITHER SIDE OF LARGE VEINS OR BROKEN SURFACES",, comments : RARE VESICLES FILLED WITH CARB,PLAG       <5        <5 | CPX        <3        <5 comments : AUGITE | OL         <2 comments : ALTERED TO SMEC OR IDDINGS,,SMEC                   OL | CARB | IDDINGS                OL,,
52,417,D,49,3,0.0,539.00,542.00,  542.86,"BYERLY, G.",PLAG-CPX-OL MODERATELY PHYRIC BASALTMASSIVE,"PCE 1 (4-15), 2 (18-30), 3 (32-40), 4A (42-53), 4B (52-64), 5 (67-75), 6 (77-86)","PLAG-CPX-OL MODERATELY PHYRIC, GROUNDMASS COARSE- GRAINED","NUMEROUS THIN VEINS FILLED WITH GREEN SMEC+CARB, LARGER VEINS FILLED WITH CARB PLUS LINING OF DARK GREEN TO YELLOW TO BROWN SMEC (10,25,55,70CM)",MODERATELY BROWN STAINING NEAR VEINS,, comments : RARE,PLAG       <5        <3 | CPX        <2        <3 comments : AUGITE | OL         <2        <3 comments : OCCUR IN GLOMEROCRYSTS,OL | PLAG | CPX | MAGN | GLASS,SMEC | CARB,,
52,417,D,50,1,0.0,545.00,545.00,  546.20,"RICOU, L.",PLAG-CPX-OL PHYRIC BASALTMASSIVE,"PCE 1 (2-20), 2 (22-30), 3 (33-50), 4 (53-59), 5 (62-71), 6 (74-87), 61 (88-89), 7 (92-109), 8 (102-107), 9 (111-120)","PLAG-CPX-OL PHYRIC, GROUNDMASS MICROLITIC","MODERATELY TO STRONGLY FRACTURED, FISSURES FILLED WITH GREEN TO BROWN SMEC, NUMEROUS VEINS FILLED WITH GREEN TO BROWN SMEC AND COMMONLY DIP 60 DEGREES TO THE HORIZONTAL, PCE 4 CONTAINS HORIZONTAL SLICKENSIDES, PCE 5 DISPLAYS SLICKENSIDES THAT DIP 65 DEGREES PITCH 45 DEGREES AND SUGGEST NORMAL AND RIGHT LATERAL COMPONENTS OF MOTION",MODERATELY,, comments : RARE,PLAG      <15        <5 comments : RARELY TO 8MM | CPX      5-10        <5 comments : RARELY TO 8MM | OL          5        <2 comments : LOCALLY 10-15% IN PCES 4-6,,SMEC | PYRITE comments :  PCE 9,,
52,417,D,50,2,0.0,545.00,546.50,  547.86,"BYERLY, G.",PLAG-CPX-OL PHYRIC BASALTMASSIVE,"PCE 1 (3-43), 2 (46-80), 3A (82-108), 3B (107-118), 4A (123-129), 4B (130-136)","PLAG-CPX-OL PHYRIC, TRACES OF BRECCIA IN PCES 1 AND 4A, PCE 4A CONTAINS A BRECCIATED BAND OF APHYRIC BASALT, GROUNDMASS INTERGRANULAR TO INTERSERTAL",VEINS CONTAIN LOCALLY COMPLEX FILLINGS OF CARB+SMEC AND MINOR BRECCIA AND NUMEROUS SLICKENSIDES,MOD FROM 0-30CM AND 42-52CM AND 87-136CM | FRESH REST OF SECTION,,       1   <1 comments : CRESCENTIC FILLINGS COMMON BUT VARY RANDOMLY IN ORIENTATION WITHIN SINGLE PIECES,"PLAG       15        <5 | CPX         5        <3 comments : AUGITE | OL          5        <3 comments : REPLACED BY SMEC OR CARB comments : PHENOS COMMONLY SERIATE, TEND TO OCCUR INGLOMEROCRYSTS <10MM WIDE",,SMEC                   OL | CARB                   OL,,
52,417,D,51,CC,0.0,548.50,548.60,  549.80,"BRYAN, W.",PLAG-CPX-OL SPARSELY PHYRIC BASALTMASSIVE,PCE 1 (1-13),"PLAG-CPX-OL SPARSELY PHYRIC, GROUNDMASS HOLOCRYSTALLINE AND LOCALLY APHANITIC WITH PLAG MICROPHENOS","VEINS FILLED WITH GREEN SMEC+CARB, NARROW ALTERATION HALOS ALONG VEINS",MOD,,,PLAG comments : RARE PARTIALLY RESORBED PLAG MEGACRYSTS CONTAININCLUSIONS OF EUHEDRAL SPINEL | CPX | OL comments : ALTERED PHENOS MINOR,,SMEC | CARB,,
52,417,D,52,1,0.0,558.00,558.00,  559.37,,PLAG-CPX-OL SPARSELY TO MODERATELY PHYRIC  BASALTMASSIVE,"PCE 1A (1-11), 1B (12-35), 1C (36-48), 1D (49-53), 1E (54-74), 1F (74-86), 1G (86-94), 1G1 (94-98), 1H1 (99-102), 1H (101-115), 1I (116-137)","PLAG-CPX-OL SPARSELY TO MODERATELY PHYRIC, GNDMASS INTERSERTAL",VEINS FILLED WITH CARB AND/OR SMEC AND PYRITE,"MOD FROM 49-65CM, 92-137CM | FRESH REST OF SECTION, ALTERED TO GREY-BROWN TO A DEPTH OF 5MM ALONG VEINS IN PCES 1D-E AND 1G-I",,         RARE,PLAG                1-5 | CPX                  <5 comments : AUGITE | OL                   <4 comments : REPLACED BY GREEN SMEC+CARB,,SMEC                   OL | CARB                   OL | PYRITE comments :  PRESENT AS RARE ANHEDRAL GRANULES,,
