Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
121, 752,B,Post Moratorium          ,     330.990,   63.700001,FO Prinsius martinii
,,,,,,
121, 752,B,Post Moratorium          ,     345.180,   64.800003,FO Chiasmolithus danicus
,,,,,,
121, 752,B,Post Moratorium          ,     346.800,   65.500000,C28R/C29N Reversal boundary
,,,,,,
121, 752,B,Post Moratorium          ,     354.110,   65.900002,FO Cruciplacolithus tenuis
,,,,,,
121, 752,B,Post Moratorium          ,     396.200,   69.400002,C31N/C31R Reversal boundary
,,,,,,
121, 752,B,Post Moratorium          ,     414.630,   70.400002,LO Reinhardtites levis
,,,,,,
