Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
162, 980,A,Initial Reports          ,      28.550,    0.260000,FAD E. huxleyi
,,,,,,
162, 980,A,Initial Reports          ,      52.750,    0.460000,LAD P. lacunosa
,,,,,,
162, 980,A,Initial Reports          ,      75.300,    0.780000,Bruhnes/Matuyama
,,,,,,
162, 980,A,Initial Reports          ,      85.500,    0.990000,Jaramillo top
,,,,,,
162, 980,A,Initial Reports          ,      89.500,    1.070000,Jaramillo bottom
,,,,,,
162, 980,A,Initial Reports          ,      97.590,    1.230000, 
,,,,,,
