leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
78,542,,1,1,0.0,150.0,202.00,202.00,203.50,MSC, NANNOFOSSIL-RICH MUD, DARK GRAY, BURROWS,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1210,e67f7f6d8ff7e58677aaddc4ed2fb015,78-542-1-1
78,542,,1,2,0.0,150.0,202.00,203.50,205.00,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,OLIVE GRAY,BLACK", BURROWS,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12131210.1221,fbe9a07516b2b25c796e0ca5fd45682f,78-542-1-2
78,542,,1,3,0.0,150.0,202.00,205.00,206.50,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,BROWNISH BLACK"," BURROWS,MOTTLING,CONTACT",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12131210.1221,9e9023c7f02f35fee2ef81fedc7eca4d,78-542-1-3
78,542,,1,4,0.0,150.0,202.00,206.50,208.00,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,BROWNISH BLACK"," BURROWS,MOTTLING,CONTACT",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12131210.1221,d4382ea40f8c6bba15c300622ef5e878,78-542-1-4
78,542,,1,5,0.0,150.0,202.00,208.00,209.50,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,BROWNISH BLACK"," BURROWS,MOTTLING,CONTACT",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12131210.1221,fda9f534754e9c6a5310aa65c47428f8,78-542-1-5
78,542,,1,6,0.0,150.0,202.00,209.50,211.00,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,GRAYISH BROWN"," BURROWS,MOTTLING,CONTACT",, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 12131210.1221,2e339211a0d5bb41218d050c927a5b5f,78-542-1-6
78,542,,1,7,0.0,50.0,202.00,211.00,211.50,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD," LIGHT GRAY,GRAYISH BROWN"," BURROWS,MOTTLING,CONTACT",,,,,, SOFT, 12131210.1221,55c596a376678835d97d6241d34c5517,78-542-1-7
78,542,,1,CC,0.0,10.0,202.00,211.61,211.61,MSC, FORAMINIFERAL-RICH NANNOFOSSIL MUD, LIGHT GRAY,,,,,,, SOFT, 12131210.1221,8f9038925915cf288408b3d34ed85987,78-542-1-CC
78,542,,2,1,0.0,75.0,211.50,211.50,212.25,CAR, MUD, OLIVE GRAY,,, VOLCANOGENIC DEPOSIT, VOLCANIC ASH, FORAMINIFERS,, SOFT, 33233000,33ccdfaf22828bf46f44a77c42a8069a,78-542-2-1
78,542,,2,2,0.0,150.0,211.50,213.00,214.50,CAR, MUD," OLIVE GRAY,OLIVE, LIGHT GRAY"," BURROWS,MOTTLING",, VOLCANIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33233000,31a340522a069ad920cd41b0673fb4ca,78-542-2-2
