Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1334B-19H-CC-PAL-NANNO,320,U1334,B,19,19-CC,H,CC,PAL,NANNO,0,0,182.52,182.52,"PB - predist., distentus",M,A,,,,,,,,,,,,,,,,,,,,,,,F,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,c3ad1cd4f41e47e9ccef634945354959
320-U1334B-20H-CC-PAL-NANNO,320,U1334,B,20,20-CC,H,CC,PAL,NANNO,0,0,191.55,191.55,"TDJ - predist., distentus",M,A,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,2a70220dcbf0b045a2cc5c14957357d7
320-U1334B-21H-CC-PAL-NANNO,320,U1334,B,21,21-CC,H,CC,PAL,NANNO,0,0,201.26,201.26,"TDJ - no distentus, no umbilicus",M,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,89ee158cdb7dac00e0b827f93201f3ca
320-U1334B-22H-CC-PAL-NANNO,320,U1334,B,22,22-CC,H,CC,PAL,NANNO,0,0,211.1,211.1,"TDJ - no distentus, no umbilicus",M,D,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,999b5412b43d1cd16b153ff508843186
320-U1334B-23X-CC-PAL-NANNO,320,U1334,B,23,23-CC,X,CC,PAL,NANNO,0,0,220.45,220.45,"TDJ - no distentus, no umbilicus",M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,1785d5e99063e3819ef63651badcaa01
320-U1334B-24X-CC-PAL-NANNO,320,U1334,B,24,24-CC,X,CC,PAL,NANNO,0,0,228.7,228.7,TDJ - umbilicus,M,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,3b6e1b9eef7e720bc9e5b4a50b18b3d4
320-U1334B-25X-CC-PAL-NANNO,320,U1334,B,25,25-CC,X,CC,PAL,NANNO,0,0,238.39,238.39,TDJ - formosus,M,A,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,C,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,R,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,7cfa7a1940306ad93505f3232ad88fcc
320-U1334B-26X-3-W 150/150-NANNO,320,U1334,B,26,26-3,X,3,W,150/150-NANNO,0,0,242.7,242.7,-,M,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,6392c900736f92f345e00127a78b1efb
320-U1334B-26X-6-W 151/151-NANNO,320,U1334,B,26,26-6,X,6,W,151/151-NANNO,0,0,247.21,247.21,-,M,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,a977a10104af6019dc6fa8cb28299ea6
320-U1334B-26X-CC-PAL-NANNO,320,U1334,B,26,26-CC,X,CC,PAL,NANNO,0,0,247.87,247.87,TDJ - formosus; no saipanensis,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b54d2d3e8848834468bd76d5efb2dac6
320-U1334B-27X-CC-PAL-NANNO,320,U1334,B,27,27-CC,X,CC,PAL,NANNO,0,0,257.58,257.58,TDJ/PB - saipanensis,P,C,,,,,,,,,,,,,,R,,,,,,R,C,C,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,509639c02ac16ebbd52a50610c5421e4
320-U1334B-28X-CC-PAL-NANNO,320,U1334,B,28,28-CC,X,CC,PAL,NANNO,0,0,267.29,267.29,PB - saipanensis,P,C,,,,R,,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,fcf36b9f7c09e5e5021bc094a43388c0
320-U1334B-29X-CC-PAL-NANNO,320,U1334,B,29,29-CC,X,CC,PAL,NANNO,0,0,276.89,276.89,PB - grandis,M,A,,,,R,,,,,,,,,,,,,,R,,C,F,C,,,R,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,F,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,f7b7aaf1df2402f5d55360a5e2a4df8c
320-U1334B-30X-CC-PAL-NANNO,320,U1334,B,30,30-CC,X,CC,PAL,NANNO,0,0,283.78,283.78,PB - grandis,P,F,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,7c6d2e9a76c1e60aa06ed03e3ae21c5d
320-U1334B-31X-CC-PAL-NANNO,320,U1334,B,31,31-CC,X,CC,PAL,NANNO,0,0,284.01,284.01,"PB - grandis, bisectus",P,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,734a90d8006ab95723baf13a8db39a4e
