Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
145, 881,B,Post Moratorium          ,       5.500,    0.050000,R1; LO Lychnocanoma nipponica magnacornuta
,,,,,,
145, 881,B,Post Moratorium          ,      29.250,    0.300000,D1; LO Simonseniella curvirostris
,,,,,,
145, 881,B,Post Moratorium          ,      67.250,    0.850000,R5; LO Lamprocyrtis neoheteroporos
,,,,,,
145, 881,B,Post Moratorium          ,      95.750,    1.580000,D5; FO Simonseniella curvirostris
,,,,,,
145, 881,B,Post Moratorium          ,     105.250,    2.000000,D6; LO Neodenticula koizumii
,,,,,,
145, 881,B,Post Moratorium          ,     143.250,    2.400000,D7; LO Thalassiosira convexa
,,,,,,
