leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
41,366,,PLEISTOCENE,,0.0,14.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
41,366,,UPPER MIOCENE,MIDDLE MIOCENE,119.0,128.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
41,366,,LOWER MIOCENE,,242.5,252.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
41,366,,UPPER OLIGOCENE,LOWER OLIGOCENE,366.0,375.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
41,366,,LOWER OLIGOCENE,,375.5,413.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
41,366,,UPPER EOCENE,,413.0,413.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
41,366,,LOWER OLIGOCENE,UPPER EOCENE,413.5,423.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
41,366,,UPPER EOCENE,,423.0,470.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
41,366,,MIDDLE EOCENE,,470.0,594.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
41,366,,MIDDLE EOCENE,LOWER EOCENE,594.0,603.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
41,366,,LOWER EOCENE,,603.5,728.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
41,366,,UPPER PALEOCENE,,728.5,793.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
41,366,,UPPER PALEOCENE,MIDDLE PALEOCENE,793.5,798.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
41,366,,MIDDLE PALEOCENE,,798.0,804.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
41,366,,LOWER PALEOCENE,,804.5,831.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
41,366,,MAESTRICHTIAN,,841.0,850.5,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
