Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
150, 903,D,Initial Reports          ,     777.100,   15.200000,N9-N10
,,,,,,
150, 903,D,Initial Reports          ,     917.550,   16.000000,base NN5
,,,,,,
150, 903,D,Initial Reports          ,     948.070,   18.799999,base NN4
,,,,,,
150, 903,D,Initial Reports          ,     996.840,   22.799999,base NN3
,,,,,,
150, 903,D,Initial Reports          ,    1037.290,   27.600000,base NP25
,,,,,,
