leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
32,306,,QUATERNARY,UPPER ALBIAN,0.0,9.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  104,   52,DSDP INITIAL REPORTS
32,306,,LOWER CENOMANIAN,UPPER ALBIAN,9.5,28.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 97.5,  104,100.8,DSDP INITIAL REPORTS
32,306,,ALBIAN,,37.5,47.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
32,306,,UPPER ALBIAN,,56.5,66.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
32,306,,LOWER ALBIAN,UPPER APTIAN,75.5,122.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
32,306,,LOWER APTIAN,BARREMIAN,132.0,179.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  112,  121,116.5,DSDP INITIAL REPORTS
32,306,,APTIAN,BARREMIAN,188.5,198.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  121,114.5,DSDP INITIAL REPORTS
32,306,,LOWER APTIAN,BARREMIAN,207.5,217.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  112,  121,116.5,DSDP INITIAL REPORTS
32,306,,BARREMIAN,VALANGINIAN,217.0,226.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  131,  123,DSDP INITIAL REPORTS
32,306,,HAUTERIVIAN,VALANGINIAN,244.0,262.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
32,306,,APTIAN,VALANGINIAN,262.5,290.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  131,119.5,DSDP INITIAL REPORTS
32,306,,BARREMIAN,VALANGINIAN,290.5,300.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  131,  123,DSDP INITIAL REPORTS
32,306,,HAUTERIVIAN,VALANGINIAN,300.0,309.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
32,306,,BARREMIAN,VALANGINIAN,309.0,337.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  115,  131,  123,DSDP INITIAL REPORTS
32,306,,LOWER CRETACEOUS,,355.5,365.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  135,117.5,DSDP INITIAL REPORTS
32,306,,VALANGINIAN,BERRIASIAN,376.5,459.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  126,  135,130.5,DSDP INITIAL REPORTS
32,306,,BERRIASIAN,,459.0,467.5,,NO AGE GIVEN,,NO AGE GIVEN,  131,  135,  133,DSDP INITIAL REPORTS
32,306,,LOWER BERRIASIAN,,467.5,475.0,,NO AGE GIVEN,,NO AGE GIVEN,  133,  135,  134,DSDP INITIAL REPORTS
