Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
116, 718,E,Initial Reports          ,     113.800,    0.930000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     126.000,    3.500000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     151.300,    5.600000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     391.500,   10.000000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     572.300,   10.800000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     686.900,   13.700000,N/A
,,,,,,
116, 718,E,Initial Reports          ,     778.800,   16.200001,N/A
,,,,,,
116, 718,E,Initial Reports          ,     935.000,   17.100000,N/A
,,,,,,
