Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
104, 642,B,Initial Reports          ,      37.110,    0.730000,Brunhes/Matuyama
,,,,,,
104, 642,B,Initial Reports          ,      41.960,    0.910000,Top Jaramillo
,,,,,,
104, 642,B,Initial Reports          ,      45.560,    0.980000,Base Jaramillo
,,,,,,
104, 642,B,Initial Reports          ,      52.750,    1.660000,Top Olduvai
,,,,,,
104, 642,B,Initial Reports          ,      55.150,    1.880000,Base Olduvai
,,,,,,
104, 642,B,Initial Reports          ,      64.650,    2.470000,Matuyama/Gauss
,,,,,,
104, 642,B,Initial Reports          ,      69.990,    3.400000,Gauss/Gilbert
,,,,,,
104, 642,B,Initial Reports          ,      79.760,    5.350000,Gilbert/Epoch 5
,,,,,,
104, 642,B,Initial Reports          ,      83.350,    5.890000,Epoch 5/Epoch 6
,,,,,,
104, 642,B,Initial Reports          ,      95.330,    6.700000,Epoch 6/Epoch 7
,,,,,,
104, 642,B,Initial Reports          ,     113.020,    7.410000,Epoch 7/Epoch 8
,,,,,,
