leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DACHN0030,Achnanthes lanceolata,2%,  ,1,6650af460918520a091972939f577a27
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DACIN0060,Actinoptychus senarius,TRACE,  ,1,de889e5823ad3b0a3f83cb536c98d6f0
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DACIN0120,Actinoptychus vulgaris,TRACE,  ,1,104913259fbfc4871d8ff7078d09146e
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DACTI0170,Actinocyclus octonarius,2%,  ,1,53b8ccd3559e78626f0b902425c4c247
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DAULC0010,Aulacosira distans,8%,  ,1,3a3d81535c137990ce13c6f0ce4af761
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DBACT0030,Bacteriastrum varians,1%,  ,1,e88976ff795691d8d1bac5a3b12acceb
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCOCC0200,Cocconeis placentula,1%,  ,1,41ca9c9acf761ee96c80884d4ab74786
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCOCC0260,Cocconeis scutellum,2%,  ,1,80dde96c772fba82ff950ca204705047
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCOSC0010,Coscinodiscus sp.,TRACE,  ,1,3908a4915b8735835fef47a6bdd67fe9
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCOSC0771,Coscinodiscus radiatus (q),1%,  ,1,5b997c46b93f492eee36d37354c3b545
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCOSC0890,Coscinodiscus tabularis egregius,1%,  ,2,7798bbcb538b544fdd7939fd847b998f
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DCYCL0045,Cyclotella striata,3%,  ,2,b9d30eb9da8c72d1ab1833e6d8ec3a4d
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DDIPL0010,Diploneis sp.,TRACE,  ,2,a5e166b118d456062a5df83bb65e4e12
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DDIPL0020,Diploneis bombus,1%,  ,2,018ac094429e8e42dc4b4f5ee669d439
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DEPIH0035,Epithemia sp.,2%,  ,2,777dc184aa10eec06a42ccf424cc2d33
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DETHM0010,Ethmodiscus rex,TRACE,  ,2,8e4313617ca5c75d9c60ecd6568ebeb7
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DGOMP0010,Gomphonema sp.,2%,  ,2,c6051f9fd61cb2d58bbe052f33b7f393
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DGRAM0010,Grammatophora sp.,1%,  ,2,f96b45dded4449b37308e306df69469a
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DHEMD0010,Hemidiscus cuneiformis,1%,  ,2,e664972b1ff1f512cc2d42285d2aef12
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DNITZ0340,Nitzschia kolaczeckii,TRACE,  ,2,d8d5b1a91c9bf97bf1e38376f0504acd
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DNITZ0380,Nitzschia marina,1%,  ,3,09cf920d876e4f8a0de4d64c141d5801
87,582,A,2,1,72.0,74.0,38.80,39.53,34,AKIBA,,87,DIATOMS,FEW,,,MODERATE,NO AGE GIVEN,396,DPARA0010,Paralia sulcata,5%,  ,3,82c8133307c54baa369e8a266bbd5bfd
