leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
124,768,C,001,Rotary,01,RS,000,,,150,,,"claystone,silty claystone and clayey silt w/ marlstone at 0-4,59-64cm","light gray w/ darker gray burrow fills(0-4cm);dark greenish gray(4-142,146-150cm);light greenish gray?(142-146cm)","5y 7/2(0-4cm);5g 4/1(4-59,64-142,146-150cm);10y 5/1(59-64cm);10y 7/1(142-146cm)","minor(0-59,64-150cm)bioturbation;burrows & burrow fills(0-59,64-142cm);massive(59-64cm);laminations(8-38,45-50,64-142cm);redeposited bed(142-146cm);normal graded bed?(35cm)","drilling breccia(0-8cm);highly fragmented(8-40cm);slightly fractured(40-60,105-150cm);moderately fragmented(60-105cm)",redeposited bed(142-146cm),quartz and rock fragments in laminae(64-142cm),plant fragments in laminae(64-142cm);nannos(142-146cm);coccoliths & discoasters(142-146cm),"sharp contacts(4,64,146cm);gradational contact(142cm);very fine grained(0-4,59-64,142-146cm);silty claystone & claystone beds interpreted as hemipelagic deposits,clayey silt & silty claystone interpreted as very fine-grained terigenous turbidite deposits","hard fragment of marlstone(0-4,59-64cm);soft claystone(4-59cm)",,R,8.00000,121.21980,0353.20,35320,35470
124,768,C,001,Rotary,02,SOL,000,,,150,,,"silty claystone and clayey silt w/ marlstone at 32-39,127-129cm","dark greenish gray w/ dark gray laminae at 0-32,39-127cm(0-32,39-127,129-150cm);olive gray(32-39cm);dark olive gray(127-129cm)","10y 4/1 grading to 5g 4/1 w/ 5y 4/1 laminae at 0-32,39-127cm(0-32,39-127,129-150cm);5y 4/2(32-39cm);5y 3/2(127-129cm)","minor(0-150cm) bioturbation;parallel laminations(8-10,18-20,24-25,68-70,76-77,84-85,89-90,94-95,100-102,107-108,116-117cm);normal graded bedding(135,142,148cm);fining upward sequences(0-10,10-20,20-25,39-70,70-77,77-84,84-90,90-95,95-102,102-108,108-117cm)","slightly fractured(0-25,50-60,72-100,112-122,137-150cm) to moderately fragmented(25-30,40-50,60-72,100-112,122-128cm) to highly fragmented(30-40,128-137cm) or slightly fractured?(0-150cm)",,feldspar(39-127cm),"plant debris(0-32,39-127cm);nannos","sharp contacts(39,129cm);gradational contacts(39,127cm);argillaceous limestone(32-39cm);silty claystone & claystone beds interpreted as hemipelagic deposits,clayey silt & siltyclaystone interpreted as very fine-grained terigenous turbidite deposits",,,R,8.00000,121.21980,0354.70,35470,35620
124,768,C,001,Rotary,03,PUB,000,,,115,,,silty claystone and clayey silt,grayish olive green(3-6cm);yellowish green grading to grayish olive green?(7-72cm);light green(72-77cm),"10y 6/2(0-4,6-7cm);5gy 3/2(4-6cm);10gy 3/2 grading to 5gy 3/2 grading to 10y 4/2(7-72cm);5g 3/2(72-77cm)","normal graded bedding w/ sharp contacts & w/ scoured contacts at 101,105cm(4,7,9,30,36,40,52,85,87,93,101,105,107,113cm);mudclasts(15,109cm);burrows;laminations(8-30,41-70,73-83,95-98cm);wavy bedding(72cm)","slightly disturbed(0-28,42-70,75-115cm) to moderately disturbed(28-32,36-42,70-75cm) to highly disturbed(32-36cm) or slightly fractured?(0-115cm)",,glauconite(71-74cm);quartz;feldspar;rock fragments;amber,plant debris;organic matter,"sharp scoured contacts(101,105cm);mudclasts(15-109cm);turbidites;sharp contacts(4,7,9,30,36,40,45,52,85,87,93,107,113cm);interpreted as terigenous turbidite deposits",,,R,8.00000,121.21980,0356.20,35620,35735
124,768,C,001,Rotary,03,PUB,115,,,150,,,organic geochemistry sample(115-140cm);interstitial water sample(140-150cm),,,,,,,,,,,R,8.00000,121.21980,0356.20,35735,35770
124,768,C,001,Rotary,04,LIN,000,,,150,,,"claystone,silty claystone, and clayey silt",?,"10y 4/1 to 10y 3/1 in 1 to 2cm thick color bands(0-39,45-117,119-150cm);10y 5/1(39-45,117-119cm)","minor bioturbation(3-7,13-16,24-28,36-39,55-57,71-74,87-93,103-106,113-116,124-127,135-137,144-147cm);burrows at top of section(39-45,117-119cm);color banding(0-39,45-117,119-150cm);laminated;normal graded bedding(15,35,55,80,100,132,150cm)",moderately fragmented(0-150cm),,quartz;rock fragments;glauconite;feldspar;amber,plant debris;nannos,"sharp contacts(15,25,35,45,47,55,68,80,90,100,110,119,124,132,140,150cm);silty turbidites?(0-150cm);silty claystone & claystone beds interpreted as hemipelagic deposits,clayey silt & silty claystone interpreted as very fine-grained terigenous turbidite deposits",,,R,8.00000,121.21980,0357.70,35770,35920
124,768,C,001,Rotary,05,LIN,000,,,052,,,"claystone,silty claystone, and clayey silt",?,10y 4/1 to 10y 3/1(0-52cm),"minor bioturbation(1-4,7-10,12-16,18-23,25-28,32-34,38-42,44-52cm);laminated;normal graded bedding(20,40cm)",moderately fragmented(0-52cm),,quartz;rock fragments;glauconite;feldspar;amber,plant debris;nannos,"interbedded claystone and silty claystone(0-52cm);sharp contacts(10,20,30,40cm);silty claystone & claystone beds interpreted as hemipelagic deposits,clayey silt & silty claystone interpreted as very fine-grained terigenous turbidite deposits",,,R,8.00000,121.21980,0359.20,35920,35972
124,768,C,001,Rotary,CC,SOL,000,,,016,,,claystone,?,10y 4/1 to 5g 4/1 w/ very thin 5y 4/1 laminae(0-16cm),"minor bioturbation(0-4,7-11cm);pyrite nodule(4cm);fining upward sequence(0-14cm);normal graded bedding/sharp contact(14cm)",,pyrite nodule(4cm),pyrite nodule(4cm),,sharp contact(14cm),,,R,8.00000,121.21980,0359.72,35972,35988
124,768,C,002,Rotary,01,RS,000,,,150,,,"claystone w/ clayey silt @ 110-112,115-116,146-149cm(0-28,33-150cm), w/ calcareous claystone at 28-33cm","dark greenish gray(0-28,33-150cm);gray/light gray(28-33cm)","5g 4/1(0-28,33-150cm);5y 6/1(28-33cm)","minor bioturbation(0-112,115-146cm);horizontal to oblique burrows(planolites)(0-28cm);small burrows(28-110cm);laminations(33-110,116-146cm);massive(112-115cm);normal graded bedding(110-115cm)",moderately fragmented(0-32cm) to slightly fractured(32-150cm),,"very thin lamination of clayey quartz silt(74cm);clay,quartz,rock fragments, and feldspar(110-112,115-116,146-149cm)","plant fragments(74,116-149cm);up to 10-15% fine plant debris(110-112,115-116,146-149cm)","gradational contacts(28,108,115,145cm);sharp contacts(33,110,116cm);the bioturbated claystone beds are interpreted as hemipelagic deposit;very fine grained(28-33cm)","soft clayey silt beds(110-112,115-116cm)",,R,8.00000,121.21980,0362.90,36289,36439
124,768,C,002,Rotary,02,SOL,000,,,150,,,claystone and clayey silt to silty claystone,"dark gray(0-3cm);dark greenish gray grading to dark gray(3-15,15-28,28-36,36-45,45-52,52-57,62-71,77-82,94-102,102-107,107-120,120-127,134-150cm);dark greenish gray(57-62,71-77,82-94,127-134cm)","5y 4/1(0-3cm);5g 4/1 grading to 5y 4/1(3-15,15-28,28-36,36-45,45-52,52-57,62-71,77-82,94-102,102-107,107-120,120-127,134-150cm);5g 4/1(57-62,71-77,82-94,127-134cm)",minor bioturbation;cycles of laminae throughout;fining upward sequence;normal graded bedding;pyrite nodule(146cm),,pyrite nodule(146cm),pyrite nodule(146cm);feldspar,organic debris,24 cycles of turbidite deposits,,,R,8.00000,121.21980,0364.40,36439,36589
124,768,C,002,Rotary,03,LIN,000,,,150,,,claystone and silty claystone w/ calcareous claystone at 51-54cm,?,"10y 4/1 grading to 10y 3/1 w/ alternating color bands(0-51,54-150cm);10y 5/1(51-54cm)","normal graded bedding(18,32,58,66,81,91,113,140cm)",moderately fragmented w/ biscuit block(51-54cm),,quartz,,"sharp contacts(18,32,58,66,81,91,113,140cm);biscuit block may have been overturned in drilling process(51-54cm)",,,R,8.00000,121.21980,0365.90,36589,36739
