leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
10,95,,UPPER PLEISTOCENE,,0.0,7.0,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
10,95,,LOWER OLIGOCENE,,82.0,207.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
10,95,,UPPER EOCENE,,236.0,245.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
10,95,,MIDDLE EOCENE,,274.0,341.0,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
10,95,,MIDDLE EOCENE,LOWER EOCENE,344.0,350.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   43, 53.5,48.25,DSDP INITIAL REPORTS
10,95,,UPPER PALEOCENE,,363.0,371.0,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
10,95,,LOWER PALEOCENE,,377.0,395.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
10,95,,CAMPANIAN,,395.0,408.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
10,95,,SANTONIAN,,408.0,438.0,,NO AGE GIVEN,,NO AGE GIVEN,   78,   82,   80,DSDP INITIAL REPORTS
10,95,,ALBIAN,,438.0,463.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
